player_1,player_2,player_3,player_4,winner
ad,3d,9d,kd,player_1
ah,qh,4h,jh,player_1
kh,9h,3h,10h,player_1
qc,kc,ac,9c,player_3
qs,as,js,8s,player_2
10c,jc,6c,8c,player_2
10d,2d,8d,qd,player_4
10s,ks,6s,7s,player_2
5h,8h,2h,7h,player_2
4c,7c,5c,3c,player_2
4s,9s,5s,5d,player_2
2c,3s,4d,6d,player_1
2s,6h,7d,jd,player_1
as,qs,8s,10s,player_1
ks,js,3s,9s,player_1
jc,ac,kc,7c,player_2
10c,qc,5c,6c,player_2
8d,ad,jd,qd,player_2
8h,ah,kh,qh,player_2
6d,kd,9d,10d,player_2
5s,6s,2s,7s,player_4
4h,6h,jh,10h,player_3
4d,3h,2d,7d,player_4
3d,5h,4c,5d,player_4
2h,8c,9h,3c,player_3
2c,9c,7h,4s,player_2
ah,qh,8h,6h,player_1
kh,jh,7h,5h,player_1
qd,kd,10d,ad,player_4
10h,4h,3s,4d,player_1
9c,ac,kc,7c,player_2
9h,2h,3c,4s,player_1
8c,2c,qc,6c,player_3
8d,9d,5d,jd,player_4
6d,2d,4c,7d,player_4
5c,2s,jc,6s,player_3
5s,qs,js,as,player_4
3h,8s,7s,9s,player_1
3d,10s,10c,ks,player_1
kd,ad,qd,jd,player_2
jc,ac,9c,qc,player_2
8d,6d,10d,5d,player_3
7s,qs,as,ks,player_3
7d,5h,9d,2s,player_3
7h,jh,ah,qh,player_3
6h,10h,kh,9h,player_3
5c,kc,7c,10c,player_2
4s,js,8s,2c,player_2
4d,6s,3d,3c,player_1
3s,10s,5s,4c,player_2
3h,8c,2h,8h,player_4
2d,9s,6c,4h,player_1
as,9s,js,ks,player_1
ah,kh,2c,9h,player_1
qh,10h,4d,6h,player_1
qs,8s,4s,10s,player_1
jc,kc,ac,qc,player_3
jh,8h,5c,2h,player_1
7c,3c,9c,10c,player_4
7h,5h,6c,2s,player_1
6s,5s,6d,7s,player_4
5d,kd,ad,qd,player_3
4c,2d,8c,3d,player_3
3s,4h,10d,7d,player_1
3h,9d,jd,8d,player_1
kh,7h,ah,qh,player_3
kd,8d,7d,ad,player_4
qs,as,7s,ks,player_2
jd,2c,6d,qd,player_4
js,10s,5s,8s,player_1
jh,6h,10h,8h,player_1
9d,2h,5d,10d,player_4
9s,6s,4s,3c,player_1
9h,3s,4h,5h,player_1
7c,ac,qc,kc,player_2
5c,jc,6c,10c,player_2
3d,4c,4d,3h,player_3
2s,8c,2d,9c,player_1
as,qs,7s,ks,player_1
kh,9h,4h,ah,player_4
qh,8h,2c,jh,player_1
js,10s,6s,9s,player_1
jc,6c,qc,ac,player_4
10h,7h,2s,5h,player_1
9c,4c,7c,kc,player_4
8c,2d,5c,10c,player_4
7d,qd,ad,8d,player_3
6h,3s,9d,3h,player_1
4s,5s,10d,8s,player_4
3d,5d,kd,6d,player_3
2h,4d,jd,3c,player_1
as,9s,js,7s,player_1
ks,5s,2d,3d,player_1
qs,4s,5h,4d,player_1
jh,ah,10h,9h,player_2
10s,3s,5d,4h,player_1
8c,5c,jc,ac,player_4
8s,2s,6h,4c,player_1
6c,2c,10c,kc,player_4
6s,7d,8h,7c,player_1
6d,9d,kd,ad,player_4
3c,7h,9c,qc,player_4
3h,kh,8d,jd,player_2
2h,qh,10d,qd,player_2
