player_1,player_2,player_3,player_4,winner
ad,8d,2d,kd,player_1
kh,ah,qh,2c,player_2
qc,ac,7c,kc,player_2
qd,5d,3h,jd,player_1
jc,3c,6c,8c,player_1
10c,2h,5c,4c,player_1
10h,jh,5h,2s,player_2
10d,4d,4h,9d,player_1
9c,4s,5s,3d,player_1
9s,as,ks,8s,player_2
8h,9h,6s,3s,player_2
7d,7h,10s,6d,player_1
6h,qs,js,7s,player_1
ks,as,js,10s,player_2
kd,jd,ad,9d,player_3
kc,qc,ac,9c,player_3
qs,9s,7s,4s,player_1
9h,qh,kh,ah,player_4
8s,3s,6s,2c,player_1
7d,3d,qd,8d,player_3
5d,3c,10d,4c,player_3
5s,5h,2h,5c,player_1
4d,6h,6d,7h,player_3
3h,6c,8h,jh,player_4
2d,7c,4h,8c,player_1
2s,10c,jc,10h,player_1
ad,10d,kd,jd,player_1
kh,qh,4h,ah,player_4
kc,8c,ac,10c,player_3
qd,8d,9d,7d,player_1
9c,6c,qc,7c,player_3
8s,js,as,qs,player_3
7s,4s,ks,9s,player_3
6h,10h,3h,jh,player_4
5h,9h,2h,8h,player_2
3d,5d,4c,6d,player_4
3c,2c,jc,5s,player_3
3s,2s,10s,6s,player_3
2d,4d,5c,7h,player_2
as,ks,qs,8s,player_1
kd,qd,ad,7d,player_3
js,10s,6s,7s,player_1
10c,ac,8c,kc,player_2
9s,5s,2s,3s,player_1
8h,ah,kh,jh,player_2
6c,jc,7c,qc,player_4
5c,2d,4d,9c,player_4
4c,3d,5h,3c,player_1
4s,8d,6d,2c,player_1
4h,qh,10h,7h,player_2
3h,9h,9d,6h,player_2
2h,jd,10d,5d,player_1
ah,5h,kh,2s,player_1
10s,js,6s,as,player_4
10h,2c,qh,3s,player_3
9h,3d,jh,4d,player_3
9d,ad,kd,qd,player_2
8h,5d,4h,5c,player_1
7h,6c,2d,7c,player_1
7d,jd,3c,10d,player_2
6d,7s,4c,8d,player_4
6h,8c,5s,9s,player_1
4s,8s,qc,ks,player_4
3h,10c,kc,9c,player_1
2h,jc,ac,qs,player_1
ac,kc,6c,7c,player_1
kd,6d,10d,ad,player_4
qd,4d,9d,5d,player_1
qs,as,js,4s,player_2
jd,2h,7d,3d,player_1
jc,qc,2d,5c,player_2
8s,ks,10s,3h,player_2
8c,10c,3s,3c,player_2
8d,4c,5s,4h,player_1
7h,kh,10h,ah,player_4
5h,jh,6s,qh,player_4
2s,8h,9s,6h,player_3
2c,9c,7s,9h,player_2
kh,10h,6h,ah,player_4
jh,8h,5h,qh,player_4
10d,kd,qd,ad,player_4
10s,js,as,qs,player_3
9h,7h,2c,4h,player_1
9d,jd,2s,2d,player_2
6d,8d,3c,5s,player_2
6c,jc,8c,ac,player_4
5d,7d,4s,5c,player_2
4d,3h,6s,9c,player_1
3s,9s,ks,10c,player_3
3d,4c,7s,qc,player_1
2h,7c,8s,kc,player_1
ac,qc,jc,8c,player_1
kc,9c,4c,3c,player_1
ks,qs,10s,as,player_4
jd,ad,10d,kd,player_2
10c,7c,2d,3h,player_1
9h,ah,jh,kh,player_2
8s,7s,6s,js,player_4
5c,6c,3d,3s,player_2
5h,qh,8h,10h,player_2
4h,6h,5s,7h,player_4
4s,2c,5d,9s,player_4
2s,4d,8d,7d,player_1
2h,6d,9d,qd,player_1
