player_1,player_2,player_3,player_4,winner
kd,9d,jd,ad,player_4
qd,3d,6d,4d,player_1
qh,kh,10h,ah,player_4
10d,3s,2d,2c,player_1
9h,7h,2h,jh,player_4
8d,3h,4s,4h,player_1
8h,4c,5s,6h,player_1
7d,8s,7s,5c,player_1
7c,jc,ac,qc,player_3
5d,9c,9s,6s,player_1
5h,10c,10s,6c,player_1
3c,js,kc,8c,player_3
2s,as,qs,ks,player_2
ks,qs,as,9s,player_3
js,10s,8s,3s,player_1
jc,ac,kc,10c,player_2
10h,qh,jh,ah,player_4
9d,kd,ad,qd,player_3
9c,4c,qc,7c,player_3
7d,10d,5d,jd,player_4
4s,7s,6s,5c,player_2
4h,6h,9h,kh,player_4
3c,2s,8c,6c,player_3
3h,2d,5h,8h,player_4
2h,4d,3d,7h,player_4
2c,6d,5s,8d,player_1
kc,ac,qc,9c,player_2
ks,10s,as,qs,player_3
qh,4h,ah,kh,player_3
10h,2d,9h,jh,player_4
9d,kd,7d,ad,player_4
8d,10d,6d,qd,player_4
8c,jc,6c,3c,player_2
7h,2c,8h,5h,player_3
7s,8s,9s,js,player_4
5c,10c,3d,2s,player_2
5d,4c,4d,jd,player_4
3s,5s,6s,4s,player_3
2h,7c,6h,3h,player_3
ks,js,as,qs,player_3
qd,9d,ad,jd,player_3
jh,kh,qh,ah,player_4
10h,8h,6h,3h,player_1
10s,5s,9s,4s,player_1
9h,2c,5h,3s,player_1
7h,5d,4h,4d,player_1
7s,8c,8s,6c,player_3
6s,8d,2d,6d,player_1
4c,qc,5c,ac,player_4
3c,jc,3d,kc,player_4
2s,9c,10d,7c,player_1
2h,10c,kd,7d,player_1
kc,qc,jc,ac,player_4
qs,10s,js,as,player_4
jh,qh,ah,7h,player_3
10d,qd,ad,kd,player_3
9d,2d,jd,8d,player_3
8s,7s,9s,ks,player_4
6d,2c,7d,3d,player_3
6h,9h,kh,5h,player_3
5d,2s,4d,3h,player_1
4c,9c,10c,7c,player_3
4h,8h,10h,5s,player_3
3s,4s,3c,6s,player_4
2h,5c,8c,6c,player_1
ac,10c,2c,kc,player_1
as,7s,qs,10s,player_1
ks,3h,8s,5s,player_1
qc,9c,2s,jc,player_1
js,3c,4s,3s,player_1
jd,8d,ad,qd,player_3
9s,4d,2h,2d,player_1
9h,qh,ah,8h,player_3
7d,5c,kd,10d,player_3
7h,10h,kh,3d,player_3
6s,5h,5d,6d,player_1
4c,7c,6h,8c,player_4
4h,6c,jh,9d,player_3
ad,jd,kd,9d,player_1
as,qs,ks,9s,player_1
10d,6d,qd,3d,player_3
9h,ah,kh,8h,player_2
8c,7c,ac,kc,player_3
8d,5d,7d,3h,player_1
6h,10h,qh,4h,player_3
5h,7h,jh,4c,player_3
4d,2s,5c,4s,player_1
3s,8s,js,6s,player_3
2d,3c,5s,9c,player_1
2h,6c,10s,10c,player_1
2c,7s,jc,qc,player_4
qs,js,6s,as,player_4
10h,kh,qh,ah,player_4
10c,kc,ac,9c,player_3
10s,8s,5s,ks,player_4
9d,kd,ad,jd,player_3
9s,3c,2s,4s,player_1
8d,qd,2h,3d,player_2
7s,5c,3h,3s,player_1
7d,10d,5h,2d,player_2
5d,6d,6h,2c,player_2
4h,9h,jh,7h,player_3
4c,jc,qc,7c,player_3
4d,8c,8h,6c,player_1
