player_1,player_2,player_3,player_4,winner
as,js,qs,8s,player_1
ah,qh,6h,kh,player_1
ac,kc,5c,jc,player_1
kd,qd,ad,10d,player_3
ks,9s,7s,4s,player_1
qc,8c,2h,10c,player_1
jd,3s,8d,9d,player_1
10s,5s,6s,4c,player_1
9c,7c,2s,6c,player_1
7d,3c,5d,6d,player_1
7h,jh,3h,9h,player_2
2d,4h,4d,5h,player_3
2c,10h,3d,8h,player_1
ac,10c,jc,qc,player_1
kc,7c,2c,6c,player_1
10s,js,as,ks,player_3
9d,qd,7d,ad,player_4
9c,4c,2s,2d,player_1
8h,kh,qh,ah,player_4
8c,4s,4d,2h,player_1
8d,jd,5s,kd,player_4
6h,5h,jh,4h,player_3
5c,5d,7s,3h,player_1
3s,9s,7h,qs,player_4
3d,6d,9h,10d,player_4
3c,6s,10h,8s,player_1
kc,qc,10c,ac,player_4
qh,7h,ah,jh,player_3
qd,ad,9d,kd,player_2
jc,2s,6c,9c,player_1
10h,6h,kh,4h,player_3
10d,8d,5d,jd,player_4
9s,7s,as,ks,player_3
8c,3s,5c,4c,player_1
8h,5h,9h,2d,player_3
7c,4d,2c,3d,player_1
6s,5s,10s,qs,player_4
3h,4s,2h,7d,player_1
3c,6d,8s,js,player_1
kh,ah,7h,5h,player_2
qh,4h,6h,3h,player_1
js,10s,qs,as,player_4
jh,2d,2h,4s,player_1
10h,3s,3d,5c,player_1
10d,ad,9d,kd,player_2
9h,4d,4c,7d,player_1
8h,5d,5s,8c,player_1
8s,6s,9s,ks,player_4
7s,6c,7c,8d,player_1
3c,10c,kc,ac,player_4
2c,6d,qc,9c,player_3
2s,jd,jc,qd,player_1
as,ks,js,qs,player_1
kh,10h,qh,ah,player_4
qd,kd,ad,6d,player_3
jd,7d,10d,5d,player_1
10c,jc,ac,kc,player_3
10s,9s,8s,7s,player_1
9d,3d,2d,3h,player_1
9h,6h,5h,jh,player_4
8d,2s,2c,3c,player_1
6c,9c,8c,qc,player_4
4d,3s,4c,4s,player_1
4h,6s,5s,8h,player_4
2h,7c,5c,7h,player_4
kh,jh,ah,8h,player_3
qc,9c,10c,ac,player_4
js,8s,10s,as,player_4
jd,kd,10d,ad,player_4
jc,6c,8c,kc,player_4
9s,6s,5s,ks,player_4
7s,3s,3h,qs,player_4
7d,qd,9d,8d,player_2
5c,2s,4d,7c,player_4
3c,5h,5d,4c,player_4
2c,6h,7h,3d,player_1
2d,6d,10h,4h,player_2
2h,9h,qh,4s,player_3
as,9s,8s,ks,player_1
kd,9d,qd,ad,player_4
jd,3h,8d,10d,player_1
js,5s,6s,qs,player_4
10s,4c,4s,7s,player_1
9h,ah,10h,8h,player_2
8c,10c,kc,ac,player_4
6d,6c,7d,4d,player_3
5d,7c,2c,2d,player_1
5h,kh,7h,2s,player_2
3d,9c,4h,3s,player_1
3c,jh,qc,jc,player_3
2h,qh,6h,5c,player_2
ad,9d,10d,qd,player_1
ah,qh,6h,kh,player_1
kd,5d,6d,jd,player_1
jc,kc,ac,qc,player_3
10c,8c,6c,3c,player_1
9c,7c,2c,3s,player_1
8d,4c,2d,7d,player_1
7s,qs,as,js,player_3
5c,6s,3h,4d,player_1
5h,jh,5s,10h,player_2
3d,7h,8s,4s,player_1
2s,9s,ks,4h,player_3
2h,8h,10s,9h,player_4
