player_1,player_2,player_3,player_4,winner
ah,jh,qh,9h,player_1
kd,ad,qd,jd,player_2
kh,10h,8h,3h,player_1
qs,10s,ks,as,player_4
qc,ac,kc,9c,player_2
js,6s,8s,9s,player_1
10c,2c,jc,8c,player_3
7d,10d,5d,9d,player_2
6h,7h,4h,2d,player_2
6c,2s,5c,7c,player_4
5h,3s,2h,3c,player_1
4s,3d,7s,4d,player_3
4c,6d,5s,8d,player_1
ac,9c,qc,2c,player_1
kh,jh,10h,ah,player_4
kd,qd,10d,ad,player_4
kc,2s,jc,4s,player_1
8s,as,2h,ks,player_2
7c,3d,10c,5s,player_3
6c,3h,8c,7h,player_3
6s,qs,5h,js,player_2
6d,jd,9d,8d,player_2
4c,4h,5c,9h,player_3
3s,7s,5d,10s,player_4
3c,4d,7d,9s,player_1
2d,6h,8h,qh,player_1
ah,8h,qh,kh,player_1
as,5s,qs,ks,player_1
ac,8c,kc,10c,player_1
qc,7c,4c,6c,player_1
jd,kd,9d,ad,player_4
jc,2c,2d,5c,player_1
js,3s,9s,7s,player_1
10s,4h,4s,6s,player_1
9c,5h,3d,2h,player_1
9h,6d,jh,7h,player_3
8s,7d,3h,4d,player_1
3c,8d,6h,5d,player_1
2s,10d,10h,qd,player_1
ac,8c,kc,qc,player_1
jd,ad,qd,kd,player_2
js,8s,as,10s,player_3
jc,2s,5c,9c,player_1
10h,ah,jh,kh,player_2
10c,2d,4c,7c,player_1
9h,7h,2c,qh,player_4
8h,3h,4s,5h,player_1
7s,6s,ks,5s,player_3
6h,3d,6d,4h,player_1
5d,10d,7d,9d,player_2
4d,8d,9s,2h,player_2
3c,3s,qs,6c,player_4
as,10s,ks,3h,player_1
kc,ac,jc,8c,player_2
qs,8s,6s,4c,player_1
jh,kh,qh,ah,player_4
js,7s,4s,4d,player_1
10h,7h,8h,9h,player_1
9s,2s,3s,4h,player_1
9c,qc,3c,5c,player_2
6c,10c,2h,6h,player_2
5s,5h,3d,7d,player_1
5d,kd,qd,ad,player_4
2c,7c,6d,9d,player_2
2d,8d,10d,jd,player_4
ac,kc,jc,qc,player_1
kh,9h,ah,6h,player_3
qh,8h,2s,2h,player_1
jh,4h,2c,4s,player_1
10h,3d,4c,5d,player_1
10d,jd,ad,kd,player_3
9s,qs,ks,as,player_4
8s,10s,js,6s,player_3
7h,3c,5c,6c,player_1
6d,9d,7d,qd,player_4
5h,3s,5s,8d,player_1
3h,4d,7s,9c,player_1
2d,7c,8c,10c,player_1
ad,qd,9d,kd,player_1
ah,kh,qh,jh,player_1
ks,8s,qs,as,player_4
qc,10c,ac,kc,player_3
jd,4d,6d,7d,player_1
10d,2h,2s,3d,player_1
8h,9h,10h,7h,player_3
8d,4c,3h,2d,player_1
8c,9c,7c,jc,player_4
5c,4h,6c,3c,player_3
5d,5s,5h,4s,player_1
3s,6s,js,10s,player_3
2c,6h,9s,7s,player_1
ah,qh,kh,9h,player_1
qs,ks,10s,as,player_4
10d,jd,ad,kd,player_3
8c,kc,6c,ac,player_4
8s,js,9s,6s,player_2
7h,10h,jh,5h,player_3
6d,9d,8d,qd,player_4
6h,2h,8h,2d,player_3
5s,2s,7s,2c,player_3
4s,3c,3s,7c,player_1
4d,7d,5d,9c,player_2
4c,qc,3h,jc,player_2
3d,5c,4h,10c,player_1
