player_1,player_2,player_3,player_4,winner
as,qs,ks,8s,player_1
qc,10c,7c,ac,player_4
qd,jd,ad,4d,player_3
js,10s,2s,7s,player_1
10d,6d,kd,3d,player_3
9d,2d,5d,4c,player_1
8h,9h,kh,ah,player_4
8d,3c,2c,4h,player_1
7d,5h,3h,5s,player_1
6h,5c,jh,qh,player_4
4s,9s,6c,6s,player_2
3s,8c,7h,jc,player_1
2h,9c,10h,kc,player_3
as,10s,qs,7s,player_1
ks,2s,9s,5s,player_1
qd,7d,ad,jd,player_3
js,2c,2d,2h,player_1
10d,5d,kd,3c,player_3
8h,kh,10h,ah,player_4
8c,qc,kc,ac,player_4
8s,4h,3h,6c,player_1
7h,qh,3d,jh,player_2
6s,5c,4d,7c,player_1
4s,5h,6d,9h,player_1
4c,9c,8d,jc,player_4
3s,6h,9d,10c,player_1
as,qs,4s,10s,player_1
kh,10h,ah,qh,player_3
ks,js,2c,2s,player_1
jc,qc,7c,ac,player_4
jh,5h,9h,2d,player_1
10c,4c,6c,kc,player_4
9c,3s,2h,8c,player_1
9s,7s,3d,4d,player_1
8h,4h,7h,5c,player_1
8s,6s,6h,5d,player_1
5s,7d,9d,6d,player_1
3c,10d,qd,8d,player_1
3h,jd,ad,kd,player_1
kd,ad,4c,jd,player_2
qh,5h,ah,kh,player_3
qd,9d,5s,10d,player_1
jc,qc,9c,ac,player_4
js,10s,as,ks,player_3
10h,3h,jh,7h,player_3
8d,6d,5c,2c,player_1
7d,4d,8c,3s,player_1
6h,2h,9h,4s,player_3
6s,2d,qs,7s,player_3
5d,3d,8s,6c,player_1
4h,3c,8h,10c,player_3
2s,7c,9s,kc,player_3
ah,10h,kh,jh,player_1
ad,9d,jd,qd,player_1
ks,qs,10s,as,player_4
kd,7d,3d,10d,player_1
qh,8h,7h,3h,player_1
9h,6h,5h,3c,player_1
9c,kc,ac,jc,player_3
6d,2s,2h,8d,player_4
5s,8s,9s,js,player_4
4d,2c,4h,5d,player_4
4c,qc,10c,8c,player_2
3s,6c,7s,6s,player_3
2d,7c,5c,4s,player_1
qs,ks,as,9s,player_3
qh,ah,jh,kh,player_2
qc,10c,ac,kc,player_3
js,8s,5s,6s,player_1
jd,ad,qd,kd,player_2
10s,7s,4s,2h,player_1
8d,10d,9d,7d,player_2
7c,8c,3c,jc,player_4
6h,8h,10h,5h,player_3
6c,2d,2c,9c,player_4
4d,6d,3d,3h,player_2
4c,5d,3s,5c,player_4
2s,7h,9h,4h,player_1
as,10s,4s,9s,player_1
ks,8s,2s,2c,player_1
kh,2h,jh,ah,player_4
qh,2d,10h,8h,player_1
qs,7s,3h,4c,player_1
jd,9d,7d,ad,player_4
js,6s,5c,5d,player_1
9c,ac,10c,qc,player_2
8d,3d,6d,kd,player_4
5h,3s,9h,7h,player_3
4h,5s,6h,7c,player_3
4d,jc,6c,qd,player_4
3c,kc,8c,10d,player_2
ad,4d,jd,kd,player_1
ah,jh,qh,8h,player_1
kh,10h,6h,4c,player_1
qd,3d,2h,10d,player_1
qc,9c,kc,ac,player_4
jc,2d,6c,10c,player_1
8c,2s,5c,7c,player_1
7d,3s,4s,9d,player_4
6d,7s,4h,8d,player_4
5d,7h,5h,5s,player_1
3h,9h,9s,6s,player_2
3c,10s,qs,8s,player_1
2c,js,as,ks,player_1
