player_1,player_2,player_3,player_4,winner
ks,qs,js,as,player_4
kd,ad,jd,qd,player_2
jh,qh,9h,ah,player_4
10d,2s,9d,8d,player_1
10c,qc,jc,ac,player_4
7h,4h,6h,kh,player_4
6d,3s,5d,7d,player_4
5h,5s,2c,10h,player_4
4s,7s,10s,9s,player_3
3d,5c,4d,3h,player_3
3c,9c,4c,kc,player_4
2h,6c,6s,8h,player_4
2d,8c,8s,7c,player_1
ac,9c,qc,kc,player_1
kd,10d,ad,8d,player_3
jd,6d,qd,2d,player_3
js,7s,as,ks,player_3
10s,4s,qs,3s,player_3
9d,3d,4d,5h,player_1
7d,2c,2s,7h,player_1
6s,2h,9s,8c,player_3
6c,7c,jc,10c,player_3
5s,3h,8s,9h,player_3
5c,4h,3c,jh,player_1
5d,10h,6h,kh,player_1
4c,qh,8h,ah,player_1
ad,kd,jd,qd,player_1
as,qs,js,3c,player_1
ks,5s,10s,3h,player_1
kc,ac,qc,9c,player_2
9s,4s,8s,4h,player_1
7s,5d,6s,5c,player_1
6d,8d,9d,10d,player_4
4c,10c,jc,6c,player_3
3d,7h,4d,7d,player_4
2d,7c,3s,5h,player_1
2h,ah,10h,kh,player_2
2s,8c,8h,6h,player_1
2c,jh,9h,qh,player_1
ad,9d,6d,jd,player_1
kh,qh,ah,5h,player_3
kd,2d,4d,8d,player_1
qd,2h,3c,3d,player_1
10c,jc,ac,kc,player_3
10d,2c,3h,2s,player_1
9c,5c,7c,qc,player_4
9s,as,8s,ks,player_2
9h,10h,jh,4s,player_3
7d,3s,6h,4c,player_1
7h,4h,8h,7s,player_3
5s,qs,6s,10s,player_2
5d,js,6c,8c,player_1
ac,kc,qc,9c,player_1
ad,jd,9d,qd,player_1
kd,10d,8d,6d,player_1
kh,ah,qh,8h,player_2
10h,6h,jh,4h,player_3
9h,5h,2h,3h,player_1
7d,2s,5d,4d,player_1
7h,8c,3s,2d,player_1
7s,as,8s,js,player_2
6s,ks,3c,9s,player_2
5c,jc,10c,4c,player_2
3d,10s,6c,4s,player_1
2c,qs,7c,5s,player_3
kc,qc,ac,8c,player_3
qh,ah,jh,kh,player_2
qs,10s,as,ks,player_3
jd,kd,qd,ad,player_4
jc,7c,6c,4c,player_1
js,8s,4s,9s,player_1
10c,3c,3h,2h,player_1
9c,2c,4h,2s,player_1
9h,5h,8h,10h,player_4
7s,3s,5d,5s,player_1
7d,8d,10d,6d,player_3
6s,2d,6h,4d,player_1
5c,3d,9d,7h,player_1
as,ks,qs,10s,player_1
kd,5d,10d,ad,player_4
kh,4h,ah,10h,player_3
qc,ac,6c,kc,player_2
jh,2d,qh,9h,player_3
10c,jc,5c,3h,player_2
8h,2c,2h,4d,player_1
8s,js,6s,9s,player_2
7h,3s,2s,6d,player_1
6h,4s,3c,7d,player_1
5s,7c,3d,7s,player_4
5h,8c,8d,jd,player_1
4c,9c,9d,qd,player_2
ad,qd,kd,10d,player_1
as,10s,js,qs,player_1
ks,7s,5s,9s,player_1
jc,2d,kc,ac,player_4
10h,ah,jh,kh,player_2
8c,4d,qc,9c,player_3
8s,6s,3c,4s,player_1
7c,6d,10c,6c,player_3
4c,7h,5c,2c,player_3
3d,jd,5d,8d,player_2
3s,8h,3h,5h,player_1
2s,9d,4h,7d,player_1
2h,9h,6h,qh,player_4
