player_1,player_2,player_3,player_4,winner
as,ks,9s,js,player_1
ah,5h,kh,qh,player_1
kc,ac,9c,jc,player_2
kd,9d,ad,qd,player_3
qc,7c,8c,10c,player_1
8d,5d,10d,jd,player_4
7h,2s,jh,9h,player_3
7d,2d,4d,3d,player_1
6s,qs,3s,10s,player_2
6d,4c,2c,3c,player_1
5s,8s,3h,4h,player_2
4s,7s,5c,6h,player_2
2h,6c,10h,8h,player_3
qs,9s,ks,as,player_4
qd,ad,9d,6d,player_2
jd,kd,5d,2s,player_2
10s,2d,8s,js,player_4
9c,kc,ac,jc,player_3
8d,10d,4d,3h,player_2
7s,7d,2h,6s,player_1
6c,qc,7c,4s,player_2
4c,10c,5c,5h,player_2
4h,ah,jh,kh,player_2
3d,8c,3c,5s,player_1
3s,10h,7h,6h,player_1
2c,qh,8h,9h,player_1
ks,as,5s,qs,player_2
qc,jc,ac,kc,player_3
qd,kd,ad,jd,player_3
9h,kh,qh,ah,player_4
8c,9c,7c,10c,player_4
8h,10h,3h,jh,player_4
6d,7d,10d,3c,player_3
5c,6c,2c,6h,player_2
5d,2h,9d,6s,player_3
4c,3s,2d,7s,player_1
4h,7h,4d,8s,player_2
3d,5h,8d,10s,player_3
2s,9s,4s,js,player_4
kh,ah,qh,8h,player_2
qc,5c,9c,ac,player_4
qd,ad,10d,9d,player_2
10h,jh,9h,4c,player_2
8s,qs,ks,as,player_4
8d,kd,2s,7d,player_2
6h,7h,5h,6c,player_2
6d,jd,3c,6s,player_2
4d,5d,3s,7c,player_2
3d,3h,5s,10s,player_1
2c,4h,8c,kc,player_4
2h,4s,7s,10c,player_1
2d,js,9s,jc,player_1
ad,8d,qd,kd,player_1
kc,ac,2c,jc,player_2
kh,qh,10h,ah,player_4
qs,ks,as,6s,player_3
js,8s,10s,5s,player_1
9s,2h,7s,3s,player_1
8h,3c,6h,jh,player_4
7d,6d,jd,5d,player_3
5c,qc,2s,7c,player_2
4h,4d,5h,9h,player_4
4c,10c,4s,6c,player_2
3d,8c,10d,3h,player_3
2d,9c,9d,7h,player_3
kh,10h,ah,qh,player_3
qs,ks,as,10s,player_3
jh,7h,8h,9h,player_1
jd,8d,kd,ad,player_4
js,4s,7s,9s,player_1
10d,2h,6d,qd,player_4
9d,2s,5d,7d,player_1
8s,3h,2d,3s,player_1
7c,ac,kc,jc,player_2
6s,5c,4h,3d,player_1
5s,8c,6c,3c,player_1
4d,9c,6h,4c,player_1
2c,10c,qc,5h,player_3
kc,ac,8c,jc,player_2
qc,10c,6c,5c,player_1
10h,ah,kh,qh,player_2
9h,2d,2c,jh,player_4
8h,5d,4d,7h,player_1
7c,9c,4s,2h,player_2
6h,6s,5s,4h,player_1
5h,8s,7d,3d,player_1
4c,8d,9d,6d,player_1
3c,9s,jd,7s,player_1
3s,as,js,10s,player_2
3h,qs,qd,10d,player_1
2s,ks,kd,ad,player_2
ac,2h,kc,10c,player_1
ah,kh,10h,4h,player_1
kd,ad,5d,9d,player_2
qh,jh,8h,3h,player_1
10d,qd,4d,7d,player_2
9h,7h,4c,2d,player_1
9s,as,ks,7s,player_2
8s,qs,js,5s,player_2
8d,jd,7c,3c,player_2
6h,5h,9c,4s,player_1
6d,3d,10s,5c,player_1
3s,6s,jc,6c,player_2
2c,2s,qc,8c,player_3
