player_1,player_2,player_3,player_4,winner
ac,jc,kc,8c,player_1
qc,10c,9c,6c,player_1
qd,kd,ad,jd,player_3
jh,9h,5h,ah,player_4
10d,3d,5d,8d,player_1
9d,2d,2h,7d,player_1
7c,3c,4c,3s,player_1
7h,8h,4h,kh,player_4
6s,10s,as,qs,player_3
6h,2c,4s,qh,player_4
5c,2s,5s,6d,player_1
4d,7s,js,8s,player_1
3h,9s,ks,10h,player_4
as,qs,ks,js,player_1
ah,kh,2d,qh,player_1
qc,7c,ac,kc,player_3
qd,jd,8d,ad,player_4
10d,7d,6d,kd,player_4
9d,4d,3d,5d,player_1
9h,10h,2c,jh,player_4
7s,10s,9s,8s,player_2
6c,5c,10c,jc,player_4
6h,8h,3s,7h,player_2
4h,2h,4s,5h,player_4
4c,3c,9c,8c,player_3
3h,5s,6s,2s,player_1
ah,jh,qh,10h,player_1
kh,6h,9h,7h,player_1
kd,qd,5d,ad,player_4
kc,7c,ac,jc,player_3
ks,as,9s,10s,player_2
qc,3c,10c,8c,player_1
qs,js,8s,5s,player_1
9c,2c,6c,2s,player_1
8h,4h,5h,2d,player_1
6d,10d,4d,jd,player_4
5c,2h,3s,7d,player_1
4c,3d,3h,8d,player_1
4s,6s,7s,9d,player_3
ah,kh,qh,jh,player_1
ac,kc,7c,qc,player_1
kd,9d,ad,8d,player_3
10s,ks,as,js,player_3
9c,jc,3c,8c,player_2
9s,qs,3d,8s,player_2
8h,7h,10h,9h,player_3
7s,3s,4h,5s,player_1
6d,5d,qd,7d,player_3
6s,2s,4d,4s,player_1
5c,10c,5h,2d,player_2
4c,6c,10d,3h,player_2
2h,2c,jd,6h,player_4
ah,kh,qh,jh,player_1
kc,6c,ac,8c,player_3
qc,5c,10c,7c,player_1
jc,2c,3c,4c,player_1
9s,as,ks,js,player_2
9c,2d,3d,2s,player_1
8h,10h,5h,6h,player_2
7s,qs,10s,4s,player_2
6d,jd,qd,ad,player_4
6s,8s,3s,4h,player_2
5s,4d,5d,8d,player_1
3h,9h,7d,10d,player_2
2h,7h,9d,kd,player_2
ac,jc,kc,10c,player_1
kh,qh,ah,5h,player_3
ks,qs,as,6s,player_3
qc,7c,9c,8c,player_1
jh,10h,9h,3h,player_1
js,8s,10s,5s,player_1
8d,ad,7d,qd,player_2
7h,6h,8h,2d,player_3
5c,2h,6c,4c,player_3
4d,kd,3d,jd,player_2
3c,3s,4s,5d,player_1
2c,4h,7s,6d,player_1
2s,10d,9s,9d,player_3
kc,8c,qc,ac,player_4
qs,10s,ks,as,player_4
qd,ad,8d,3d,player_2
jc,6c,10c,9c,player_1
10d,kd,7d,2h,player_2
9d,jd,5d,4s,player_2
7h,jh,qh,ah,player_4
7s,9s,js,5s,player_3
6d,2d,2c,4c,player_1
5c,2s,3h,7c,player_4
4d,4h,6s,6h,player_1
3s,8s,8h,10h,player_2
3c,5h,9h,kh,player_1
ac,9c,qc,jc,player_1
ks,3s,7s,as,player_4
kc,7c,10c,2d,player_1
jh,ah,9h,7h,player_2
js,2h,5s,qs,player_4
10d,kd,ad,qd,player_3
9d,4c,6d,jd,player_4
8d,6c,3h,5d,player_1
8s,6h,4s,10s,player_4
7d,8h,3c,4d,player_1
6s,10h,4h,9s,player_4
3d,qh,5c,2s,player_1
2c,kh,8c,5h,player_3
