player_1,player_2,player_3,player_4,winner
as,3s,10s,ks,player_1
ah,jh,kh,9h,player_1
qh,10h,2h,4h,player_1
jd,10d,qd,ad,player_4
8c,kc,ac,10c,player_3
7d,8d,2d,kd,player_4
7h,8h,2s,5s,player_2
6h,5h,3c,5c,player_1
5d,6d,4c,9d,player_4
4s,4d,9s,qs,player_4
3d,6c,7c,6s,player_1
3h,jc,7s,9c,player_1
2c,qc,8s,js,player_2
as,9s,js,ks,player_1
ac,6c,5c,kc,player_1
qs,3s,7s,10s,player_1
qc,2s,4c,10c,player_1
qd,kd,7d,ad,player_4
jc,3d,2c,8c,player_1
9c,3h,2d,2h,player_1
7c,4h,4s,4d,player_1
6s,6h,5h,8s,player_4
6d,jd,7h,10d,player_2
5s,8h,9h,8d,player_1
5d,10h,jh,9d,player_4
3c,kh,ah,qh,player_1
as,js,ks,qs,player_1
kd,jd,ad,3s,player_3
10h,ah,jh,kh,player_2
10s,2h,5s,8s,player_1
9c,5c,qc,ac,player_4
9s,3d,2s,7s,player_1
6c,4c,jc,kc,player_4
6s,3c,2c,4s,player_1
5d,9d,qd,4h,player_3
5h,qh,9h,8h,player_2
4d,8d,10d,6h,player_3
3h,7h,7d,7c,player_2
2d,6d,8c,10c,player_2
ah,8h,qh,kh,player_1
jd,6d,kd,ad,player_4
10h,6h,jh,9h,player_3
8d,3c,qd,7d,player_3
6s,ks,qs,as,player_4
5d,5c,10d,3d,player_3
5s,9s,10s,js,player_4
4c,ac,qc,kc,player_2
4d,5h,9d,2d,player_3
4h,8c,2h,7h,player_4
3h,9c,4s,3s,player_1
2c,jc,6c,7c,player_2
2s,10c,8s,7s,player_3
as,js,ks,qs,player_1
kc,8c,qc,ac,player_4
qd,kd,ad,2s,player_3
jc,7c,4c,3c,player_1
10c,5c,2d,5h,player_1
9s,7s,3s,10s,player_4
9c,2h,3h,6h,player_1
8d,10d,jd,8h,player_3
6d,7d,9d,8s,player_3
6c,3d,4h,10h,player_1
4s,6s,5d,qh,player_2
4d,5s,7h,kh,player_1
2c,jh,9h,ah,player_1
ah,qh,6h,kh,player_1
ks,9s,as,10s,player_3
kd,qd,ad,jd,player_3
js,7s,qs,8s,player_3
9c,kc,ac,10c,player_3
7d,8d,10d,9d,player_3
6c,7c,qc,8c,player_3
5h,10h,3h,jh,player_4
5s,6s,2d,3s,player_2
5c,2h,jc,4c,player_3
4s,4h,3d,2c,player_1
3c,8h,5d,4d,player_1
2s,9h,6d,7h,player_1
ah,qh,8h,kh,player_1
qs,as,9s,10s,player_2
jd,kd,qd,ad,player_4
js,ks,5s,8s,player_2
9h,7h,5h,jh,player_4
7s,4h,3s,4s,player_1
6h,4c,3h,10h,player_4
6s,6d,3d,2s,player_1
5c,jc,kc,ac,player_4
4d,9d,10d,3c,player_3
2d,7d,8d,8c,player_3
2h,7c,5d,10c,player_1
2c,9c,6c,qc,player_4
ah,jh,9h,kh,player_1
ks,2c,10s,as,player_4
qs,2h,6s,js,player_1
qc,kc,ac,7c,player_3
jc,10c,6c,5c,player_1
8c,9c,2d,4c,player_2
8h,10h,6h,qh,player_4
8s,3d,4s,9s,player_4
7s,4d,3h,5s,player_1
6d,ad,kd,9d,player_2
5d,jd,qd,7d,player_3
3c,5h,8d,3s,player_1
2s,7h,10d,4h,player_1
