player_1,player_2,player_3,player_4,winner
ah,9h,jh,8h,player_1
ad,kd,qd,jd,player_1
ks,4s,js,as,player_4
kh,5h,10h,7h,player_1
qh,4h,6h,2d,player_1
jc,ac,10c,kc,player_2
9c,qc,2h,5c,player_2
9d,10d,5d,8d,player_2
8s,3h,10s,qs,player_4
7d,4d,3d,6d,player_1
6s,6c,9s,7s,player_3
4c,8c,2s,3c,player_2
3s,7c,5s,2c,player_3
ac,6c,qc,kc,player_1
ks,qs,as,5s,player_3
jd,9d,ad,qd,player_3
jc,2c,10c,9c,player_1
jh,ah,8h,qh,player_2
9s,js,10s,4s,player_2
7c,4h,4c,8c,player_4
6d,8d,kd,10d,player_3
5c,6h,2s,3c,player_1
5h,kh,3s,7h,player_2
5d,7d,6s,4d,player_2
3d,9h,7s,2d,player_1
3h,10h,8s,2h,player_2
kh,jh,ah,9h,player_3
qs,ks,js,as,player_4
10h,2c,qh,3h,player_3
9d,7d,ad,qd,player_3
7c,qc,ac,kc,player_3
7h,3d,8h,3s,player_3
6h,5s,2s,3c,player_1
6d,6c,kd,jd,player_3
5h,6s,4c,4s,player_1
4d,8c,5c,10d,player_4
4h,9s,7s,5d,player_1
2h,10c,8s,8d,player_1
2d,10s,jc,9c,player_1
ac,qc,10c,kc,player_1
kd,qd,ad,10d,player_3
qh,jh,7h,ah,player_4
10h,9h,6h,kh,player_4
9c,jc,2s,8c,player_2
8h,2d,5h,2c,player_1
7c,5c,3s,6c,player_1
6s,js,10s,as,player_4
4c,3c,5d,6d,player_1
4h,4s,7d,7s,player_1
3h,4d,8d,9s,player_1
3d,5s,jd,qs,player_3
2h,8s,9d,ks,player_1
ah,qh,kh,6h,player_1
qd,8d,4d,ad,player_4
qs,4s,as,ks,player_3
js,3s,10s,9s,player_1
10c,8c,qc,ac,player_4
10d,7d,3h,kd,player_4
9c,6c,jc,kc,player_4
8s,2c,6s,2s,player_1
8h,7h,jh,2d,player_3
7s,3c,5s,6d,player_1
4c,4h,5c,7c,player_4
3d,5d,9h,jd,player_4
2h,5h,10h,9d,player_3
ad,10d,kd,qd,player_1
qh,kh,ah,8h,player_3
jh,6h,9h,5h,player_1
jd,2s,9d,6d,player_1
jc,6c,ac,9c,player_3
10h,3h,7h,2h,player_1
9s,ks,3s,as,player_4
8d,3c,5d,2c,player_1
7d,4c,2d,5s,player_1
4d,5c,8c,7c,player_1
4h,6s,10c,8s,player_1
4s,js,qc,qs,player_4
3d,7s,kc,10s,player_1
ah,jh,kh,qh,player_1
ac,qc,jc,10c,player_1
kc,5c,7c,8c,player_1
qs,8s,as,10s,player_3
js,7s,ks,9s,player_3
jd,9d,kd,ad,player_4
9c,3c,6c,4c,player_1
7h,9h,10h,8h,player_3
6d,8d,qd,7d,player_3
5s,6s,2c,3s,player_2
4s,2d,5h,3d,player_1
2s,4d,5d,3h,player_1
2h,4h,10d,6h,player_4
ad,6d,10d,jd,player_1
kd,4d,5d,9d,player_1
kc,ac,qc,3c,player_2
qd,2d,3d,7d,player_1
js,as,ks,qs,player_2
10c,9c,jc,2s,player_3
10h,ah,9h,kh,player_2
8d,4c,2c,4h,player_1
7c,5c,8c,6s,player_3
5s,10s,8s,9s,player_2
5h,qh,2h,jh,player_2
3s,7s,4s,7h,player_2
3h,6h,6c,8h,player_4
