player_1,player_2,player_3,player_4,winner
kc,10c,ac,9c,player_3
qd,6d,kd,ad,player_4
9d,2d,8d,jd,player_4
8s,as,ks,js,player_2
7h,ah,qh,jh,player_2
7d,2h,4d,10d,player_4
6h,kh,9h,10h,player_2
4c,3c,qc,8c,player_3
3s,qs,4s,6s,player_2
3d,5s,4h,5d,player_4
3h,7s,5h,8h,player_4
2c,9s,jc,7c,player_3
2s,10s,6c,5c,player_2
ah,kh,10h,qh,player_1
jc,8c,9c,ac,player_4
jd,ad,6d,kd,player_2
10s,8s,as,js,player_3
8h,jh,9h,3h,player_2
7h,6h,5h,3d,player_1
7s,4s,ks,5s,player_3
7c,6c,5c,kc,player_4
6s,2s,qs,3s,player_3
4c,4h,2h,qc,player_4
3c,8d,4d,10c,player_4
2d,qd,5d,10d,player_2
2c,9d,9s,7d,player_1
kc,ac,9c,8c,player_2
qc,6c,2c,7c,player_1
jc,3h,2d,4c,player_1
10c,5s,2h,2s,player_1
9d,ad,qd,kd,player_2
9h,ah,kh,4s,player_2
7s,qs,10s,as,player_4
6s,6h,8s,ks,player_4
5c,7h,3d,4d,player_1
5h,jh,qh,6d,player_3
4h,10h,5d,8d,player_2
3c,8h,7d,9s,player_1
3s,10d,jd,js,player_4
ah,qh,jh,kh,player_1
qd,kd,8d,ad,player_4
jc,9c,ac,kc,player_3
10d,9d,7d,jd,player_4
10c,2d,8c,qc,player_4
9h,4h,8h,10h,player_4
7c,3d,5d,6c,player_1
6h,3s,7h,5h,player_3
4c,5s,6d,5c,player_4
4d,7s,9s,2h,player_1
4s,ks,as,6s,player_3
2c,8s,10s,3c,player_4
2s,qs,js,3h,player_2
ah,qh,kh,10h,player_1
kd,ad,qd,jd,player_2
qs,as,ks,6s,player_2
js,8s,9s,2h,player_1
jh,8h,9h,5h,player_1
10s,5s,3s,3c,player_1
9d,10d,8d,6d,player_2
8c,ac,10c,qc,player_2
7s,2c,3h,3d,player_1
7h,4h,6h,4c,player_1
4s,4d,5d,6c,player_1
2s,7c,5c,9c,player_1
2d,kc,7d,jc,player_3
ad,jd,kd,qd,player_1
kc,8c,qc,ac,player_4
qs,as,7s,ks,player_2
10h,ah,kh,6h,player_2
10c,3c,9c,jc,player_4
9s,6s,5s,js,player_4
8h,qh,9h,4s,player_2
7h,jh,2s,5c,player_2
6d,9d,7d,10d,player_4
5h,3h,2d,6c,player_1
4h,2h,3s,7c,player_1
3d,8d,5d,8s,player_2
2c,4d,4c,10s,player_3
ac,jc,qc,kc,player_1
kd,ad,10d,jd,player_2
kh,ah,8h,qh,player_2
qd,8d,9d,5d,player_1
jh,10h,5h,2h,player_1
9h,6h,4c,3s,player_1
7h,4h,4s,4d,player_1
7s,js,ks,as,player_4
6c,3c,9c,10c,player_4
3d,7d,5c,7c,player_2
2d,6d,6s,8c,player_2
2c,3h,10s,8s,player_1
2s,5s,qs,9s,player_3
ad,jd,kd,9d,player_1
qc,jc,9c,ac,player_4
10s,js,qs,as,player_4
9s,7s,6s,ks,player_4
8c,6c,7c,kc,player_4
8s,5s,3s,3d,player_1
7h,ah,qh,9h,player_2
6h,kh,3h,8h,player_2
5c,4c,3c,10c,player_4
4s,4h,2c,4d,player_1
2d,7d,qd,8d,player_3
2h,jh,5d,5h,player_2
2s,10h,10d,6d,player_1
