player_1,player_2,player_3,player_4,winner
ah,3h,9h,kh,player_1
ad,qd,2d,9d,player_1
kd,jd,2s,6d,player_1
qs,as,js,9s,player_2
jh,3d,8h,qh,player_4
10d,8d,2c,4d,player_1
9c,qc,kc,ac,player_4
8c,jc,10c,3c,player_2
7c,5d,5c,4s,player_1
6c,7d,3s,6s,player_1
4c,7s,5h,7h,player_1
4h,10s,6h,10h,player_4
2h,ks,5s,8s,player_1
ac,qc,7c,jc,player_1
kc,9c,6c,4c,player_1
js,9s,as,ks,player_3
10c,2c,5c,4d,player_1
9h,kh,qh,ah,player_4
9d,ad,8d,kd,player_2
8c,3d,3c,5s,player_1
6d,7d,5d,qd,player_4
5h,jh,8h,6s,player_2
3s,4s,8s,qs,player_4
2h,10h,4h,10s,player_2
2d,6h,3h,jd,player_4
2s,7h,7s,10d,player_3
as,js,qs,ks,player_1
ad,10d,qd,2h,player_1
kc,10c,ac,qc,player_3
kd,9d,jd,3s,player_1
jh,9h,ah,kh,player_3
10h,6h,qh,8h,player_3
9c,8c,jc,7c,player_3
7h,2s,2d,5h,player_1
7s,10s,9s,8s,player_2
6s,5d,3d,5s,player_1
5c,6d,4c,6c,player_4
3h,7d,3c,4h,player_4
2c,8d,4d,4s,player_1
ad,7d,kd,jd,player_1
ah,jh,9h,kh,player_1
qh,2c,8h,5h,player_1
10h,3s,7h,2h,player_1
9c,qc,ac,kc,player_3
8s,10s,qs,as,player_4
8d,5d,qd,9d,player_3
6d,4c,10d,4d,player_3
6h,5s,4h,3c,player_1
4s,6s,7s,ks,player_4
3h,7c,3d,5c,player_1
2d,8c,6c,9s,player_1
2s,10c,jc,js,player_4
kd,ad,7d,10d,player_2
ks,as,2c,js,player_2
kh,5h,jh,ah,player_4
qd,jd,6d,8d,player_1
qh,2s,10h,6h,player_1
jc,ac,10c,kc,player_2
9d,5d,4d,2d,player_1
9h,3c,8h,3h,player_1
7s,qs,2h,9s,player_2
6c,9c,8c,qc,player_4
6s,10s,4h,8s,player_2
5s,4s,7h,3s,player_1
3d,5c,7c,4c,player_1
qc,kc,ac,3h,player_3
jc,9c,4c,4s,player_1
jd,ad,kd,qd,player_2
10c,5c,2h,4h,player_1
8d,5d,10d,9d,player_3
8c,3d,3s,5h,player_1
7c,5s,4d,6s,player_1
6c,7h,6h,7d,player_1
6d,10s,7s,8h,player_1
3c,jh,10h,8s,player_1
2c,qh,js,9h,player_1
2s,ks,as,9s,player_3
2d,ah,qs,kh,player_1
ks,as,10s,3h,player_2
qs,js,7s,3c,player_1
jh,10h,kh,ah,player_4
jc,qc,kc,ac,player_4
9s,4s,6s,4h,player_1
9h,7h,8h,qh,player_4
8s,2h,3s,4c,player_1
5s,2d,3d,6c,player_1
5c,7c,10c,9c,player_3
5d,ad,9d,qd,player_2
5h,2c,6h,8c,player_3
4d,kd,7d,10d,player_2
2s,jd,6d,8d,player_1
ad,9d,kd,jd,player_1
ac,kc,jc,10c,player_1
as,ks,qs,8s,player_1
kh,qh,7h,ah,player_4
qc,5c,6c,9c,player_1
jh,9h,6h,10h,player_1
10d,8d,qd,3s,player_3
6s,js,10s,5s,player_2
5d,2c,7d,3h,player_3
5h,4h,3d,8h,player_4
4c,2s,4d,8c,player_4
2h,4s,6d,3c,player_1
2d,7s,9s,7c,player_1
