player_1,player_2,player_3,player_4,winner
as,5s,10s,qs,player_1
ks,3d,4s,js,player_1
kc,ac,qc,8c,player_2
qd,9d,ad,kd,player_3
10h,qh,9h,ah,player_4
10d,6d,5d,jd,player_4
9s,4h,2s,8s,player_1
8h,jh,7h,kh,player_4
8d,4c,4d,2h,player_1
7d,6h,2c,3s,player_1
7s,6c,3h,6s,player_1
3c,jc,9c,7c,player_2
2d,10c,5c,5h,player_1
kh,ah,10h,qh,player_2
qd,ad,jd,kd,player_2
10d,7d,2h,8d,player_1
9c,10c,kc,ac,player_4
9d,5d,4s,6d,player_1
9h,jh,5h,6h,player_2
8s,ks,as,3s,player_3
6s,js,qs,2s,player_3
6c,4h,qc,jc,player_3
5s,10s,7s,3d,player_2
3h,8h,5c,3c,player_2
2d,7h,7c,4d,player_4
2c,9s,8c,4c,player_3
ad,qd,10d,6d,player_1
kd,3d,5d,2h,player_1
jd,2d,2c,3s,player_1
10h,kh,ah,qh,player_3
10s,as,ks,8s,player_2
9d,2s,6s,3c,player_1
9h,5c,jh,6h,player_3
8d,6c,7h,4c,player_1
7d,9c,7c,4h,player_1
5s,9s,qs,7s,player_3
5h,10c,8h,4s,player_3
4d,qc,8c,jc,player_1
3h,kc,js,ac,player_1
as,qs,9s,10s,player_1
kc,ac,6c,qc,player_2
ks,js,7s,3h,player_1
jc,10c,5c,7c,player_1
8s,4s,6s,5d,player_1
6h,5h,ah,qh,player_3
6d,ad,qd,kd,player_2
5s,2d,2h,7h,player_1
4c,9c,3c,8h,player_2
4d,7d,jd,10d,player_3
3s,3d,10h,8d,player_1
2s,4h,jh,9d,player_1
2c,8c,kh,9h,player_2
as,js,ks,7s,player_1
ac,6c,qc,jc,player_1
kc,2c,9c,10c,player_1
qs,8s,5s,3h,player_1
10s,6s,3d,4c,player_1
9s,4s,4h,5h,player_1
8c,2d,5c,7d,player_1
7h,ah,kh,qh,player_2
7c,3s,5d,8d,player_1
4d,ad,kd,9d,player_2
3c,10d,6d,8h,player_1
2s,jh,6h,9h,player_1
2h,jd,qd,10h,player_4
ks,as,6s,9s,player_2
kd,ad,jd,qd,player_2
qh,ah,jh,2c,player_2
qs,js,3s,8s,player_1
10h,kh,9h,4c,player_2
10d,6d,3d,9d,player_1
7d,2d,6h,8d,player_4
7s,10s,7h,5d,player_2
4d,4h,8h,5c,player_1
3c,6c,kc,ac,player_4
3h,5h,10c,7c,player_2
2s,5s,jc,8c,player_2
2h,4s,qc,9c,player_1
ks,10s,9s,as,player_4
kh,9h,jh,ah,player_4
qs,8s,6s,7s,player_1
qh,8h,2s,5h,player_1
js,2d,4s,3s,player_1
10h,7h,3d,3h,player_1
9c,ac,kc,7c,player_2
8d,qd,kd,ad,player_4
6c,5d,qc,5c,player_3
5s,6d,3c,2h,player_1
4d,10d,8c,jd,player_4
4h,6h,10c,4c,player_2
2c,9d,jc,7d,player_3
as,ks,10s,qs,player_1
ac,kc,10c,7c,player_1
kd,ad,7d,qd,player_2
qc,jc,9c,6c,player_1
jh,qh,ah,2d,player_3
9h,10h,kh,3s,player_3
9d,10d,6d,jd,player_4
7h,8h,3h,4d,player_2
5d,4h,2s,8d,player_4
4c,5c,8c,4s,player_3
3d,5h,3c,5s,player_1
2h,6h,8s,6s,player_2
2c,js,9s,7s,player_1
