player_1,player_2,player_3,player_4,winner
kh,9h,ah,jh,player_3
kd,9d,qd,ad,player_4
qh,6h,8h,10h,player_1
jc,kc,ac,8c,player_3
10s,as,ks,qs,player_2
8s,9s,4s,js,player_4
7h,5h,4d,4h,player_1
7s,3s,4c,5s,player_1
7c,6c,qc,3d,player_3
6s,2s,8d,3h,player_1
3c,5c,10c,5d,player_3
2c,2h,9c,7d,player_3
2d,6d,jd,10d,player_3
ac,2s,kc,10c,player_1
ad,qd,jd,6d,player_1
as,js,ks,qs,player_1
kd,10d,9d,5d,player_1
qc,3d,jc,9c,player_1
9s,8s,7s,10s,player_4
8h,jh,qh,ah,player_4
7h,9h,5h,kh,player_4
7d,8d,4d,2c,player_2
5c,4h,8c,7c,player_3
4c,5s,3c,6c,player_4
3h,6h,2d,10h,player_4
2h,6s,3s,4s,player_1
ah,qh,9h,10h,player_1
kd,ad,9d,5d,player_2
kh,8h,5h,2d,player_1
qd,10d,3d,4d,player_1
jh,6h,4h,2c,player_1
jd,8d,2s,8s,player_1
js,6s,7s,as,player_4
9s,6c,5s,ks,player_4
7h,6d,3h,10s,player_1
5c,jc,ac,kc,player_3
3s,7d,4s,qs,player_4
3c,8c,9c,qc,player_4
2h,7c,4c,10c,player_1
ks,as,qs,7s,player_2
qh,ah,jh,kh,player_2
js,10s,9s,6s,player_1
jc,kc,ac,qc,player_3
10d,qd,ad,kd,player_3
9h,6h,8h,10h,player_4
9d,8d,3d,jd,player_4
6d,5d,2d,7d,player_4
4d,2c,3c,5s,player_1
4h,5h,4c,7h,player_4
4s,3s,8s,7c,player_3
3h,2s,6c,9c,player_1
2h,5c,8c,10c,player_1
ac,kc,jc,qc,player_1
qd,ad,9d,kd,player_2
qh,jh,ah,kh,player_3
js,as,ks,10s,player_2
10h,4h,6h,9h,player_1
8h,3h,2d,4c,player_1
7h,2h,3s,6c,player_1
5d,10d,8d,jd,player_4
5c,10c,8c,9c,player_2
5h,3d,3c,7s,player_1
4d,5s,6d,7d,player_4
2c,9s,4s,7c,player_4
2s,qs,6s,8s,player_2
ah,4h,qh,kh,player_1
qs,9s,as,ks,player_3
jh,2d,8h,6h,player_1
jd,ad,10d,qd,player_2
10h,3s,5h,2h,player_1
10s,8s,7s,js,player_4
9h,4d,2s,4c,player_1
8c,kc,7c,ac,player_4
7h,7d,2c,5d,player_1
5s,9c,6s,6d,player_3
4s,10c,3c,6c,player_1
3h,qc,5c,8d,player_1
3d,kd,9d,jc,player_2
ad,10d,kd,jd,player_1
qc,kc,ac,5c,player_3
qd,9d,2h,7d,player_1
10h,kh,qh,ah,player_4
9h,jh,5s,8h,player_2
8d,5d,6c,6d,player_1
7s,js,as,ks,player_3
7c,9c,jc,4c,player_3
6h,7h,8c,4h,player_2
6s,4s,qs,10s,player_3
5h,2c,8s,2s,player_1
3d,3s,9s,4d,player_4
3h,3c,10c,2d,player_1
ah,kh,10h,jh,player_1
qc,9c,5c,ac,player_4
qs,as,js,ks,player_2
qh,9h,6h,2h,player_1
jd,kd,qd,ad,player_4
10c,2c,4c,kc,player_4
9d,7d,4h,10d,player_4
8h,7h,5h,2d,player_1
6c,3s,5s,jc,player_4
3d,6d,6s,8d,player_4
3h,4d,8s,5d,player_1
3c,4s,9s,8c,player_4
2s,7s,10s,7c,player_3
