player_1,player_2,player_3,player_4,winner
ad,7d,9d,kd,player_1
ac,jc,qc,kc,player_1
ah,kh,9h,10h,player_1
ks,as,7s,10s,player_2
qh,6h,8h,7h,player_1
jd,6d,8d,qd,player_4
jh,2c,4h,2s,player_1
js,qs,2h,6s,player_2
10d,2d,5d,3s,player_1
8c,9c,4c,10c,player_4
5h,6c,3h,4s,player_1
5c,8s,3d,7c,player_4
3c,9s,4d,5s,player_1
ac,10c,jc,kc,player_1
kh,10h,qh,ah,player_4
kd,2s,ad,qd,player_3
9c,8c,3c,qc,player_4
8d,3h,9d,jd,player_4
7s,as,10s,4h,player_2
6d,3s,7d,10d,player_4
6c,5s,2c,7c,player_4
5h,7h,jh,9h,player_3
4d,8s,4s,5d,player_4
3d,js,6s,4c,player_1
2h,qs,8h,6h,player_3
2d,ks,9s,5c,player_1
kd,ad,4d,10d,player_2
qd,jd,2s,5d,player_1
qc,2c,ac,kc,player_3
jc,5h,7c,10c,player_1
10s,qs,as,7s,player_3
9h,10h,ah,kh,player_3
8d,9d,3s,3d,player_2
8s,js,ks,2h,player_3
7d,6d,4h,3c,player_1
6c,5s,4c,9c,player_4
4s,6h,9s,5c,player_3
3h,8h,jh,qh,player_4
2d,7h,6s,8c,player_1
kd,jd,ad,10d,player_3
qc,ac,2h,kc,player_2
jh,ah,kh,8h,player_2
jc,4c,5s,10c,player_1
10h,6h,qh,2c,player_3
9c,2s,7s,8c,player_1
9h,4h,7h,5d,player_1
9d,4d,qd,7d,player_3
6d,3d,8d,5c,player_3
6c,3s,8s,7c,player_4
5h,3h,js,6s,player_1
3c,4s,qs,9s,player_1
2d,as,ks,10s,player_1
as,qs,ks,js,player_1
qd,6d,ad,kd,player_3
qc,ac,8c,9c,player_2
jh,ah,qh,10h,player_2
jc,kc,2h,6c,player_2
10s,4s,9s,5s,player_1
7c,10c,2d,2c,player_2
7h,kh,9h,6h,player_2
7s,2s,8s,4h,player_3
6s,3h,3s,4d,player_1
5h,8h,3d,8d,player_2
4c,5c,7d,9d,player_2
3c,5d,jd,10d,player_1
kh,ah,6h,qh,player_2
ks,as,qs,7s,player_2
js,3s,10s,6s,player_1
jc,ac,8c,5c,player_2
10c,kc,2h,2c,player_2
10d,jd,kd,ad,player_4
8h,10h,4h,jh,player_4
7h,9h,3h,5h,player_2
7c,qc,2s,4s,player_2
6c,9c,5d,5s,player_2
4d,6d,qd,9d,player_3
4c,2d,8s,7d,player_1
3c,3d,9s,8d,player_1
ks,as,5s,qs,player_2
kc,9c,8c,ac,player_4
jh,10h,kh,ah,player_4
10c,2c,2h,qc,player_4
9h,5h,qh,6h,player_3
8h,2s,7h,4h,player_1
8s,js,2d,10s,player_2
6s,9s,3d,3h,player_2
5c,4d,5d,jc,player_4
4c,7s,6d,7c,player_4
4s,7d,8d,6c,player_1
3s,9d,10d,kd,player_1
3c,qd,jd,ad,player_1
kc,8c,ac,qc,player_3
qd,ad,jd,kd,player_2
js,9s,qs,as,player_4
jh,qh,10h,ah,player_4
8h,7h,9h,kh,player_4
7s,8s,10s,ks,player_4
6c,7c,jc,9c,player_3
4d,8d,9d,10d,player_4
4s,5s,6s,3c,player_3
3s,2h,4c,3h,player_1
3d,7d,6d,4h,player_2
2s,2c,5h,5c,player_1
2d,5d,10c,6h,player_2
