player_1,player_2,player_3,player_4,winner
ad,2d,8d,kd,player_1
kh,jh,ah,6h,player_3
jd,2s,7d,qd,player_4
10s,as,qs,ks,player_2
9c,qc,kc,ac,player_4
9d,3c,5d,10d,player_4
8c,10c,jc,2h,player_3
6c,3s,7c,3d,player_3
6d,3h,4c,4s,player_1
5s,4h,js,9s,player_3
5c,7h,5h,6s,player_1
4d,8h,9h,7s,player_1
2c,10h,qh,8s,player_1
ad,4d,kd,qd,player_1
as,9s,qs,js,player_1
kc,ac,qc,7c,player_2
ks,8s,6s,10s,player_1
9d,2s,jd,7d,player_3
9h,5h,ah,qh,player_3
8h,4h,kh,jh,player_3
8d,3c,10d,5d,player_3
8c,jc,6c,2c,player_2
6d,4c,3d,3s,player_1
5c,10c,2h,7s,player_2
3h,5s,6h,10h,player_4
2d,9c,4s,7h,player_1
ks,10s,as,5s,player_3
kd,ad,8d,qd,player_2
js,7s,qs,2d,player_3
9c,qc,ac,kc,player_3
8c,jc,10c,6c,player_2
7d,5d,4s,jd,player_4
6d,2s,7h,10d,player_4
6h,jh,ah,qh,player_3
6s,3h,9s,3d,player_3
4c,7c,8s,5c,player_2
3s,3c,9h,4h,player_1
2h,8h,kh,4d,player_3
2c,5h,10h,9d,player_1
ks,js,as,qs,player_3
kh,jh,ah,8h,player_3
9h,10h,qh,5h,player_3
8s,10s,9s,7s,player_2
7h,3h,2c,3c,player_1
6h,5s,3d,4d,player_1
6d,ad,kd,qd,player_2
5c,ac,qc,kc,player_2
4h,6c,6s,4c,player_1
3s,7d,7c,4s,player_4
2s,8d,8c,5d,player_1
2d,jd,10d,9c,player_2
2h,10c,9d,jc,player_1
ad,9d,qd,10d,player_1
kd,4d,jd,2s,player_1
kc,jc,qc,ac,player_4
js,8s,as,ks,player_3
8d,2d,7d,5s,player_1
7s,4s,9s,qs,player_4
6h,kh,qh,ah,player_4
6s,2c,3s,10s,player_4
6d,4c,5d,5c,player_1
5h,10h,9h,jh,player_4
4h,8h,3h,7h,player_2
3d,6c,3c,7c,player_1
2h,9c,8c,10c,player_1
qs,ks,9s,as,player_4
jd,kd,ad,qd,player_3
10h,ah,kh,6h,player_2
10c,ac,qc,8c,player_2
10s,5s,2d,js,player_4
8d,10d,9d,6d,player_2
8h,qh,jh,2s,player_2
7s,3s,5d,8s,player_4
6c,kc,jc,5c,player_2
4d,7d,5h,3c,player_2
4h,9h,7h,4c,player_2
3h,2h,7c,4s,player_1
3d,2c,9c,6s,player_1
kd,ad,qd,jd,player_2
jh,qh,ah,8h,player_3
10d,8d,3h,5d,player_1
10h,2c,kh,4h,player_3
9c,qc,kc,ac,player_4
9d,6d,5h,3d,player_1
8c,3c,jc,4c,player_3
7d,4d,6c,2s,player_1
7c,3s,10c,2h,player_3
6h,7s,9h,4s,player_3
5s,qs,as,ks,player_3
5c,8s,7h,6s,player_1
2d,10s,js,9s,player_1
ac,qc,jc,kc,player_1
qs,js,as,ks,player_3
10h,8h,kh,ah,player_4
10d,kd,ad,9d,player_3
8c,4c,10c,9c,player_3
7d,5d,qd,8d,player_3
7h,4h,2s,qh,player_4
6c,2c,3s,7c,player_4
5h,2h,4s,jh,player_4
5c,4d,6s,3d,player_1
3c,7s,6d,5s,player_1
3h,8s,9s,9h,player_4
2d,10s,jd,6h,player_3
