player_1,player_2,player_3,player_4,winner
kc,10c,ac,jc,player_3
qc,7c,5c,2c,player_1
js,ks,as,qs,player_3
10h,ah,2d,kh,player_2
9c,6c,3s,4d,player_1
8h,qh,3d,5d,player_2
8c,3c,4s,6d,player_1
6h,jh,5s,7s,player_2
4c,5h,6s,8s,player_1
4h,9h,7d,9s,player_2
3h,7h,8d,jd,player_2
2s,10s,9d,qd,player_2
2h,kd,10d,ad,player_1
ad,kd,10d,9d,player_1
qd,3d,6d,8d,player_1
jd,2s,5d,4d,player_1
js,9s,as,qs,player_3
8h,ah,kh,qh,player_2
8c,ac,10c,kc,player_2
7d,3c,2d,2h,player_1
7c,qc,2c,jc,player_2
6c,5c,5s,9c,player_4
5h,jh,7h,10h,player_2
4h,4s,6h,9h,player_4
3h,7s,10s,4c,player_1
3s,8s,ks,6s,player_3
ad,qd,jd,kd,player_1
ah,10h,5h,qh,player_1
kh,9h,4h,8h,player_1
js,8s,as,7s,player_3
jc,qc,ac,kc,player_3
jh,3s,2h,7h,player_1
10d,6d,9d,8d,player_1
9c,10c,2c,5c,player_2
9s,5s,ks,3h,player_3
5d,4d,4s,7d,player_4
3c,8c,6s,4c,player_2
2d,6c,10s,3d,player_4
2s,7c,qs,6h,player_3
qc,ac,kc,10c,player_2
qh,kh,ah,2h,player_3
jc,7c,9c,5c,player_1
7s,as,10s,ks,player_2
6c,2s,8c,4d,player_3
6h,10h,jh,4s,player_3
6s,9s,8s,qs,player_4
5s,7d,2c,js,player_4
5h,9h,7h,6d,player_2
4c,8h,3c,8d,player_1
3h,10d,4h,9d,player_3
3s,jd,3d,kd,player_1
2d,qd,5d,ad,player_4
as,qs,js,6s,player_1
ac,kc,3c,qc,player_1
ks,6c,10s,5s,player_1
kd,ad,6d,10d,player_2
jd,qd,5d,9d,player_2
8s,7d,9s,2c,player_3
7s,7c,3s,4c,player_1
4d,8d,3d,5c,player_2
4s,9c,4h,5h,player_1
3h,ah,kh,10h,player_2
2d,9h,6h,7h,player_1
2s,10c,8h,8c,player_1
2h,jh,qh,jc,player_3
kc,jc,ac,10c,player_3
9c,4c,qc,6c,player_3
8c,3d,7c,2s,player_1
7d,qd,kd,ad,player_4
6d,jd,10d,9d,player_2
6s,js,ks,as,player_4
5c,4d,3c,3h,player_1
5s,10s,qs,7s,player_3
5h,ah,kh,jh,player_2
4s,9s,2h,6h,player_2
3s,8s,4h,7h,player_2
2c,5d,8h,9h,player_1
2d,qh,8d,10h,player_3
ac,jc,7c,8c,player_1
ad,qd,kd,2s,player_1
kh,jh,ah,10h,player_3
kc,10c,4s,6c,player_1
qh,2h,9h,8h,player_1
qc,3c,4h,5c,player_1
jd,10d,9d,3h,player_1
9c,3d,5d,3s,player_1
6d,4d,8d,6h,player_3
5h,5s,7s,7h,player_4
4c,6s,7d,8s,player_1
2d,9s,qs,10s,player_1
2c,js,ks,as,player_1
as,ks,7s,qs,player_1
ac,5c,9c,qc,player_1
kc,3c,7c,10c,player_1
kd,jd,10d,ad,player_4
qh,10h,9h,ah,player_4
jc,2c,4c,5s,player_1
10s,js,6s,6d,player_2
9s,8s,4s,7h,player_1
8c,3h,2d,8d,player_1
6c,4d,2s,9d,player_1
5h,8h,2h,kh,player_4
4h,6h,3s,jh,player_4
3d,5d,7d,qd,player_4
