player_1,player_2,player_3,player_4,winner
ad,8d,kd,7d,player_1
kh,ah,jh,8h,player_2
kc,ac,7c,qc,player_2
qs,as,ks,10s,player_2
jd,2h,qd,6d,player_3
10c,9c,6c,jc,player_4
8s,js,5s,6s,player_2
7s,9s,3h,2c,player_2
5h,qh,9h,7h,player_2
4c,2s,3d,8c,player_4
4d,3s,10d,5d,player_3
3c,4s,6h,5c,player_4
2d,10h,9d,4h,player_3
as,qs,ks,js,player_1
ac,kc,jc,8c,player_1
qd,jd,ad,10d,player_3
qh,10h,ah,8h,player_3
jh,6h,kh,3h,player_3
10c,qc,9c,5c,player_2
10s,9s,2d,7s,player_1
9h,2h,4h,4s,player_1
7h,2s,4d,5d,player_1
5h,3d,6c,5s,player_1
4c,7c,6d,6s,player_2
3s,8s,8d,7d,player_2
2c,3c,kd,9d,player_2
ad,jd,qd,kd,player_1
kc,qc,10c,ac,player_4
qh,10h,kh,ah,player_4
js,4s,ks,as,player_4
10s,2h,6s,qs,player_4
8h,2c,7h,jh,player_4
8s,5d,5s,9s,player_4
7s,7d,3s,2s,player_1
5h,7c,6h,9h,player_4
4d,10d,3d,9d,player_2
4c,jc,9c,6c,player_2
3c,8c,5c,4h,player_2
3h,8d,2d,6d,player_1
qs,9s,as,8s,player_3
qh,ah,3h,jh,player_2
10s,3s,ks,6s,player_3
9c,jc,kc,ac,player_4
9h,kh,2d,2h,player_2
8d,ad,9d,qd,player_2
8h,10h,3c,3d,player_2
7d,kd,6d,jd,player_2
7h,6h,4c,4d,player_1
6c,7c,10c,qc,player_4
4h,5h,5s,5c,player_2
4s,2s,js,8c,player_3
2c,5d,7s,10d,player_1
kh,10h,ah,qh,player_3
qs,8s,as,ks,player_3
js,3s,10s,4s,player_1
jh,7h,9h,2h,player_1
10d,qd,6d,ad,player_4
9s,2c,7s,2s,player_1
8d,3d,2d,kd,player_4
8h,4c,5h,6c,player_1
7d,5c,3h,jd,player_4
6s,10c,5s,7c,player_1
6h,jc,4h,8c,player_1
5d,qc,3c,9d,player_4
4d,ac,9c,kc,player_1
ad,9d,4d,qd,player_1
kd,6d,2s,10d,player_1
qh,7h,ah,kh,player_3
jh,4h,9h,6h,player_1
jd,4s,3s,8d,player_1
10h,4c,8h,2h,player_1
7c,kc,qc,ac,player_4
7d,6c,5h,5d,player_1
6s,as,js,7s,player_2
5s,ks,10s,2d,player_2
5c,8c,jc,10c,player_3
3h,8s,9c,3d,player_1
2c,qs,9s,3c,player_4
ks,js,as,qs,player_3
kd,8d,qd,ad,player_4
kh,ah,jh,qh,player_2
10s,2s,2c,9s,player_1
10d,6d,9d,jd,player_4
8s,3d,2h,7s,player_1
7d,4d,2d,4s,player_1
7h,5h,10h,6h,player_3
5d,5c,3c,4c,player_1
5s,6c,8h,6s,player_4
4h,7c,9h,8c,player_3
3s,9c,jc,kc,player_1
3h,10c,qc,ac,player_1
ah,10h,9h,4h,player_1
kh,3h,8h,2d,player_1
qh,2h,7h,2c,player_1
qc,ac,5c,jc,player_2
qd,ad,kd,7d,player_2
jh,3c,5h,2s,player_1
10s,as,ks,7s,player_2
9d,6d,jd,5d,player_3
7c,kc,4d,10c,player_2
6h,3d,8d,3s,player_1
6s,qs,9s,5s,player_2
6c,8c,8s,9c,player_4
4c,js,10d,4s,player_1
