player_1,player_2,player_3,player_4,winner
ac,jc,kc,qc,player_1
ks,5s,as,qs,player_3
qd,8d,kd,ad,player_4
jd,4d,3d,10d,player_1
jh,qh,10h,ah,player_4
9d,2h,2d,6d,player_1
9s,3s,7s,js,player_4
7d,3h,2s,5d,player_1
6s,5c,6h,10s,player_4
4h,8h,9h,kh,player_4
4s,6c,7c,8s,player_4
3c,9c,10c,4c,player_3
2c,7h,8c,5h,player_3
kd,jd,9d,ad,player_4
qd,3d,7d,8d,player_1
10c,qc,ac,4c,player_3
10d,2c,6d,4d,player_1
10s,qs,as,ks,player_3
9c,8c,kc,2s,player_3
8h,ah,kh,qh,player_2
5s,9s,js,8s,player_3
5h,4h,6h,jh,player_4
5c,2h,jc,3s,player_3
5d,3h,6s,7h,player_1
3c,4s,7c,9h,player_3
2d,7s,6c,10h,player_1
ac,kc,10c,qc,player_1
ah,kh,qh,jh,player_1
as,js,ks,8s,player_1
kd,10d,ad,qd,player_3
jd,6d,7d,2h,player_1
9d,3d,5d,2c,player_1
8d,4s,2d,2s,player_1
6h,9h,10h,7h,player_3
5s,10s,qs,3s,player_3
5h,5c,8h,4h,player_3
4c,8c,7c,jc,player_4
4d,6s,3h,6c,player_1
3c,9s,7s,9c,player_4
kh,ah,jh,qh,player_2
qd,kd,ad,10d,player_3
qs,as,10s,9s,player_2
jd,8d,5d,6d,player_1
js,ks,8s,5s,player_2
9d,7d,3s,2s,player_1
8c,ac,kc,qc,player_2
7c,9c,10c,jc,player_4
6c,5c,6s,3c,player_1
4d,2d,7h,2c,player_1
4s,7s,8h,3h,player_2
3d,4c,9h,4h,player_1
2h,5h,10h,6h,player_3
as,js,ks,qs,player_1
kd,10d,ad,8d,player_3
qh,kh,ah,7h,player_3
10c,qc,2c,ac,player_4
10s,9s,6s,2d,player_1
9h,jh,6h,3h,player_2
8s,5s,3s,3c,player_1
8h,10h,5h,7c,player_2
7s,4s,4h,7d,player_1
6d,3d,qd,8c,player_3
4d,2h,jd,9c,player_3
4c,6c,5d,kc,player_4
2s,5c,9d,jc,player_1
as,4s,ks,9s,player_1
qs,2h,10s,5s,player_1
js,4c,3h,2d,player_1
10d,jd,kd,ad,player_4
8c,kc,ac,jc,player_3
8s,5c,3c,4h,player_1
7s,6c,3d,5h,player_1
6s,8d,6d,6h,player_1
5d,9d,qd,7d,player_3
4d,10h,7h,7c,player_1
3s,qh,8h,9h,player_1
2s,qc,jh,9c,player_1
2c,ah,kh,10c,player_4
ah,10h,kh,2s,player_1
as,ks,qs,10s,player_1
qh,9h,jh,3d,player_1
js,7s,2h,8s,player_1
9s,3s,2d,5s,player_1
8h,2c,7h,3c,player_1
7d,jd,kd,ad,player_4
7c,ac,9c,qc,player_2
6h,5d,5h,4s,player_1
6s,5c,4h,4c,player_1
6d,8d,qd,10d,player_3
4d,8c,9d,10c,player_3
3h,kc,6c,jc,player_1
kd,jd,ad,10d,player_3
qc,ac,10c,6c,player_2
jh,8h,kh,ah,player_4
10s,as,js,ks,player_2
9c,kc,8c,2c,player_2
9d,3h,qd,8d,player_3
6h,3c,10h,qh,player_4
5h,5s,7h,9h,player_4
4c,jc,7c,2h,player_2
4h,5c,2s,2d,player_1
4s,qs,8s,7s,player_2
4d,6s,6d,7d,player_4
3d,9s,3s,5d,player_4
