player_1,player_2,player_3,player_4,winner
ah,8h,jh,2c,player_1
kc,10c,ac,jc,player_3
kh,4h,10h,3c,player_1
qh,2s,9h,6d,player_1
qs,9s,2h,as,player_4
jd,ad,qd,9d,player_2
10d,kd,5d,8d,player_2
7h,3d,6h,7d,player_1
6s,8s,2d,ks,player_4
5h,3s,3h,7s,player_1
4d,5s,6c,9c,player_1
4s,5c,8c,js,player_4
4c,7c,qc,10s,player_3
as,qs,ks,6s,player_1
qc,9c,ac,7c,player_3
jc,6c,kc,3c,player_3
9h,2s,kh,ah,player_4
9s,8s,js,5s,player_3
9d,ad,qd,kd,player_2
8d,jd,10d,2h,player_2
8c,5c,10c,3h,player_3
7d,6d,3d,7h,player_1
7s,4s,10s,8h,player_3
5d,4d,2c,10h,player_1
5h,2d,6h,qh,player_4
4h,3s,4c,jh,player_4
ks,as,10s,qs,player_2
jd,qd,kd,ad,player_4
10d,3d,8d,6d,player_1
9d,3s,2h,5d,player_1
8c,ac,qc,kc,player_2
8h,qh,kh,ah,player_4
7c,jc,2c,10c,player_2
7d,4h,2s,2d,player_1
5c,9c,5h,6c,player_2
5s,9s,8s,js,player_4
4d,4s,6s,6h,player_1
3c,4c,7h,7s,player_2
3h,9h,10h,jh,player_4
ks,as,9s,2d,player_2
kc,7c,ac,jc,player_3
kh,ah,jh,8h,player_2
qs,10s,8s,2c,player_1
qh,4h,10h,6h,player_1
qd,10d,ad,kd,player_3
js,6s,2s,3d,player_1
jd,3c,7d,9d,player_1
7s,5s,5h,4d,player_1
5d,3s,6d,8d,player_4
4c,6c,qc,10c,player_3
3h,4s,9h,8c,player_3
2h,5c,7h,9c,player_3
ah,kh,8h,qh,player_1
ad,4d,9d,jd,player_1
as,js,ks,qs,player_1
kd,3d,5d,10d,player_1
qd,2s,3c,2d,player_1
jh,9h,7h,10h,player_1
9s,2h,10s,8s,player_3
8d,2c,4c,3s,player_1
7d,3h,6s,4s,player_1
6d,8c,6c,5s,player_1
6h,9c,7s,5h,player_1
5c,qc,kc,ac,player_4
4h,10c,7c,jc,player_1
ac,jc,qc,kc,player_1
ad,kd,7d,9d,player_1
qh,5h,ah,kh,player_3
10d,qd,4d,3d,player_2
10c,7c,5c,9c,player_1
9h,3h,jh,10h,player_3
8c,2h,2d,3c,player_1
8d,jd,2s,5s,player_2
7s,qs,as,ks,player_3
6d,5d,3s,6h,player_1
6c,4s,4h,7h,player_1
4c,10s,6s,8s,player_1
2c,js,8h,9s,player_1
ac,kc,8c,jc,player_1
kd,ad,jd,7d,player_2
qh,8h,ah,kh,player_3
qd,8d,10d,5d,player_1
js,as,ks,qs,player_2
10c,qc,7c,5c,player_2
10h,5h,7h,jh,player_4
9h,2s,4h,3h,player_1
9s,8s,6s,10s,player_4
9d,3s,6d,4d,player_1
6h,4s,2h,2c,player_1
3c,9c,4c,5s,player_2
3d,6c,2d,7s,player_1
kd,jd,qd,ad,player_4
qc,jc,ac,8c,player_3
qs,7s,8s,as,player_4
10s,2c,2h,ks,player_4
10d,7d,9d,8d,player_1
9s,3h,2d,js,player_4
9c,10c,kc,6c,player_3
7c,3c,4h,5c,player_1
6h,qh,ah,10h,player_3
6s,3d,5d,4s,player_1
5s,4d,6d,2s,player_1
5h,jh,kh,7h,player_3
3s,9h,8h,4c,player_1
