player_1,player_2,player_3,player_4,winner
as,qs,10s,ks,player_1
ah,10h,qh,kh,player_1
jh,9h,2d,3h,player_1
10d,qd,ad,kd,player_3
9d,6d,4d,jd,player_4
9s,7s,3s,js,player_4
8h,7h,2s,5d,player_1
6c,9c,jc,ac,player_4
6s,4s,3d,8s,player_4
5s,4h,5c,7d,player_1
3c,4c,10c,kc,player_4
2h,6h,7c,8d,player_2
2c,5h,8c,qc,player_4
qh,10h,kh,ah,player_4
jh,9h,6h,7h,player_1
js,ks,9s,as,player_4
10s,8s,7s,qs,player_4
10c,kc,qc,ac,player_4
10d,kd,ad,qd,player_3
8h,3h,4c,5h,player_1
7c,jc,9c,5c,player_2
4d,8d,jd,9d,player_3
3s,2d,6s,4s,player_3
3d,7d,5d,6d,player_2
2s,3c,5s,2c,player_3
2h,8c,6c,4h,player_4
ac,kc,10c,jc,player_1
ad,6d,kd,10d,player_1
ks,as,qs,4s,player_2
qh,8h,kh,ah,player_4
js,10s,9s,2d,player_1
jh,6h,7h,10h,player_1
jd,4d,qd,7d,player_3
9d,2h,5d,3d,player_1
8d,4c,2s,2c,player_1
7c,qc,9c,3c,player_2
7s,5s,8s,3h,player_3
6c,8c,5c,4h,player_2
6s,5h,3s,9h,player_1
ks,9s,as,qs,player_3
jc,ac,kc,10c,player_2
jd,8d,kd,ad,player_4
10s,8s,js,2s,player_3
7d,5d,2h,qd,player_4
7h,ah,qh,kh,player_2
5s,6s,7s,3c,player_3
5c,qc,6c,9c,player_2
4d,2c,4c,10d,player_4
4s,3s,5h,6d,player_1
4h,10h,jh,6h,player_3
3d,3h,8h,9d,player_4
2d,7c,9h,8c,player_1
as,ks,9s,qs,player_1
qh,9h,kh,ah,player_4
jh,8h,3h,7h,player_1
jc,qc,ac,7c,player_3
10h,4h,2c,5h,player_1
8s,js,4s,7s,player_2
8c,9c,kc,4c,player_3
6d,kd,ad,8d,player_3
6h,4d,7d,2s,player_1
5c,6c,10c,3c,player_3
3d,jd,qd,5d,player_3
2h,6s,9d,3s,player_1
2d,10s,10d,5s,player_3
kd,ad,jd,qd,player_2
10d,4d,8d,9d,player_1
9h,kh,qh,ah,player_4
8s,qs,9s,as,player_4
8c,ac,qc,kc,player_2
7s,js,5s,ks,player_4
7h,10h,jh,5h,player_3
6c,jc,9c,2c,player_2
6h,8h,4h,3h,player_2
5d,5c,6d,7d,player_4
4s,10s,2h,6s,player_2
3s,7c,3c,2s,player_1
3d,10c,4c,2d,player_1
ad,kd,8d,qd,player_1
ah,10h,qh,jh,player_1
kh,9h,7h,4c,player_1
9c,10c,8c,ac,player_4
8h,6h,3h,6d,player_1
5c,2d,7c,kc,player_4
5h,5s,3d,6s,player_1
4s,ks,as,10s,player_3
4h,8s,3c,6c,player_1
3s,qs,js,7s,player_2
2s,9d,9s,7d,player_3
2h,10d,4d,jc,player_1
2c,jd,5d,qc,player_4
as,10s,ks,qs,player_1
kd,ad,jd,qd,player_2
qc,ac,jc,kc,player_2
10c,3c,8c,7c,player_1
9c,2s,6c,5c,player_1
8d,10d,4d,6d,player_2
7d,9d,5h,4c,player_2
7h,10h,kh,ah,player_4
5d,3d,6s,4h,player_1
3s,8s,7s,js,player_4
3h,9h,qh,jh,player_3
2c,2d,6h,4s,player_1
2h,5s,8h,9s,player_3
