player_1,player_2,player_3,player_4,winner
as,ks,10s,4s,player_1
ad,9d,jd,kd,player_1
kh,8h,qh,ah,player_4
qd,8d,10d,5c,player_1
7d,2c,3d,5h,player_1
7h,2h,3h,jh,player_4
6d,6s,3s,6h,player_1
5d,8c,4c,7c,player_1
4d,9s,5s,9h,player_1
4h,9c,6c,10h,player_4
3c,ac,jc,kc,player_2
2d,js,7s,10c,player_1
2s,qs,8s,qc,player_2
as,qs,ks,7s,player_1
ac,10c,qc,kc,player_1
qd,kd,ad,8d,player_3
jd,4s,9d,5d,player_1
js,10s,2s,5s,player_1
10d,5h,2d,2c,player_1
7d,6s,2h,3s,player_1
6d,8s,3h,5c,player_1
6h,ah,kh,7h,player_2
4h,qh,10h,6c,player_2
4c,8h,8c,jc,player_4
4d,9s,3c,7c,player_1
3d,jh,9h,9c,player_1
ah,kh,10h,qh,player_1
kd,10d,ad,7d,player_3
kc,jc,9c,ac,player_4
qc,7c,5c,10c,player_1
qd,9d,jd,3d,player_1
qs,js,as,ks,player_3
jh,9h,6h,7h,player_1
8c,4h,4c,6c,player_1
4d,6d,8d,2h,player_3
4s,7s,10s,9s,player_3
3s,6s,2d,8s,player_4
3h,8h,3c,5h,player_2
2c,5s,5d,2s,player_1
ah,qh,kh,10h,player_1
ks,as,9s,qs,player_2
qc,8c,ac,7c,player_3
jc,6c,kc,4c,player_3
js,3s,6s,10s,player_1
10d,qd,ad,kd,player_3
10c,5c,9c,2d,player_1
6h,jh,8h,7h,player_2
4s,2c,2h,8s,player_4
4d,8d,jd,9d,player_3
4h,9h,5h,5d,player_2
3d,7d,3c,5s,player_2
2s,6d,3h,7s,player_4
as,7s,ks,9s,player_1
ad,kd,3d,jd,player_1
qs,5s,10s,8s,player_1
js,2h,4s,2c,player_1
10d,qd,3s,2d,player_2
9d,6d,3c,4h,player_1
9c,ac,jc,kc,player_2
8d,5d,4c,5h,player_1
7d,4d,5c,7h,player_1
7c,qc,8c,10c,player_2
6h,10h,kh,ah,player_4
6s,3h,8h,9h,player_1
2s,6c,qh,jh,player_1
as,js,8s,10s,player_1
ks,5s,7s,3d,player_1
qs,3s,4s,4d,player_1
qd,kd,8d,ad,player_4
qc,ac,9c,jc,player_2
jd,9d,6d,10d,player_1
10h,7h,jh,ah,player_4
9s,2s,2h,5c,player_1
8c,kc,7c,6c,player_2
8h,3h,6h,kh,player_4
6s,2c,4h,7d,player_1
5h,3c,4c,qh,player_4
2d,10c,5d,9h,player_3
qs,as,9s,js,player_2
10d,ad,kd,2s,player_2
9c,qc,kc,ac,player_4
8h,kh,jh,ah,player_4
7s,ks,4s,10s,player_2
6s,5s,3d,8s,player_4
5h,9h,10h,qh,player_4
5d,qd,9d,3s,player_2
4h,6h,7h,4c,player_3
4d,jd,6d,5c,player_2
3h,2d,3c,6c,player_1
2h,7d,8c,7c,player_1
2c,8d,10c,jc,player_4
ad,9d,6d,10d,player_1
as,ks,qs,9s,player_1
kd,2d,3s,4d,player_1
qd,3c,4s,3d,player_1
jd,3h,5h,2s,player_1
jh,kh,ah,7h,player_3
jc,kc,ac,10c,player_3
9h,qh,10h,4h,player_2
8d,4c,5s,5c,player_1
7d,6c,6h,6s,player_1
5d,10s,7s,7c,player_1
2h,js,8h,8s,player_3
2c,qc,8c,9c,player_2
