player_1,player_2,player_3,player_4,winner
ac,jc,qc,10c,player_1
ad,10d,kd,qd,player_1
ks,js,as,9s,player_3
kc,6c,5c,4c,player_1
qh,jh,8h,ah,player_4
10h,6h,7h,kh,player_4
9c,2s,3s,3c,player_1
8c,3d,4d,2c,player_1
8d,7d,jd,2d,player_3
7c,5d,6s,4h,player_1
5h,6d,7s,9h,player_4
3h,8s,9d,4s,player_1
2h,10s,qs,5s,player_1
ah,7h,jh,kh,player_1
qd,ad,kd,10d,player_2
jd,5d,7d,9d,player_1
10h,3h,6h,qh,player_4
10c,9c,ac,2s,player_3
8h,2c,5h,9h,player_4
5c,8c,kc,2h,player_3
4c,4s,qc,5s,player_3
4h,4d,6s,6d,player_1
3d,7s,6c,8d,player_4
3s,js,as,ks,player_3
3c,9s,jc,8s,player_3
2d,10s,7c,qs,player_1
as,8s,7s,ks,player_1
kc,10c,ac,6c,player_3
qs,3s,5s,js,player_1
jc,9c,qc,5c,player_3
10s,2h,3d,9s,player_1
10d,ad,qd,kd,player_2
7d,jd,6d,2s,player_2
7h,9h,ah,qh,player_3
4s,5d,4d,6s,player_4
4h,8h,kh,10h,player_3
4c,5h,8c,3c,player_3
3h,8d,jh,6h,player_3
2d,9d,7c,2c,player_2
qh,ah,kh,8h,player_2
qc,ac,8c,kc,player_2
qs,8s,as,7s,player_3
js,4s,ks,6s,player_3
jc,10c,2c,7c,player_1
10h,4h,jh,3d,player_3
9s,3s,10s,4d,player_3
9c,5c,5s,6c,player_1
9h,3h,7h,6d,player_1
6h,2h,5d,8d,player_1
5h,2s,7d,9d,player_1
4c,2d,jd,10d,player_1
3c,qd,kd,ad,player_1
ah,qh,jh,8h,player_1
kc,5c,ac,10c,player_3
kd,9d,ad,6d,player_3
kh,7h,10h,4h,player_1
qd,4d,jd,5d,player_1
qc,3c,9c,8c,player_1
jc,2h,6c,7c,player_1
10s,as,js,ks,player_2
9s,6s,8s,qs,player_4
9h,6h,3d,3h,player_1
7s,3s,4s,5s,player_1
7d,2s,10d,2d,player_3
4c,5h,8d,2c,player_1
kc,ac,qc,10c,player_2
ks,as,2s,js,player_2
qs,10s,2d,8s,player_1
jd,ad,5d,10d,player_2
8d,kd,3d,9d,player_2
7c,2h,jc,9c,player_3
6s,9s,4c,5s,player_2
6c,4d,5c,8c,player_4
5h,kh,jh,ah,player_4
4h,9h,10h,qh,player_4
3s,7s,6h,4s,player_2
3h,6d,8h,3c,player_3
2c,qd,7h,7d,player_1
as,qs,js,ks,player_1
ah,8h,9h,jh,player_1
kd,ad,qd,jd,player_2
kh,4h,6h,10h,player_1
qh,2h,2s,7h,player_1
qc,kc,jc,ac,player_4
9c,8c,10c,3s,player_3
5h,2d,3d,6s,player_1
5c,7c,5s,6d,player_2
4s,3c,8s,10s,player_4
4c,6c,7d,7s,player_2
3h,4d,9d,8d,player_1
2c,5d,10d,9s,player_1
ah,jh,qh,kh,player_1
ac,qc,9c,8c,player_1
kc,jc,4h,6c,player_1
qd,ad,4d,kd,player_2
jd,10d,4s,7d,player_1
10c,4c,5h,2c,player_1
8s,10s,qs,as,player_4
8d,9d,5s,2d,player_2
7c,3c,6s,2h,player_1
6d,2s,7s,3h,player_1
5d,3s,8h,7h,player_1
5c,6h,9h,js,player_1
3d,10h,9s,ks,player_1
