player_1,player_2,player_3,player_4,winner
kc,jc,9c,ac,player_4
qs,10s,as,8s,player_3
qc,10c,3c,5c,player_1
jd,ad,8d,9d,player_2
7h,qh,kh,ah,player_4
7c,8c,2d,3s,player_2
6d,kd,3d,5d,player_2
6s,2s,ks,7s,player_3
4d,qd,4h,4s,player_2
4c,6c,5s,5h,player_2
3h,10h,6h,jh,player_4
2c,7d,9s,8h,player_1
2h,10d,js,9h,player_4
as,9s,ks,6s,player_1
ac,5c,kc,qc,player_1
kd,10d,ad,7d,player_3
qs,2s,js,2d,player_1
jd,8d,qd,6d,player_3
10c,2c,jc,9c,player_3
7s,2h,10s,3c,player_3
6c,5h,8c,4c,player_3
5d,6h,9d,4d,player_3
4s,8h,8s,3d,player_3
4h,ah,10h,kh,player_2
3h,qh,5s,9h,player_2
3s,jh,7c,7h,player_1
ah,jh,10h,5h,player_1
as,ks,9s,qs,player_1
kc,qc,9c,ac,player_4
kh,7h,8h,2h,player_1
qh,6h,4h,2s,player_1
jc,7c,4c,8c,player_1
10c,3d,2c,6c,player_1
9h,4d,2d,5d,player_1
8s,6s,5s,js,player_4
5c,4s,7d,6d,player_1
3s,9d,8d,10s,player_4
3c,jd,10d,7s,player_1
3h,qd,ad,kd,player_1
ad,7d,jd,kd,player_1
kh,jh,qh,ah,player_4
10s,9s,js,as,player_4
10h,6h,8h,4h,player_1
9h,3h,7h,2s,player_1
9d,4d,8d,qd,player_4
8s,4s,7s,ks,player_4
6s,6c,5s,qs,player_4
5h,8c,2d,3d,player_1
5d,9c,3c,10d,player_4
3s,10c,4c,5c,player_1
2h,qc,jc,6d,player_1
2c,kc,ac,7c,player_3
kc,9c,ac,jc,player_3
qc,4c,10c,6c,player_1
qd,kd,ad,8d,player_3
jh,qh,3s,ah,player_4
jd,6d,10d,5d,player_1
7d,4d,9d,6h,player_3
6s,10s,as,js,player_3
5s,4s,ks,7s,player_3
5c,2c,8c,7h,player_3
3c,2d,7c,8h,player_3
3d,3h,8s,9h,player_1
2s,4h,qs,10h,player_3
2h,5h,9s,kh,player_4
kc,ac,2d,jc,player_2
kh,jh,9h,ah,player_4
qs,ks,as,10s,player_3
qh,3h,8h,7h,player_1
qc,10c,3s,7c,player_1
jd,ad,kd,10d,player_2
10h,2s,6h,5h,player_1
8c,9c,3d,3c,player_2
6d,9d,qd,8d,player_3
6c,5c,4h,5s,player_1
4d,4s,7d,5d,player_3
2c,4c,6s,7s,player_2
2h,js,8s,9s,player_1
js,as,qs,ks,player_2
jc,qc,10c,ac,player_4
jh,6h,ah,kh,player_3
10h,3h,9h,qh,player_4
10d,ad,qd,kd,player_2
9s,7s,6s,10s,player_4
9d,7d,jd,5d,player_3
8s,5s,2s,4s,player_1
7h,2d,5h,8h,player_4
5c,4c,8c,kc,player_4
3c,2c,4h,9c,player_4
3d,4d,8d,6c,player_3
2h,3s,6d,7c,player_1
ad,jd,kd,qd,player_1
as,9s,qs,8s,player_1
kh,10h,7h,ah,player_4
ks,6s,js,5s,player_1
kc,7c,ac,qc,player_3
qh,4h,6h,jh,player_1
jc,6c,9c,10c,player_1
9d,6d,10d,2s,player_3
9h,3h,4d,8h,player_1
5h,3c,7d,4c,player_1
2c,3s,7s,8c,player_4
2d,5d,8d,4s,player_3
2h,3d,10s,5c,player_1
