player_1,player_2,player_3,player_4,winner
ah,kh,4h,10h,player_1
ac,kc,9c,qc,player_1
as,6s,ks,qs,player_1
kd,qd,ad,8d,player_3
qh,jh,3c,8h,player_1
jc,10c,6c,7c,player_1
10d,6d,jd,7d,player_3
9h,7h,4c,2d,player_1
9s,5h,js,5s,player_3
3s,5c,10s,4s,player_3
3h,6h,7s,2c,player_2
2s,5d,8s,3d,player_3
2h,8c,9d,4d,player_1
as,9s,ks,2c,player_1
kd,ad,jd,qd,player_2
kc,jc,ac,8c,player_3
qs,5s,8s,2d,player_1
qh,10h,jh,ah,player_4
qc,4c,7c,4h,player_1
js,3s,7s,5h,player_1
10d,5d,8d,9d,player_1
10c,2s,6c,6d,player_1
10s,3h,4s,7d,player_1
9c,3d,5c,7h,player_1
6s,6h,3c,8h,player_1
2h,9h,4d,kh,player_4
ah,9h,qh,kh,player_1
as,9s,qs,ks,player_1
jc,7c,qc,ac,player_4
js,7s,10s,5s,player_1
10h,8h,5h,jh,player_4
8s,3s,4s,4c,player_1
6h,2s,3h,7h,player_4
6s,4d,2h,7d,player_1
4h,5c,6d,9c,player_1
3d,ad,10d,kd,player_2
3c,6c,10c,kc,player_4
2d,jd,8d,qd,player_4
2c,5d,8c,9d,player_3
ac,10c,kc,9c,player_1
qs,ks,as,js,player_3
qc,3c,jc,7c,player_1
qh,8h,kh,ah,player_4
jh,2h,5h,9h,player_1
10s,8s,3d,2d,player_1
10h,2s,4c,7h,player_1
9d,ad,kd,qd,player_2
9s,5s,5c,2c,player_1
7s,4s,6c,3h,player_1
6s,4d,7d,6h,player_1
4h,5d,8c,10d,player_1
3s,6d,8d,jd,player_1
ad,qd,jd,kd,player_1
qc,kc,ac,4c,player_3
10c,jc,5c,3c,player_2
8h,jh,qh,ah,player_4
7c,9c,2s,3h,player_2
7d,10d,8d,9d,player_2
6c,8c,4s,3s,player_2
5d,2h,6d,5s,player_3
4h,6s,9h,kh,player_4
4d,8s,5h,7h,player_1
3d,10s,6h,9s,player_1
2d,js,7s,10h,player_1
2c,qs,as,ks,player_1
as,3s,qs,ks,player_1
qd,kd,9d,ad,player_4
10s,2h,9s,js,player_4
9c,kc,qc,ac,player_4
8s,4h,7s,5s,player_1
6c,10c,3h,jc,player_4
5d,jd,8d,6d,player_2
5h,ah,10h,jh,player_2
4s,8c,6s,2s,player_3
4c,8h,3d,7c,player_4
4d,10d,7d,2c,player_2
3c,qh,7h,5c,player_4
2d,kh,9h,6h,player_1
as,4s,7s,js,player_1
ad,qd,jd,9d,player_1
ks,2h,3s,10s,player_1
kc,ac,jc,qc,player_2
kd,5d,7d,6d,player_1
qs,3d,2c,9s,player_1
qh,ah,kh,2d,player_2
jh,10h,8h,2s,player_1
10d,3h,4h,5s,player_1
8d,6c,4c,6s,player_1
6h,9h,5h,7c,player_2
4d,7h,5c,8s,player_1
3c,10c,9c,8c,player_2
as,qs,js,ks,player_1
ad,8d,kd,jd,player_1
kc,ac,10c,5c,player_2
qh,10h,ah,kh,player_3
qd,4d,10d,6d,player_1
9c,qc,7c,2d,player_2
8s,6s,5s,10s,player_4
6c,jc,3c,3s,player_2
5d,2h,9d,6h,player_3
4h,8h,jh,9h,player_3
3h,4c,5h,7h,player_4
2c,8c,3d,7s,player_2
2s,4s,7d,9s,player_4
