player_1,player_2,player_3,player_4,winner
ad,kd,9d,qd,player_1
jc,qc,ac,4d,player_3
9c,8c,kc,5h,player_3
8d,10d,7d,jd,player_4
6c,2c,10c,5d,player_3
6d,3d,2d,7s,player_1
5s,qs,6s,as,player_4
5c,2s,7c,8s,player_3
4s,9s,3c,ks,player_4
4h,kh,qh,ah,player_4
3h,jh,7h,9h,player_2
3s,8h,4c,js,player_4
2h,10h,6h,10s,player_2
ac,8c,qc,6c,player_1
ks,as,8s,5s,player_2
kh,ah,qh,10h,player_2
kc,7c,jc,5c,player_1
qs,10s,2d,2s,player_1
js,7s,3h,3c,player_1
10c,3s,9c,3d,player_1
9s,6s,4h,6h,player_1
8h,7h,jh,8d,player_3
6d,9d,qd,ad,player_4
4c,4d,5d,10d,player_1
2h,4s,9h,jd,player_3
2c,7d,5h,kd,player_1
jc,ac,10c,qc,player_2
9c,kc,3c,8c,player_2
9s,10s,8s,as,player_4
9d,kd,qd,ad,player_4
8d,10d,jd,4d,player_3
7h,ah,kh,qh,player_2
6c,3d,2d,7c,player_4
5c,3h,5d,2h,player_1
4s,7s,6s,ks,player_4
4c,4h,7d,5s,player_1
3s,6d,8h,qs,player_4
2c,6h,9h,5h,player_1
2s,10h,jh,js,player_4
ad,10d,7d,kd,player_1
ah,8h,kh,10h,player_1
qc,ac,kc,2c,player_2
qs,as,2s,ks,player_2
qh,7h,jh,3s,player_1
jd,3d,5d,qd,player_4
10c,9c,jc,4d,player_3
10s,5s,2d,js,player_4
9d,2h,4c,6d,player_1
8d,3h,6c,4s,player_1
8s,4h,7c,9s,player_4
5c,5h,8c,6s,player_3
3c,6h,9h,7s,player_1
as,js,qs,ks,player_1
kd,ad,qd,jd,player_2
qc,10c,ac,jc,player_3
9h,kh,ah,7h,player_3
8d,7d,6d,10d,player_4
8h,qh,10h,2d,player_2
7c,3h,kc,9c,player_3
6s,9s,2h,10s,player_4
6h,jh,3c,3d,player_2
5h,3s,4c,4d,player_1
4h,4s,5c,5d,player_1
2c,5s,8c,8s,player_3
2s,7s,6c,9d,player_2
ad,3d,9d,kd,player_1
ks,qs,as,7s,player_3
qd,2c,6d,jd,player_1
js,10s,6s,5s,player_1
jh,5h,ah,kh,player_3
10d,3h,2d,8d,player_1
8c,qc,ac,kc,player_3
6c,9c,7c,jc,player_4
5d,3s,4s,7d,player_4
4d,4c,4h,6h,player_1
3c,5c,9h,10c,player_4
2h,8s,qh,8h,player_3
2s,9s,10h,7h,player_2
ad,kd,4d,qd,player_1
qc,kc,7c,ac,player_4
jc,3s,5c,9c,player_1
10c,6d,3c,8c,player_1
10d,jd,3d,8d,player_2
9d,8s,2c,7d,player_1
7h,kh,ah,4h,player_3
7s,qs,ks,as,player_4
5d,8h,5h,3h,player_1
4s,9h,js,6s,player_3
2d,10h,6h,4c,player_1
2s,jh,10s,5s,player_3
2h,qh,9s,6c,player_2
kd,ad,5d,4d,player_2
qh,8h,ah,jh,player_3
jd,qd,2c,3h,player_2
jc,kc,ac,qc,player_3
10d,9d,3s,4c,player_1
10h,2h,kh,9h,player_3
9c,7c,10c,5c,player_3
8c,3c,6c,6s,player_1
8d,7d,5h,6h,player_1
7h,3d,5s,8s,player_1
4h,4s,9s,10s,player_1
2s,7s,as,ks,player_3
2d,6d,js,qs,player_2
