player_1,player_2,player_3,player_4,winner
ac,kc,10c,9c,player_1
as,ks,js,qs,player_1
jc,qc,8c,5c,player_2
9s,10s,7s,8s,player_2
7c,6c,2h,4c,player_1
6d,ad,kd,qd,player_2
6s,4s,3s,5s,player_1
5h,kh,9h,ah,player_4
4h,qh,7h,jh,player_2
3h,10h,4d,8h,player_2
3c,2d,7d,3d,player_1
2c,8d,10d,5d,player_1
2s,9d,jd,6h,player_1
ah,kh,10h,9h,player_1
ac,kc,6c,9c,player_1
ad,2d,kd,jd,player_1
ks,as,qs,6s,player_2
qh,7h,4h,8h,player_1
jh,5h,3s,3h,player_1
10d,2h,qd,9d,player_3
10s,js,9s,5s,player_2
8c,qc,3d,7c,player_2
6h,2c,5d,3c,player_1
4d,7s,8d,6d,player_3
4c,jc,7d,5c,player_2
2s,10c,8s,4s,player_3
ah,kh,10h,4h,player_1
kd,9d,qd,ad,player_4
9c,ac,5c,qc,player_2
9s,5s,ks,as,player_4
8s,3s,js,qs,player_4
7d,4d,jd,10d,player_3
6h,qh,9h,2d,player_2
6d,3h,3d,8d,player_4
5d,6c,2h,6s,player_1
4s,7h,10s,7s,player_3
3c,kc,4c,jc,player_2
2c,8c,5h,10c,player_4
2s,jh,8h,7c,player_1
kc,ac,qc,8c,player_2
qd,jd,9d,ad,player_4
jh,ah,qh,6h,player_2
jc,9c,10c,7c,player_1
10d,7d,8d,kd,player_4
9h,kh,10h,2h,player_2
8h,3h,5h,2s,player_1
7h,3d,3s,3c,player_1
5c,5s,4d,6c,player_4
4s,as,ks,qs,player_2
4h,7s,5d,4c,player_1
2d,9s,6s,6d,player_4
2c,js,8s,10s,player_1
as,2s,ks,qs,player_1
kh,ah,10h,9h,player_2
kc,7c,ac,qc,player_3
qd,kd,ad,9d,player_3
js,2c,5s,7s,player_1
10s,4h,3s,6s,player_1
9s,4c,3c,2h,player_1
8c,6d,jc,10c,player_3
8s,6h,3h,5c,player_1
4s,7h,5h,5d,player_1
4d,10d,jd,6c,player_3
3d,jh,8d,8h,player_3
2d,qh,7d,9c,player_3
10c,kc,jc,ac,player_4
9h,ah,qh,7h,player_2
9c,qc,7c,8c,player_2
8d,kd,ad,qd,player_3
8s,as,qs,ks,player_2
6c,3c,4c,5c,player_1
5d,jd,4s,7d,player_2
5h,kh,10h,3h,player_2
5s,9s,js,7s,player_3
4h,jh,8h,2d,player_2
2h,3s,6h,3d,player_3
2s,9d,10s,4d,player_3
2c,10d,6s,6d,player_1
ac,qc,8c,kc,player_1
ad,kd,qd,10d,player_1
ah,kh,qh,9h,player_1
qs,as,ks,6s,player_2
9s,10s,js,2s,player_3
9c,6c,2h,jc,player_4
7s,2c,8s,2d,player_3
7d,jd,9d,5d,player_2
5c,3d,4d,10c,player_4
4s,5h,5s,4c,player_3
3h,10h,jh,6h,player_3
3c,7h,6d,7c,player_4
3s,8h,8d,4h,player_1
as,js,qs,ks,player_1
qd,ad,jd,kd,player_2
9s,10s,8s,2c,player_2
8c,ac,kc,qc,player_2
7s,6s,5s,3d,player_1
7c,10c,jc,9c,player_3
7d,10d,8d,9d,player_2
6h,ah,qh,jh,player_2
4c,2s,5c,6c,player_4
3h,kh,9h,10h,player_2
3c,3s,4s,4h,player_1
2h,5d,7h,8h,player_4
2d,6d,4d,5h,player_2
