player_1,player_2,player_3,player_4,winner
ac,8c,kc,qc,player_1
ad,qd,2c,kd,player_1
qs,10s,as,ks,player_3
js,7s,9s,6s,player_1
10d,9d,5c,jd,player_4
8d,6d,6c,5d,player_1
7d,4d,7h,3d,player_1
7c,4c,10c,jc,player_4
5s,3h,8s,2d,player_3
4h,qh,ah,10h,player_3
4s,5h,8h,2h,player_1
3s,6h,9h,3c,player_1
2s,jh,kh,9c,player_1
ks,9s,10s,as,player_4
kh,5h,10h,ah,player_4
qs,8s,7s,5s,player_1
qh,4h,9h,jh,player_1
js,6s,3s,2c,player_1
jc,ac,kc,9c,player_2
10c,8c,qc,5c,player_3
7h,3c,6h,8h,player_4
6c,4s,7c,4c,player_3
5d,ad,10d,qd,player_2
3d,kd,7d,jd,player_2
3h,6d,2h,4d,player_1
2s,8d,2d,9d,player_1
ad,kd,qd,9d,player_1
as,7s,js,10s,player_1
ks,6s,9s,8s,player_1
qs,5s,2s,2d,player_1
qc,10c,9c,ac,player_4
jc,7c,6c,kc,player_4
8c,3h,4c,5c,player_1
6h,qh,ah,kh,player_3
5d,10d,jd,7d,player_3
4s,8d,2h,3c,player_1
4d,8h,6d,5h,player_3
3d,10h,2c,7h,player_1
3s,jh,4h,9h,player_1
kd,jd,10d,ad,player_4
kc,ac,2d,qc,player_2
js,qs,ks,as,player_4
10c,9c,3h,jc,player_4
10s,8s,7s,6s,player_1
9s,3s,5s,4s,player_1
8h,kh,ah,9h,player_3
8d,3d,9d,qd,player_4
6d,2s,5d,7d,player_4
5c,7c,4h,8c,player_4
4d,4c,5h,3c,player_1
2h,qh,jh,7h,player_2
2c,6c,10h,6h,player_2
as,8s,3h,ks,player_1
kc,ac,jc,6c,player_2
js,5s,3d,qs,player_4
jd,qd,10d,ad,player_4
10h,kh,jh,ah,player_4
9s,2d,3c,10s,player_4
8c,qc,10c,2s,player_2
7d,9d,4c,kd,player_4
6d,4d,5c,8d,player_4
6s,2h,6h,7s,player_4
5h,9h,8h,qh,player_4
5d,4h,7h,3s,player_1
2c,7c,9c,4s,player_3
ah,jh,10h,kh,player_1
qh,8h,9h,6h,player_1
10d,qd,jd,ad,player_4
10s,ks,as,js,player_3
9d,6d,8d,kd,player_4
8s,qs,6s,9s,player_2
7h,2d,2s,2h,player_1
6c,kc,ac,8c,player_3
5h,3d,4s,2c,player_1
5c,qc,jc,7c,player_2
4h,3c,4d,5s,player_1
3h,5d,4c,7s,player_1
3s,9c,10c,7d,player_1
ad,10d,kd,qd,player_1
ks,as,7s,js,player_2
jh,8h,kh,ah,player_4
10s,qs,3s,5s,player_2
9s,4s,2s,3d,player_1
9d,6d,2d,jd,player_4
9c,qc,10c,ac,player_4
8s,3c,2c,3h,player_1
8c,jc,7c,kc,player_4
8d,5d,4c,4d,player_1
7d,4h,5h,6h,player_1
6s,5c,9h,7h,player_1
2h,6c,10h,qh,player_4
qh,ah,kh,jh,player_2
jc,10c,7c,ac,player_4
jd,kd,ad,qd,player_3
10d,9d,2h,5d,player_1
9s,as,qs,ks,player_2
8h,2c,9h,10h,player_4
8s,10s,6s,js,player_4
6c,5c,3s,kc,player_4
4h,3d,7h,6h,player_3
4d,8d,3h,7s,player_2
3c,4c,4s,qc,player_4
2s,6d,5s,8c,player_3
2d,7d,5h,9c,player_2
