player_1,player_2,player_3,player_4,winner
ad,qd,kd,10d,player_1
ac,7c,qc,kc,player_1
ks,as,10s,qs,player_2
kh,ah,qh,jh,player_2
10h,6h,7h,9h,player_1
9c,5c,jc,10c,player_3
6s,7s,8s,js,player_4
6c,2c,4c,8c,player_4
5d,9d,jd,3c,player_3
5s,3h,2s,9s,player_4
4d,8d,3d,4s,player_2
3s,6d,2h,4h,player_1
2d,7d,5h,8h,player_2
ac,kc,qc,jc,player_1
ks,2h,as,js,player_3
kh,ah,jh,qh,player_2
qd,kd,ad,10d,player_3
jd,8d,6d,7d,player_1
9c,10c,6c,7c,player_2
9s,2d,qs,8s,player_3
9d,5d,4d,3d,player_1
5s,4c,10s,6s,player_3
4s,5c,7s,3s,player_3
3h,10h,7h,9h,player_2
3c,8c,2c,5h,player_2
2s,6h,4h,8h,player_1
as,8s,qs,ks,player_1
kc,9c,ac,qc,player_3
kd,qd,ad,2c,player_3
10d,9d,jd,4c,player_3
9h,4h,ah,kh,player_3
8h,2d,3h,qh,player_4
8c,3c,10c,jc,player_4
7c,3s,2s,6h,player_1
6c,4d,2h,7h,player_1
5c,5d,5s,7s,player_1
5h,6d,6s,jh,player_4
4s,7d,10s,js,player_4
3d,8d,9s,10h,player_2
ad,qd,5d,8d,player_1
ks,2s,10s,as,player_4
kd,jd,2h,3h,player_1
qh,jh,kh,ah,player_4
10h,9h,8h,4c,player_1
10d,6d,3c,5c,player_1
9d,4d,3s,7s,player_1
8s,2d,5s,qs,player_4
7c,qc,ac,kc,player_3
7d,3d,4h,8c,player_1
6s,2c,6h,js,player_4
5h,6c,7h,9s,player_3
4s,10c,jc,9c,player_1
ac,kc,jc,7c,player_1
ah,8h,6h,kh,player_1
10h,7h,4h,qh,player_4
9h,5h,2d,jh,player_4
9c,qc,5c,6c,player_2
8c,10c,4c,3c,player_2
8d,10d,ad,jd,player_3
6s,as,qs,js,player_2
5d,9d,kd,3d,player_3
4d,2s,qd,3h,player_3
4s,ks,10s,9s,player_2
2h,5s,6d,3s,player_1
2c,7s,7d,8s,player_1
ac,10c,kc,qc,player_1
ah,kh,jh,8h,player_1
qh,10h,2h,6h,player_1
qs,js,as,ks,player_3
jd,qd,9d,ad,player_4
9h,4h,2s,5h,player_1
8d,10d,4d,kd,player_4
8c,5c,jc,9c,player_3
7h,3h,3c,2d,player_1
7c,4s,6c,2c,player_1
5d,7d,3s,6d,player_2
4c,5s,6s,8s,player_1
3d,9s,7s,10s,player_1
kd,10d,qd,ad,player_4
ks,qs,9s,as,player_4
jh,kh,qh,ah,player_4
10s,3s,5s,js,player_4
8s,2c,2h,6s,player_1
8c,ac,9c,kc,player_2
7s,2d,4d,4c,player_1
7d,9d,8d,jd,player_4
6d,3d,5d,5c,player_1
5h,10h,8h,6c,player_2
4s,3c,4h,7c,player_1
3h,9h,7h,10c,player_2
2s,jc,6h,qc,player_1
ks,7s,10s,as,player_4
qs,2c,4s,8s,player_1
jc,qc,10c,ac,player_4
js,2d,3s,6s,player_1
9d,ad,kd,10d,player_2
9s,3d,3h,2s,player_1
7c,8c,9c,kc,player_4
6h,ah,qh,kh,player_2
6d,5d,qd,8d,player_3
5s,3c,4c,5h,player_1
4h,7h,9h,jh,player_4
4d,5c,jd,7d,player_3
2h,6c,8h,10h,player_4
