player_1,player_2,player_3,player_4,winner
ad,jd,qd,kd,player_1
kh,jh,9h,ah,player_4
ks,as,qs,10s,player_2
qh,8h,5h,2d,player_1
qc,ac,7c,kc,player_2
10h,7h,2h,2s,player_1
8c,6c,3d,jc,player_4
7d,10d,9d,8d,player_2
6h,4h,4d,3c,player_1
5c,3h,5d,10c,player_4
4c,4s,6s,9c,player_4
3s,7s,js,9s,player_3
2c,5s,8s,6d,player_1
ad,kd,10d,qd,player_1
qh,ah,jh,10h,player_2
qs,ks,10s,as,player_4
js,4d,8s,7s,player_1
9c,kc,10c,ac,player_4
9s,6c,6s,5s,player_1
8h,kh,9h,6h,player_2
7c,qc,8c,jc,player_2
7h,6d,4h,5h,player_1
5d,jd,3d,2d,player_2
4c,7d,2c,5c,player_4
3c,8d,2h,3s,player_1
2s,9d,3h,4s,player_4
kd,qd,ad,7d,player_3
jd,3d,10d,2c,player_1
10s,qs,as,ks,player_3
9d,5s,5d,2h,player_1
8c,kc,9c,ac,player_4
8d,6c,4d,4h,player_1
6d,7c,3h,5c,player_1
5h,kh,qh,ah,player_4
4c,qc,4s,jc,player_2
3c,10c,6s,7s,player_2
3s,9s,6h,js,player_4
2s,8h,7h,8s,player_4
2d,9h,10h,jh,player_1
as,ks,2s,qs,player_1
kd,6d,ad,10d,player_3
kh,ah,10h,qh,player_2
qd,2d,9d,8d,player_1
jd,4h,4d,7d,player_1
jh,5h,9h,3h,player_1
8s,js,3c,9s,player_2
8h,4c,3d,2h,player_1
7h,5c,6c,2c,player_1
6h,9c,7c,4s,player_1
6s,10s,8c,7s,player_2
5d,10c,jc,5s,player_1
3s,qc,ac,kc,player_1
qd,2c,kd,ad,player_4
qc,ac,9c,5c,player_2
jd,6c,3h,10d,player_1
9h,10h,ah,kh,player_3
9d,7s,3c,5d,player_1
8d,8s,4c,4d,player_1
7d,8h,5h,2d,player_1
6h,9s,7h,qh,player_4
6d,10c,6s,3s,player_1
4s,ks,qs,as,player_4
3d,10s,7c,4h,player_1
2h,jc,8c,jh,player_4
2s,kc,js,5s,player_3
ks,as,7s,10s,player_2
kc,ac,8c,qc,player_2
qs,2c,5s,9s,player_1
js,3h,3s,8s,player_1
jc,10c,7c,4s,player_1
9c,3d,4c,4d,player_1
7d,8d,ad,kd,player_3
7h,ah,8h,jh,player_2
6h,kh,2h,4h,player_2
6c,5h,3c,6s,player_1
5c,9h,2s,9d,player_1
5d,10h,jd,qd,player_4
2d,qh,6d,10d,player_4
qd,ad,6d,kd,player_2
qc,ac,kc,8c,player_2
qh,8h,ah,kh,player_3
jd,7d,2s,10d,player_1
jh,7h,10h,9h,player_1
9c,jc,10c,2d,player_2
9d,5d,3c,8d,player_1
7s,as,ks,qs,player_2
6c,7c,3s,4d,player_2
4s,js,10s,6s,player_2
3h,3d,5s,6h,player_4
2c,5c,8s,4h,player_2
2h,4c,9s,5h,player_4
ah,8h,qh,kh,player_1
ac,8c,10c,kc,player_1
as,10s,qs,ks,player_1
jh,6h,9h,4s,player_1
jc,6c,4c,qc,player_4
10h,2h,7h,5c,player_1
9s,6s,8s,js,player_4
7c,2c,3c,9c,player_4
7s,3d,5s,6d,player_1
5d,ad,8d,kd,player_2
3h,4d,5h,9d,player_3
2d,qd,3s,jd,player_2
2s,7d,4h,10d,player_1
