player_1,player_2,player_3,player_4,winner
kh,qh,ah,9h,player_3
kd,ad,qd,jd,player_2
kc,ac,qc,10c,player_2
qs,ks,6s,as,player_4
js,7s,3s,8s,player_1
10s,2s,2c,4s,player_1
9s,2d,2h,3c,player_1
8d,7d,9d,10d,player_4
6d,4d,5d,5h,player_1
5s,5c,4h,6c,player_1
4c,9c,jc,8c,player_3
3h,10h,jh,8h,player_3
3d,6h,7h,7c,player_1
kc,ac,9c,jc,player_2
kd,6d,ad,jd,player_3
qd,4d,8d,10d,player_1
js,9s,as,ks,player_3
10h,kh,ah,qh,player_3
10c,qc,5c,7c,player_2
9d,3d,2c,2s,player_1
8c,2d,3h,6c,player_1
7d,3s,4s,3c,player_1
5d,5s,6s,6h,player_1
4c,5h,7h,8h,player_1
4h,jh,9h,8s,player_2
2h,7s,10s,qs,player_1
qh,ah,kh,jh,player_2
jc,10c,ac,6c,player_3
10h,4h,7h,9h,player_1
10d,kd,9d,ad,player_4
9c,4c,kc,5c,player_3
9s,qs,10s,as,player_4
8h,2c,6h,2h,player_1
7c,5s,qc,3c,player_3
5h,6d,2d,3d,player_1
5d,qd,8d,7d,player_2
4d,jd,3s,4s,player_2
3h,8s,7s,6s,player_1
2s,js,8c,ks,player_4
kc,10c,9c,ac,player_4
qd,7d,ad,6d,player_3
qc,7c,3d,jc,player_1
qh,6h,ah,kh,player_3
jd,3h,kd,5d,player_3
9h,5h,jh,10h,player_3
8c,6c,4s,3c,player_1
8s,ks,as,10s,player_3
8d,3s,10d,4d,player_3
7h,4h,8h,2h,player_3
5c,5s,9s,2c,player_1
4c,6s,9d,2s,player_1
2d,js,qs,7s,player_1
qc,8c,10c,ac,player_4
jc,2c,9c,kc,player_4
10d,9d,ad,kd,player_3
10s,qs,js,as,player_4
10h,ah,7h,2s,player_2
9h,kh,5h,3c,player_2
8s,2h,7s,ks,player_4
8d,4d,qd,jd,player_3
7d,3d,5d,6d,player_1
5s,6h,6s,9s,player_4
4s,8h,4c,3s,player_1
3h,qh,4h,5c,player_2
2d,jh,6c,7c,player_1
ac,9c,qc,kc,player_1
10h,kh,4h,ah,player_4
10d,ad,qd,7d,player_2
9s,qs,as,10s,player_3
8d,kd,jd,2h,player_2
7s,8s,ks,4s,player_3
7h,qh,3h,9h,player_2
6d,4d,9d,2c,player_3
6c,8c,5c,jc,player_4
6s,4c,js,3s,player_3
5d,5h,3d,6h,player_1
3c,8h,2s,10c,player_4
2d,jh,5s,7c,player_1
ad,kd,8d,qd,player_1
as,9s,ks,6s,player_1
kc,ac,10c,4c,player_2
qc,8c,9c,2c,player_1
qh,ah,jh,kh,player_2
jc,5c,7c,2d,player_1
10s,8s,qs,5s,player_3
9d,jd,4d,10d,player_2
7d,2h,3c,5d,player_1
6d,4s,5h,3h,player_1
3d,7h,6c,4h,player_1
3s,7s,js,6h,player_3
2s,10h,8h,9h,player_1
kh,qh,ah,10h,player_3
qc,kc,ac,8c,player_3
jd,10d,ad,7d,player_3
jc,10c,6c,5c,player_1
9s,as,js,qs,player_2
8d,9d,kd,4d,player_3
7c,9c,2h,4c,player_2
7s,ks,10s,8s,player_2
6s,5s,3d,4s,player_1
5h,3s,jh,9h,player_3
3h,3c,7h,8h,player_4
2d,6d,qd,2c,player_3
2s,5d,6h,4h,player_1
