player_1,player_2,player_3,player_4,winner
as,8s,ks,qs,player_1
ac,kc,qc,jc,player_1
ad,10d,kd,qd,player_1
js,4s,9s,10s,player_1
10c,8c,5c,9c,player_1
10h,kh,ah,jh,player_3
7d,9d,jd,3d,player_3
7h,qh,6h,9h,player_2
6s,3h,2s,7s,player_4
5h,8h,2h,2d,player_2
4h,4d,4c,3s,player_1
3c,6c,5d,7c,player_4
2c,8d,6d,5s,player_1
ah,qh,kh,3h,player_1
ac,kc,4c,qc,player_1
jd,kd,ad,qd,player_3
jh,9h,8h,2h,player_1
jc,7c,3c,10c,player_1
10h,6h,7h,2d,player_1
9s,as,ks,10s,player_2
9c,5c,4d,6c,player_1
8c,2c,5d,2s,player_1
7s,3s,qs,8s,player_3
5s,6d,js,6s,player_3
4h,8d,5h,4s,player_3
3d,10d,9d,7d,player_2
ad,10d,qd,jd,player_1
as,6s,qs,ks,player_1
kd,8d,6d,2d,player_1
js,2s,9s,10s,player_1
jh,ah,kh,10h,player_2
10c,ac,qc,9c,player_2
9d,7d,3d,3c,player_1
8h,2h,qh,9h,player_3
7c,kc,8c,4c,player_2
5s,4d,7s,8s,player_4
4h,5d,5h,7h,player_4
3s,5c,3h,4s,player_4
2c,jc,6c,6h,player_2
ah,qh,kh,9h,player_1
ac,10c,qc,kc,player_1
js,8s,as,ks,player_3
10d,kd,ad,jd,player_3
10s,2s,qs,9s,player_3
9d,qd,8d,2d,player_2
8h,jh,7h,4h,player_2
8c,6c,jc,9c,player_3
7c,2c,4c,3c,player_1
7d,6d,4d,2h,player_1
6s,3d,7s,4s,player_3
6h,10h,5h,3h,player_2
5c,5d,5s,3s,player_1
ad,jd,10d,8d,player_1
kd,9d,6d,7d,player_1
ks,as,10s,qs,player_2
qd,3d,3s,5d,player_1
js,4s,7s,8s,player_1
9c,ac,qc,kc,player_2
9s,3c,6s,2d,player_1
9h,ah,jh,10h,player_2
5s,4h,4c,2h,player_1
5h,kh,8h,6h,player_2
5c,jc,10c,6c,player_2
4d,7h,7c,2c,player_1
2s,qh,8c,3h,player_1
ac,kc,jc,6c,player_1
as,7s,js,10s,player_1
ks,4s,4d,8s,player_1
qh,jh,ah,kh,player_3
qs,2s,5h,6s,player_1
9s,3c,7h,5s,player_1
9h,8h,10h,6h,player_3
5c,qc,10c,2d,player_2
5d,jd,kd,ad,player_4
4c,7c,9c,3d,player_3
3h,4h,7d,3s,player_2
2c,6d,8c,8d,player_3
2h,10d,9d,qd,player_1
kh,10h,ah,3h,player_3
kc,10c,qc,ac,player_4
js,9s,ks,as,player_4
jh,9h,qh,2d,player_3
10s,6s,qs,5s,player_3
9d,ad,10d,kd,player_2
8s,2c,2s,3s,player_1
8h,7h,6h,3d,player_1
7c,3c,9c,jc,player_4
7s,2h,4d,5c,player_1
4h,5h,5d,6c,player_2
4s,8d,7d,6d,player_1
4c,qd,8c,jd,player_3
ad,kd,3c,jd,player_1
as,9s,qs,ks,player_1
10d,qd,3h,3d,player_2
10s,7s,6s,js,player_4
8s,3s,7h,5s,player_1
8h,kh,ah,6h,player_3
6d,9d,8c,2d,player_2
6c,jc,kc,ac,player_4
5d,8d,9c,2h,player_2
5h,qh,jh,4h,player_2
4d,7d,9h,4c,player_2
4s,2s,10c,5c,player_1
2c,10h,qc,7c,player_3
