player_1,player_2,player_3,player_4,winner
qc,7c,kc,ac,player_4
qh,ah,8h,jh,player_2
qs,ks,as,10s,player_3
jc,6c,9c,2h,player_1
10h,kh,5h,7h,player_2
10c,4c,2c,3s,player_1
8d,kd,qd,ad,player_4
8s,js,9s,7s,player_2
8c,3c,2s,4s,player_1
6d,10d,jd,9d,player_3
5d,2d,4d,7d,player_4
5c,6s,3h,5s,player_1
4h,9h,3d,6h,player_2
qs,as,5s,10s,player_2
qc,kc,10c,ac,player_4
jd,10d,kd,ad,player_4
jh,ah,7h,qh,player_2
js,ks,2s,9s,player_2
9h,kh,5c,2c,player_2
8d,6d,qd,7d,player_3
8h,10h,5d,3s,player_2
4c,2d,9c,jc,player_4
4d,3d,9d,3c,player_3
4h,6h,6c,6s,player_2
3h,5h,7c,7s,player_2
2h,4s,8c,8s,player_1
ad,kd,jd,8d,player_1
kh,ah,jh,8h,player_2
kc,8c,ac,jc,player_3
qd,9d,3d,6d,player_1
10d,7d,2h,2s,player_1
9c,2d,qc,10c,player_3
9h,qh,10h,6h,player_2
7s,as,js,ks,player_2
7h,3h,2c,5h,player_1
7c,4d,6c,4c,player_1
5d,5s,5c,3c,player_1
4h,6s,9s,3s,player_1
4s,qs,10s,8s,player_2
as,ks,3s,10s,player_1
ah,kh,qh,8h,player_1
kc,3c,ac,qc,player_3
js,qs,2s,5s,player_2
jh,3h,10h,6h,player_1
9s,7s,2d,4s,player_1
9h,2c,5h,4h,player_1
8s,6s,4d,3d,player_1
7d,ad,9d,jd,player_2
7h,6d,6c,5d,player_1
5c,8d,jc,10c,player_3
4c,qd,9c,7c,player_3
2h,kd,8c,10d,player_1
ks,as,10s,5s,player_2
kc,ac,7c,jc,player_2
qc,8c,5c,10c,player_1
js,qs,9s,2s,player_2
10d,ad,kd,jd,player_2
9h,qh,ah,kh,player_3
9d,8d,qd,6d,player_3
9c,2c,3c,4c,player_1
8s,6s,7s,2h,player_1
7d,5d,3h,4d,player_1
6h,10h,jh,7h,player_3
6c,2d,3s,3d,player_1
4s,5h,8h,4h,player_1
ac,jc,kc,qc,player_1
ad,3d,kd,jd,player_1
ks,qs,as,4s,player_3
kh,ah,jh,qh,player_2
10s,9s,js,4d,player_3
9d,2s,qd,10d,player_3
8c,9c,6c,10c,player_4
7s,8s,2c,5d,player_2
6s,5s,2d,6h,player_1
5c,3c,4c,7c,player_4
3s,4h,5h,6d,player_1
3h,9h,8h,10h,player_4
2h,7h,8d,7d,player_2
ah,kh,jh,8h,player_1
qd,kd,9d,ad,player_4
qs,10s,ks,as,player_4
jd,2d,7d,10d,player_1
9s,4c,7s,js,player_4
9c,ac,2c,kc,player_2
6h,qh,9h,3h,player_2
5s,5c,6s,8s,player_4
4h,10h,7h,2s,player_2
3s,8c,4d,4s,player_4
3d,10c,6d,8d,player_4
3c,qc,5h,7c,player_2
2h,jc,5d,6c,player_1
ad,kd,jd,5d,player_1
ac,jc,10c,kc,player_1
kh,qh,ah,10h,player_3
ks,qs,7s,as,player_4
qd,10d,8d,2c,player_1
10s,6s,3h,js,player_4
9d,7d,6d,3c,player_1
9h,jh,6h,8h,player_2
8c,7c,6c,qc,player_4
3d,4d,4c,4s,player_2
2h,7h,5h,8s,player_2
2s,5s,4h,9s,player_4
2d,3s,5c,9c,player_1
