player_1,player_2,player_3,player_4,winner
qc,kc,9c,ac,player_4
jd,9d,kd,ad,player_4
jc,8c,4c,6c,player_1
10c,7c,3s,2s,player_1
10h,kh,jh,ah,player_4
9h,qh,4h,5h,player_2
9s,8s,as,10s,player_3
6h,8h,4d,3h,player_2
6d,2d,8d,qd,player_4
4s,7s,ks,5s,player_3
3c,5c,7d,3d,player_2
2h,7h,js,5d,player_2
2c,6s,qs,10d,player_1
ac,8c,kc,jc,player_1
10d,kd,3d,ad,player_4
9d,8d,2c,qd,player_4
9s,as,qs,5s,player_2
9c,4c,qc,10c,player_3
9h,qh,kh,ah,player_4
8h,10h,5h,jh,player_4
8s,ks,js,3s,player_2
6d,4d,4h,jd,player_4
5c,3c,7c,6c,player_3
5d,6h,4s,7d,player_4
2s,7s,10s,2d,player_3
2h,7h,6s,3h,player_2
as,10s,9s,ks,player_1
qh,5h,kh,ah,player_4
10c,ac,qc,kc,player_2
10h,2s,jh,8h,player_3
9d,ad,10d,qd,player_2
8d,kd,7d,4d,player_2
7s,8s,2d,qs,player_4
6h,3s,9h,7h,player_3
6c,8c,jc,7c,player_3
5c,3c,9c,2c,player_3
4s,6s,4c,js,player_4
3h,6d,4h,3d,player_3
2h,jd,5d,5s,player_1
as,ks,4d,9s,player_1
kh,10h,qh,ah,player_4
qs,js,4c,3s,player_1
jh,4h,9h,2h,player_1
10s,7s,6h,2s,player_1
8s,2c,7h,3d,player_1
8d,kd,jd,ad,player_4
6d,qd,9d,10d,player_2
6s,2d,7d,5d,player_1
5s,3c,8h,6c,player_1
5c,jc,ac,qc,player_3
5h,3h,9c,7c,player_1
4s,10c,kc,8c,player_1
ah,kh,2h,qh,player_1
kc,qc,8c,ac,player_4
kd,ad,qd,10d,player_2
qs,ks,as,7s,player_3
10c,2c,3c,jc,player_4
10h,jh,2s,4h,player_2
10s,9s,js,4s,player_3
9h,8h,2d,3s,player_1
8d,9d,jd,4c,player_3
8s,6s,4d,5c,player_1
5s,5h,5d,6c,player_1
3d,6h,7d,7c,player_3
3h,7h,6d,9c,player_2
as,9s,ks,10s,player_1
ac,kc,jc,qc,player_1
kd,9d,ad,5d,player_3
qs,2c,8s,6s,player_1
qd,7d,jd,3d,player_1
js,2h,3c,5s,player_1
8d,6d,10d,3h,player_3
7s,4c,4d,3s,player_1
7h,jh,ah,kh,player_3
6h,8h,qh,10h,player_3
4s,5h,4h,7c,player_1
2d,6c,5c,9h,player_1
2s,8c,9c,10c,player_1
ah,5h,kh,8h,player_1
qd,kd,jd,ad,player_4
jh,2h,qh,2d,player_3
jc,ac,qc,kc,player_2
10c,3s,2c,9c,player_1
10h,4d,9h,3d,player_1
6h,5s,7h,5c,player_3
6c,6d,2s,8c,player_4
4h,7d,5d,7c,player_1
4c,10d,6s,7s,player_1
4s,ks,as,9s,player_3
3h,js,9d,8s,player_1
3c,qs,10s,8d,player_1
ks,9s,as,8s,player_3
kh,ah,qh,5h,player_2
qc,kc,ac,4c,player_3
qd,ad,10d,kd,player_2
10c,5c,jc,2h,player_3
9c,2c,7c,2d,player_1
8c,3s,3d,2s,player_1
7h,10h,jh,4h,player_3
6c,5d,7s,3h,player_1
6h,9h,9d,6d,player_2
4s,5s,qs,6s,player_3
4d,8d,10s,jd,player_4
3c,8h,js,7d,player_1
