player_1,player_2,player_3,player_4,winner
ah,9h,10h,kh,player_1
qs,as,js,10s,player_2
10c,5h,kc,ac,player_4
8c,6h,4c,qc,player_4
8d,ad,jd,5d,player_2
7c,7s,2s,jc,player_4
7h,8h,4h,qh,player_4
6c,9s,3d,9c,player_4
6d,kd,7d,2h,player_2
4d,qd,3h,3s,player_2
3c,9d,4s,5c,player_4
2d,10d,5s,6s,player_2
2c,ks,8s,jh,player_1
as,ks,js,4s,player_1
kd,qd,ad,2h,player_3
kc,jc,qc,ac,player_4
qs,10s,9s,2c,player_1
9d,jd,7d,3c,player_2
8s,2d,5s,6c,player_1
7s,4c,3s,7c,player_1
6h,10h,qh,ah,player_4
6s,5h,2s,7h,player_1
6d,10d,5d,9c,player_2
4h,8h,3h,kh,player_4
4d,8d,5c,9h,player_2
3d,8c,10c,jh,player_1
kd,ad,qd,jd,player_2
kh,qh,9h,ah,player_4
qc,2h,ac,kc,player_3
js,as,2d,10s,player_2
jh,4d,6h,10h,player_1
8s,ks,3h,2s,player_2
8d,9d,5d,10d,player_4
8h,5s,3c,7h,player_1
6s,qs,4c,2c,player_2
5c,6d,jc,9c,player_3
4s,9s,7c,4h,player_2
3d,7d,8c,5h,player_2
3s,7s,10c,6c,player_2
ah,jh,qh,kh,player_1
ac,kc,4s,qc,player_1
10c,jc,4d,8c,player_2
9c,7c,6h,6c,player_1
8h,3s,10h,9h,player_3
5s,ks,as,10s,player_3
5c,3d,6d,4c,player_1
5d,ad,kd,qd,player_2
4h,7s,6s,7h,player_4
3c,8d,7d,2s,player_1
2c,9s,8s,3h,player_1
2h,js,9d,5h,player_4
2d,qs,jd,10d,player_3
as,ks,js,qs,player_1
kc,ac,jc,8c,player_2
qc,9c,6c,5c,player_1
jh,ah,kh,9h,player_2
10c,2s,2h,4c,player_1
8d,ad,jd,kd,player_2
7h,qh,5h,8h,player_2
7s,10s,6s,9s,player_2
7c,3s,2d,4d,player_1
5s,3d,4s,8s,player_4
3c,9d,4h,6h,player_1
3h,10h,5d,6d,player_2
2c,qd,10d,7d,player_1
ad,qd,9d,8d,player_1
kd,jd,7d,2s,player_1
qs,ks,as,9s,player_3
jc,kc,10c,ac,player_4
10h,jh,9h,ah,player_4
8c,7c,3c,qc,player_4
8s,js,10s,6s,player_2
7h,8h,6h,kh,player_4
6c,3d,2d,9c,player_4
5c,3s,2h,3h,player_1
4s,4h,7s,5s,player_3
4c,5d,4d,5h,player_1
2c,10d,6d,qh,player_1
ac,9c,kc,jc,player_1
ad,qd,9d,8d,player_1
kd,jd,6d,5d,player_1
qs,as,ks,10s,player_2
qh,kh,10h,ah,player_4
jh,8h,7h,9h,player_1
8c,5c,qc,10c,player_3
7d,10d,3s,2d,player_2
6s,8s,js,2s,player_3
6c,3d,4s,7c,player_4
3c,3h,5s,4c,player_4
2h,5h,7s,6h,player_4
2c,4d,9s,4h,player_1
kh,8h,ah,7h,player_3
ks,js,as,qs,player_3
qh,5h,4h,6h,player_1
qc,10c,ac,8c,player_3
jh,3h,2h,2c,player_1
jc,2d,kc,6c,player_3
10h,6s,2s,3c,player_1
9h,7d,3d,3s,player_1
9s,10s,5d,6d,player_2
5s,8s,5c,8d,player_2
4d,kd,9d,ad,player_4
4c,7s,9c,10d,player_3
4s,jd,7c,qd,player_1
