player_1,player_2,player_3,player_4,winner
as,qs,9s,10s,player_1
ac,6c,kc,jc,player_1
kh,qh,jh,ah,player_4
ks,8s,6s,4s,player_1
qc,5h,9c,10c,player_1
js,5d,2c,2h,player_1
7s,6d,3d,2d,player_1
7c,7h,4c,8c,player_4
5c,9h,7d,3c,player_1
5s,10d,8d,3h,player_1
4h,10h,8h,6h,player_2
3s,qd,jd,4d,player_1
2s,kd,ad,9d,player_1
kd,ad,6d,qd,player_2
jd,10d,4d,2s,player_1
9h,kh,qh,ah,player_4
9c,jc,kc,ac,player_4
9s,ks,as,qs,player_3
8s,6s,js,10s,player_3
7d,9d,2h,3h,player_2
6c,7c,10c,qc,player_4
5s,4s,3s,7s,player_4
5h,2c,10h,jh,player_4
4c,3d,5c,8c,player_4
3c,5d,7h,4h,player_1
2d,8d,8h,6h,player_2
qd,5d,ad,kd,player_3
jd,3s,6d,10d,player_1
10h,8h,qh,ah,player_4
10s,js,ks,as,player_4
9d,4c,3d,7d,player_1
8s,9s,5s,qs,player_4
8d,6s,2d,4d,player_1
7h,6h,jh,kh,player_4
7s,7c,4s,2s,player_1
5h,8c,3c,9h,player_4
3h,10c,5c,4h,player_4
2h,qc,6c,9c,player_1
2c,ac,kc,jc,player_2
ad,7d,8d,kd,player_1
ah,jh,kh,qh,player_1
qd,4d,6d,2c,player_1
jd,2d,3d,2s,player_1
10h,4h,9h,7h,player_1
10d,3h,4s,3c,player_1
9d,4c,7s,3s,player_1
7c,ac,8c,kc,player_2
6c,qc,8h,jc,player_2
6h,6s,10s,5c,player_1
5h,9c,js,5s,player_1
5d,9s,qs,8s,player_1
2h,10c,as,ks,player_1
ah,qh,jh,10h,player_1
kh,8h,5h,9h,player_1
ks,as,8s,js,player_2
qd,ad,kd,jd,player_2
jc,10c,ac,8c,player_3
9d,8d,7d,10d,player_4
6s,qs,4s,10s,player_2
5d,4d,2h,6d,player_4
4h,6h,3h,7h,player_4
3c,9c,kc,7c,player_3
3d,3s,2c,5c,player_1
2d,5s,4c,6c,player_1
2s,9s,qc,7s,player_2
ks,as,qs,3s,player_2
kd,8d,4d,ad,player_4
kh,qh,ah,4h,player_3
qd,7d,5s,jd,player_1
jc,kc,ac,10c,player_3
js,10s,8s,2s,player_1
10d,6d,5c,9d,player_1
8c,qc,9c,7c,player_2
8h,9h,jh,3h,player_3
6h,2h,10h,2c,player_3
6s,9s,7s,2d,player_2
5d,3c,6c,3d,player_1
5h,4s,7h,4c,player_3
ac,3c,10c,kc,player_1
ad,9d,10d,jd,player_1
as,10s,qs,9s,player_1
ks,8s,js,4s,player_1
kd,7d,8d,3d,player_1
kh,jh,8h,ah,player_4
qd,5d,6d,3s,player_1
10h,7h,5h,qh,player_4
9c,2c,8c,qc,player_4
5c,2s,4c,jc,player_4
4h,6h,5s,9h,player_4
2d,4d,6s,6c,player_2
2h,3h,7s,7c,player_2
as,7s,9s,ks,player_1
kh,qh,ah,jh,player_3
qc,ac,6c,kc,player_2
jc,9c,4c,3h,player_1
10d,ad,6d,qd,player_2
10c,7c,2c,4s,player_1
8s,2s,5s,qs,player_4
8c,5c,2d,4h,player_1
6s,3c,6h,js,player_4
5d,kd,7h,8d,player_2
3d,jd,8h,7d,player_2
3s,4d,9h,10s,player_4
2h,9d,10h,5h,player_3
