player_1,player_2,player_3,player_4,winner
ah,9h,jh,kh,player_1
as,ks,js,9s,player_1
kc,ac,qc,10c,player_2
qd,10d,kd,ad,player_4
qh,3h,5h,10h,player_1
10s,qs,5s,8s,player_2
7h,2h,5c,8h,player_4
7s,6s,5d,4c,player_1
4s,3s,6d,4h,player_1
3d,8d,7d,jd,player_4
3c,8c,jc,4d,player_3
2d,2s,7c,9d,player_4
2c,6c,9c,6h,player_3
ad,qd,7d,kd,player_1
qs,js,as,8s,player_3
jh,kh,7h,ah,player_4
10h,qh,2c,8h,player_2
10d,jd,5d,3d,player_2
10c,9c,ac,kc,player_3
9h,3h,3s,6h,player_1
8d,9d,4s,2h,player_2
6c,5c,8c,qc,player_4
5s,9s,ks,4h,player_3
4d,6d,6s,5h,player_2
4c,2d,7s,jc,player_4
3c,2s,10s,7c,player_4
ac,4c,10c,8c,player_1
kc,2d,7c,3c,player_1
qc,3s,5c,2s,player_1
jc,3d,2c,4d,player_1
10s,qs,ks,as,player_4
10h,ah,6h,jh,player_2
9h,kh,4h,8h,player_2
9s,6s,js,6d,player_3
9d,qd,5d,ad,player_4
9c,5h,4s,7h,player_1
6c,7d,5s,8d,player_1
3h,qh,7s,jd,player_2
2h,10d,8s,kd,player_1
as,10s,js,qs,player_1
ah,2c,jh,qh,player_1
kh,3c,9h,10h,player_1
ks,4s,7s,9s,player_1
jc,ac,5c,kc,player_2
jd,qd,ad,kd,player_3
5s,4c,2d,8s,player_4
5d,7d,3d,10d,player_4
5h,6c,8h,6s,player_3
4d,6d,3h,9d,player_4
3s,8c,4h,7c,player_1
2h,10c,7h,8d,player_3
2s,qc,6h,9c,player_1
ac,qc,10c,kc,player_1
as,ks,3s,8s,player_1
qd,ad,jd,9d,player_2
jh,7h,qh,ah,player_4
jc,9c,7c,6c,player_1
js,qs,2h,5s,player_2
10s,7s,2d,4s,player_1
10d,kd,7d,8d,player_2
9s,2s,4c,2c,player_1
9h,6h,8h,kh,player_4
6s,3h,4d,3c,player_1
5h,6d,4h,10h,player_4
5d,8c,5c,3d,player_1
ah,qh,kh,8h,player_1
jh,10h,5h,7h,player_1
jd,qd,ad,10d,player_3
10c,8c,ac,jc,player_3
9s,as,qs,ks,player_2
9c,5c,kc,4c,player_3
8d,9d,kd,2d,player_3
7s,2h,5s,js,player_4
6s,3d,3c,10s,player_4
5d,7d,6d,2c,player_2
3h,9h,6c,4h,player_2
3s,4d,7c,8s,player_4
2s,6h,qc,4s,player_4
kc,9c,ac,5c,player_3
qc,6c,8c,2s,player_1
qs,8s,as,ks,player_3
jc,4c,7c,2h,player_1
jd,7d,ad,qd,player_3
10c,4d,2c,3d,player_1
9s,7s,3h,js,player_4
8h,ah,jh,kh,player_2
5s,5d,6d,10s,player_4
4h,qh,9h,6h,player_2
3c,5h,8d,4s,player_1
3s,7h,10d,6s,player_4
2d,10h,kd,9d,player_3
as,qs,ks,6s,player_1
kd,ad,jd,8d,player_2
qd,10d,6d,2d,player_1
qh,jh,10h,ah,player_4
10c,qc,ac,kc,player_3
10s,js,9s,4s,player_2
9d,7d,5d,2s,player_1
9c,2c,8c,jc,player_4
7s,5s,8s,5h,player_3
5c,3d,3c,7c,player_4
4c,3s,6h,6c,player_4
3h,4h,8h,kh,player_4
2h,4d,7h,9h,player_4
