player_1,player_2,player_3,player_4,winner
ah,kh,qh,jh,player_1
as,9s,8s,ks,player_1
ad,qd,7d,kd,player_1
jc,qc,kc,ac,player_4
10d,jd,3s,8d,player_2
10s,6s,7s,qs,player_4
9d,5d,3c,6d,player_1
9c,7c,10c,6c,player_3
8h,7h,9h,10h,player_4
5c,2d,8c,3d,player_3
4d,2h,4c,4h,player_1
2s,3h,5s,js,player_4
2c,5h,4s,6h,player_1
as,7s,js,qs,player_1
ks,2h,8s,9s,player_1
jh,ah,8h,7h,player_2
10s,3h,6s,2s,player_1
9h,kh,3c,6h,player_2
8c,kc,qc,ac,player_4
5s,6d,4s,2c,player_1
5h,qh,4c,3d,player_2
5d,jd,ad,kd,player_3
4d,9d,qd,10d,player_3
4h,10h,5c,7d,player_2
3s,7c,6c,9c,player_1
2d,10c,8d,jc,player_3
ad,qd,7d,kd,player_1
ah,10h,jh,kh,player_1
kc,ac,10c,9c,player_2
qh,7h,9h,2d,player_1
qc,jc,2s,8c,player_1
qs,10s,as,ks,player_3
8h,3h,6h,3d,player_1
8d,10d,6d,jd,player_4
6c,7c,5h,5c,player_2
4d,2c,5d,9d,player_4
4h,3c,6s,5s,player_1
4s,3s,9s,js,player_4
2h,4c,7s,8s,player_1
ad,10d,qd,kd,player_1
ks,10s,as,qs,player_3
jc,8c,kc,ac,player_4
js,9s,4s,8s,player_1
10c,7c,qc,6c,player_3
9c,5c,4c,2c,player_1
7s,2h,3s,3h,player_1
6s,3d,2s,8d,player_1
5h,jh,kh,ah,player_4
5s,4h,5d,9d,player_1
4d,7d,jd,9h,player_3
3c,6h,7h,10h,player_1
2d,6d,8h,qh,player_2
ks,as,10s,qs,player_2
qd,ad,10d,jd,player_2
jh,kh,8h,ah,player_4
10c,9c,ac,kc,player_3
9h,qh,4h,5h,player_2
8c,2h,jc,qc,player_4
6h,10h,2s,4c,player_2
5s,js,9s,5c,player_2
4d,kd,6d,9d,player_2
3h,7h,3c,5d,player_2
3d,3s,4s,8d,player_4
2d,6s,6c,7d,player_4
2c,7s,8s,7c,player_4
ac,kc,9c,qc,player_1
kh,7h,10h,ah,player_4
qd,ad,kd,7d,player_2
jh,3h,8h,qh,player_4
jc,4c,4h,10c,player_1
9d,3d,jd,5d,player_3
9h,2s,5h,2h,player_1
7s,qs,as,js,player_3
7c,3c,4s,8c,player_4
6h,2d,6d,3s,player_1
5c,5s,8d,6c,player_4
4d,6s,10d,8s,player_3
2c,9s,ks,10s,player_1
ah,9h,10h,qh,player_1
as,8s,js,10s,player_1
ks,5s,6s,9s,player_1
kh,7h,2s,8h,player_1
qs,5c,2c,7s,player_1
jh,6h,4c,4h,player_1
8c,10c,kc,ac,player_4
7c,9c,qc,3c,player_3
5h,6d,6c,3h,player_1
5d,ad,kd,9d,player_2
3s,7d,8d,4s,player_4
2h,jd,10d,3d,player_1
2d,qd,jc,4d,player_2
kc,ac,jc,5c,player_2
qc,8c,10c,2h,player_1
qd,ad,jd,kd,player_2
qs,ks,as,10s,player_3
10h,qh,9h,ah,player_4
9s,5s,js,8s,player_3
7s,3s,4c,4s,player_1
6c,3c,9c,3h,player_3
6s,2c,6d,7d,player_1
5d,3d,9d,10d,player_4
4d,4h,7h,8d,player_4
2d,5h,7c,jh,player_1
2s,6h,8h,kh,player_1
