puzzle,label
0 7 0 0 0 4 0 3 0 0 0 3 8 0 6 2 0 0 5 0 0 0 3 0 0 0 9 0 0 2 0 0 0 7 0 0 6 5 0 0 0 0 0 8 4 0 0 0 0 0 0 0 0 0 9 0 0 0 2 0 0 0 7 0 0 1 3 0 9 5 0 0 0 8 0 7 0 0 0 4 0,valid
0 0 5 0 0 4 0 9 0 0 4 0 0 0 6 8 0 0 0 0 2 0 0 9 0 1 4 0 0 0 0 0 0 4 2 0 3 9 0 0 2 0 0 6 8 0 6 4 0 0 0 0 0 0 1 2 0 9 0 0 3 0 0 0 0 8 3 0 0 0 7 0 0 7 0 8 0 0 1 0 0,valid
6 0 4 5 0 0 0 0 3 0 2 0 0 0 6 0 0 0 1 0 0 3 0 0 2 6 0 0 7 0 8 2 0 3 0 1 0 0 0 6 0 7 0 0 0 3 0 5 0 1 3 0 7 0 0 0 8 0 0 9 0 0 2 0 0 9 2 0 0 0 3 0 5 0 0 0 0 1 9 0 6,invalid
0 3 2 4 5 0 8 1 0 0 0 8 0 0 1 6 0 0 0 1 0 6 0 0 0 5 0 0 6 0 0 0 0 4 0 1 2 0 0 0 0 0 0 0 8 3 0 1 0 0 0 0 7 0 0 4 0 0 0 2 0 3 0 0 0 3 1 0 0 2 0 0 0 1 6 0 4 3 9 8 0,invalid
0 4 5 3 9 0 1 2 0 2 0 0 0 0 4 0 0 3 0 0 0 0 7 0 0 0 0 0 0 0 0 0 5 0 0 0 6 0 9 7 0 1 2 0 8 0 0 0 4 0 0 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 3 0 0 5 0 7 3 8 5 0 9 6 0,valid
0 6 0 2 3 0 0 4 0 0 4 2 0 8 0 6 3 0 0 0 9 0 0 4 1 0 0 0 0 7 0 0 0 0 0 0 6 1 0 0 0 0 0 2 5 0 0 0 0 0 0 8 0 0 0 0 5 0 0 8 2 0 0 0 8 4 0 7 0 5 6 0 0 9 0 2 5 0 0 8 0,invalid
0 0 9 0 0 0 0 0 0 0 4 6 0 3 0 0 0 2 0 0 0 4 9 8 0 0 0 0 0 4 1 0 9 8 0 0 0 9 7 0 0 0 6 1 0 0 0 2 3 0 7 9 0 0 0 0 0 8 7 2 0 3 9 2 0 0 0 1 0 0 4 0 0 0 0 0 0 0 0 0 0,valid
0 0 0 7 5 4 0 2 0 0 0 0 6 0 0 5 0 0 0 5 4 3 0 9 0 0 0 6 0 8 0 0 0 4 9 2 1 0 0 0 0 0 0 0 5 3 9 5 0 0 0 8 0 1 0 0 0 9 0 3 1 5 0 0 0 7 0 0 5 0 0 0 0 1 0 2 7 6 0 0 0,valid
5 0 8 0 0 0 3 0 2 0 7 0 0 0 0 0 8 0 9 0 3 8 0 0 4 0 1 0 0 0 7 8 5 1 0 0 0 0 0 3 0 6 0 0 0 0 0 7 2 9 1 0 0 0 8 0 6 0 0 4 2 0 7 0 9 0 0 0 0 0 1 0 1 0 5 0 0 0 8 0 6,valid
0 0 0 0 2 0 1 3 0 0 0 0 0 0 9 0 2 6 0 0 0 0 0 0 0 0 0 0 0 6 0 1 0 4 0 0 1 7 0 0 0 0 6 0 5 4 0 0 0 0 1 0 0 0 9 0 0 0 0 0 0 0 0 0 1 0 4 7 0 5 0 0 0 0 2 9 0 5 3 1 0,invalid
