puzzle,label
_ 3727 _ _ _ 2671 _ _ _ _ 3782 _ _ _ 2082 _,valid
1891 _ _ _ _ _ 2030 _ _ 3389 _ _ _ _ _ 938,valid
_ _ _ _ 1978 _ 2170 _ _ 931 _ 3545 _ _ _ _,invalid
_ 1047 _ _ _ _ 3859 _ _ 1432 _ _ _ _ 1179 _,invalid
558 _ _ _ _ _ 3591 _ _ 126 _ _ _ _ _ 2618,valid
3035 _ _ 2453 _ 2744 _ _ _ _ 3431 _ 646 _ _ 781,invalid
1460 3242 _ _ _ 770 _ _ _ _ 3980 _ _ _ 3332 2951,valid
_ _ _ _ _ _ 4081 1500 1852 1364 _ _ _ _ _ _,valid
_ 3000 _ _ _ 1970 _ _ _ _ 1007 _ _ _ 1721 _,valid
_ 1851 _ _ 2452 4095 _ _ _ _ 2152 837 _ _ 147 _,invalid
_ 2229 _ _ _ _ 2383 _ _ 2064 _ _ _ _ 712 _,invalid
_ 3369 _ _ _ 2366 989 _ _ 2361 1378 _ _ _ 2511 _,invalid
3985 252 _ _ _ 2991 _ _ _ _ 2619 _ _ _ 284 3421,invalid
2649 _ _ _ _ 3854 248 _ _ 1093 224 _ _ _ _ 1951,valid
_ _ 945 2389 _ _ _ _ _ _ _ _ 3121 1062 _ _,valid
_ 2252 _ _ _ _ 2228 _ _ 3468 _ _ _ _ 2277 _,invalid
_ _ _ 2431 _ _ 972 2804 1189 966 _ _ 3568 _ _ _,invalid
_ 3752 _ 2320 _ _ _ _ _ _ _ _ 3883 _ 3068 _,valid
_ _ _ 2381 372 _ _ _ _ _ _ 2055 2062 _ _ _,invalid
_ _ _ _ 2411 4064 _ 1364 2960 _ 317 555 _ _ _ _,invalid
_ 3713 _ _ 3524 _ 1178 _ _ 300 _ 253 _ _ 266 _,valid
1749 _ _ _ 2571 3468 _ _ _ _ 2928 2930 _ _ _ 1871,invalid
_ _ _ 2359 _ _ 1782 3959 3505 2555 _ _ 470 _ _ _,invalid
43 _ _ _ 3875 2897 _ _ _ _ 109 1311 _ _ _ 1616,valid
_ _ _ 240 _ _ _ 1485 2272 _ _ _ 1716 _ _ _,valid
_ _ _ _ 1277 683 _ _ _ _ 3574 1519 _ _ _ _,valid
_ 1524 _ 1194 _ _ 3858 _ _ 287 _ _ 2048 _ 1347 _,valid
472 _ _ 221 _ 3696 _ _ _ _ 253 _ 3347 _ _ 2624,invalid
_ _ _ _ _ 983 _ 3780 3637 _ 3863 _ _ _ _ _,invalid
_ _ _ _ 2496 _ 74 _ _ 3621 _ 617 _ _ _ _,valid
_ _ 1206 _ _ _ 3301 _ _ 2512 _ _ _ 2916 _ _,valid
_ _ 670 _ 2623 _ _ 1310 401 _ _ 861 _ 358 _ _,invalid
2798 _ _ _ 3913 1333 _ _ _ _ 882 911 _ _ _ 1045,invalid
_ _ _ 480 3093 _ 2072 _ _ 2870 _ 3181 9 _ _ _,invalid
_ 2193 _ _ _ 2303 3882 _ _ 1861 888 _ _ _ 2087 _,invalid
_ _ 3618 _ _ _ 1394 420 2426 3400 _ _ _ 2603 _ _,invalid
543 _ 1137 _ _ _ _ _ _ _ _ _ _ 406 _ 3152,invalid
_ _ 1351 _ _ _ 3155 3609 1299 2365 _ _ _ 2034 _ _,invalid
1814 _ _ _ _ 2823 582 _ _ 1057 3432 _ _ _ _ 3376,invalid
2395 _ _ _ 1440 3044 _ _ _ _ 2645 2954 _ _ _ 1028,invalid
2414 _ 678 1544 _ _ _ _ _ _ _ _ 978 2936 _ 2453,valid
_ _ _ 3273 _ 3529 2479 _ _ 4158 913 _ 2148 _ _ _,valid
_ _ _ 3446 _ 2309 2368 _ _ 3003 1614 _ 77 _ _ _,invalid
_ _ 2170 2757 _ _ 1678 _ _ 1163 _ _ 2966 1301 _ _,invalid
_ _ 1240 _ _ 3290 _ _ _ _ 2039 _ _ 570 _ _,valid
_ 4088 _ _ 958 _ _ 894 4091 _ _ 1252 _ _ 2659 _,invalid
2641 _ _ _ _ 1427 2498 _ _ 2537 1985 _ _ _ _ 933,valid
_ _ _ 2756 _ _ 2543 3771 2569 1022 _ _ 2229 _ _ _,valid
1824 _ _ _ _ _ _ 3100 3995 _ _ _ _ _ _ 2559,invalid
2249 _ _ 1759 _ 3338 _ _ _ _ 1208 _ 88 _ _ 3084,invalid
678 737 _ _ _ 488 _ _ _ _ 3472 _ _ _ 1573 1486,valid
_ 2303 380 805 _ _ _ _ _ _ _ _ 966 2750 1388 _,valid
_ _ _ _ _ 4037 _ 943 2687 _ 1735 _ _ _ _ _,valid
3891 _ 3972 _ _ _ _ _ _ _ _ _ _ 1736 _ 2050,invalid
_ _ 2375 3034 _ _ _ 3198 3260 _ _ _ 1877 350 _ _,invalid
_ _ _ _ 626 3072 _ _ _ _ 3546 1069 _ _ _ _,valid
_ 1372 _ _ _ _ 1948 _ _ 2413 _ _ _ _ 1840 _,invalid
_ _ _ 1911 1753 _ _ _ _ _ _ 231 664 _ _ _,invalid
_ 2044 _ _ 3671 _ _ 3849 2500 _ _ 4020 _ _ 2496 _,valid
_ 2960 310 _ _ _ _ 3268 1518 _ _ _ _ 2589 2865 _,invalid
347 _ _ _ _ 2877 2277 _ _ 1718 2170 _ _ _ _ 3825,invalid
_ _ _ _ 1513 _ 2334 _ _ 462 _ 688 _ _ _ _,invalid
1008 3207 _ _ _ 3170 _ _ _ _ 562 _ _ _ 646 842,invalid
_ _ _ 2955 _ 1668 _ _ _ _ 653 _ 1975 _ _ _,valid
_ 1659 _ _ _ 531 2626 _ _ 141 1081 _ _ _ 3617 _,valid
_ 1550 1633 _ 880 _ _ _ _ _ _ 3714 _ 3578 3507 _,invalid
88 _ 874 _ _ _ _ _ _ _ _ _ _ 977 _ 3134,valid
_ _ _ 1075 776 _ _ _ _ _ _ 3274 2901 _ _ _,valid
_ 3643 405 _ _ _ _ 3710 1781 _ _ _ _ 2050 1243 _,invalid
_ 3631 2220 _ _ _ _ 1454 1443 _ _ _ _ 841 2377 _,invalid
_ _ _ 3425 _ _ _ 2453 3854 _ _ _ 2293 _ _ _,valid
1719 _ 1913 _ _ _ _ _ _ _ _ _ _ 1461 _ 495,invalid
_ _ _ _ 1638 1698 _ 841 508 _ 2467 1043 _ _ _ _,valid
3856 _ _ 1223 _ _ 2376 _ _ 928 _ _ 2642 _ _ 3415,valid
_ 3862 _ _ 2915 _ _ 343 3330 _ _ 4039 _ _ 1247 _,valid
_ _ 3334 4099 _ _ _ 1749 291 _ _ _ 3726 2030 _ _,invalid
_ _ _ _ _ 3778 _ 1774 1253 _ 553 _ _ _ _ _,invalid
_ 3200 _ _ _ _ 3257 _ _ 3558 _ _ _ _ 2139 _,invalid
_ _ _ _ 2928 3941 _ 434 1616 _ 2378 3831 _ _ _ _,valid
744 _ _ _ 1523 3770 _ _ _ _ 1560 172 _ _ _ 2327,invalid
2662 _ _ _ _ _ _ 2005 3418 _ _ _ _ _ _ 1960,valid
_ 2576 811 _ 3226 _ _ _ _ _ _ 2353 _ 828 65 _,valid
_ _ _ _ _ _ 1010 2889 809 2756 _ _ _ _ _ _,valid
2177 _ _ _ 3081 4047 _ _ _ _ 1605 221 _ _ _ 1162,valid
_ _ 1236 3199 _ _ _ 714 2909 _ _ _ 2691 890 _ _,invalid
_ _ _ _ 1678 1664 _ 1646 1529 _ 2109 2013 _ _ _ _,valid
1189 _ _ _ _ 864 2208 _ _ 547 3828 _ _ _ _ 1244,invalid
_ _ 118 _ _ 2595 _ _ _ _ 493 _ _ 3447 _ _,invalid
_ _ _ _ 108 3626 _ _ _ _ 3398 3978 _ _ _ _,valid
_ _ 2945 _ _ 696 _ _ _ _ 3218 _ _ 1150 _ _,valid
_ _ _ 1755 _ _ 2329 2271 1551 1075 _ _ 1370 _ _ _,invalid
_ _ 1864 _ _ 1482 _ _ _ _ 669 _ _ 1871 _ _,valid
773 _ _ 2286 _ 1802 _ _ _ _ 3663 _ 1806 _ _ 3935,invalid
_ 994 _ _ 3158 _ _ 2996 1005 _ _ 2785 _ _ 2054 _,invalid
_ _ _ 185 _ 1496 397 _ _ 1428 322 _ 3919 _ _ _,invalid
2769 _ 776 _ _ _ _ _ _ _ _ _ _ 1689 _ 2626,invalid
_ _ 1704 _ _ 405 _ _ _ _ 1106 _ _ 223 _ _,valid
_ _ 218 _ 979 _ _ _ _ _ _ 2451 _ 2800 _ _,valid
_ 2403 _ _ _ _ _ 828 3180 _ _ _ _ _ 3017 _,valid
1521 _ _ _ _ _ _ 703 3721 _ _ _ _ _ _ 1207,invalid
784 _ 2053 _ _ _ _ _ _ _ _ _ _ 945 _ 366,valid
_ _ _ _ _ 942 _ 535 3575 _ 3118 _ _ _ _ _,invalid
_ _ _ _ 2060 _ 2435 _ _ 591 _ 467 _ _ _ _,valid
3502 _ _ _ 4021 _ _ _ _ _ _ 3856 _ _ _ 919,valid
_ _ 323 _ 930 _ _ 3756 100 _ _ 2981 _ 1198 _ _,invalid
1473 _ _ _ _ _ _ 2463 1734 _ _ _ _ _ _ 3771,invalid
2335 _ 3263 _ _ _ _ 38 1750 _ _ _ _ 2634 _ 760,valid
3576 _ _ _ 3702 2327 _ _ _ _ 4110 1514 _ _ _ 169,valid
_ 3452 _ _ 3081 _ _ 257 3180 _ _ 3986 _ _ 202 _,invalid
2397 3237 _ _ _ 1341 _ _ _ _ 1720 _ _ _ 2461 2473,invalid
_ _ _ _ 2975 _ 164 2638 3346 4095 _ 3760 _ _ _ _,valid
_ 436 3507 2796 _ _ _ _ _ _ _ _ 3460 1643 1322 _,valid
_ 764 564 _ _ _ _ 1982 1488 _ _ _ _ 2964 664 _,valid
_ 134 3684 _ _ _ _ 3164 444 _ _ _ _ 2189 2632 _,valid
_ _ 23 3965 _ _ _ 1492 2399 _ _ _ 3338 2082 _ _,invalid
419 3524 _ _ _ 19 _ _ _ _ 2655 _ _ _ 1719 190,valid
2217 _ _ _ _ 3196 4024 _ _ 4150 1153 _ _ _ _ 366,invalid
_ 3315 _ _ 3184 _ _ 3675 565 _ _ 3436 _ _ 1319 _,invalid
_ _ 751 _ _ 3980 _ _ _ _ 2176 _ _ 3610 _ _,invalid
_ _ _ 3167 _ _ 572 3669 283 2459 _ _ 497 _ _ _,invalid
_ 3504 _ 2335 118 _ _ _ _ _ _ 3388 1499 _ 370 _,valid
_ 1093 _ _ 3587 _ _ 3787 110 _ _ 2648 _ _ 448 _,valid
_ 131 _ _ _ _ 2921 _ _ 2916 _ _ _ _ 2369 _,valid
3313 _ _ _ 2801 821 _ _ _ _ 2028 1462 _ _ _ 1875,valid
_ _ 982 1313 _ _ _ 2581 3640 _ _ _ 3653 1166 _ _,valid
_ _ _ _ _ 475 _ 2446 886 _ 462 _ _ _ _ _,valid
_ _ 1244 _ 1648 _ _ 2386 3819 _ _ 4102 _ 2362 _ _,valid
_ _ 3323 _ 2210 _ _ 1176 329 _ _ 3971 _ 2458 _ _,invalid
_ _ _ 2336 _ _ 1264 1068 2002 858 _ _ 345 _ _ _,invalid
1547 1908 _ _ 4108 _ _ _ _ _ _ 2452 _ _ 3787 846,invalid
2234 _ _ _ _ 3200 2215 _ _ 2710 471 _ _ _ _ 3790,valid
2049 3017 _ _ 490 _ _ _ _ _ _ 660 _ _ 692 3309,invalid
