puzzle,label
_ _ _ _ 1690 370 _ 128 3018 _ 932 321 _ _ _ _,valid
_ _ 890 _ _ _ 2804 3322 475 2689 _ _ _ 1932 _ _,valid
_ _ _ _ 2754 2949 _ 3771 48 _ 1660 1068 _ _ _ _,invalid
_ _ _ 2272 2352 _ _ _ _ _ _ 3849 3486 _ _ _,invalid
_ 2963 2414 _ 2958 _ _ _ _ _ _ 3799 _ 2527 3152 _,valid
_ 131 3153 _ _ _ _ 1502 4091 _ _ _ _ 2377 2092 _,invalid
_ _ _ _ 144 _ 2470 _ _ 2863 _ 351 _ _ _ _,valid
_ _ _ _ _ 3144 _ 3425 2361 _ 3136 _ _ _ _ _,valid
2398 541 _ _ _ _ _ _ _ _ _ _ _ _ 563 3788,valid
_ _ 2361 1285 _ _ _ 3955 1981 _ _ _ 2684 2565 _ _,invalid
2089 _ _ 3313 _ 2930 _ _ _ _ 1805 _ 3084 _ _ 1697,invalid
_ _ _ 2627 332 _ _ _ _ _ _ 2644 3990 _ _ _,invalid
3158 _ _ _ _ 1830 989 _ _ 2480 2948 _ _ _ _ 1625,invalid
_ _ 1988 1950 _ _ 1510 _ _ 3059 _ _ 140 2681 _ _,valid
61 _ _ _ 277 _ _ _ _ _ _ 1640 _ _ _ 3758,valid
418 _ _ 2031 _ 3191 _ _ _ _ 4081 _ 2981 _ _ 2437,invalid
_ _ 3143 _ _ _ 1361 3835 3131 1600 _ _ _ 283 _ _,invalid
_ _ 3576 _ _ _ 2397 _ _ 3398 _ _ _ 1899 _ _,valid
_ 3074 _ 375 _ _ 1676 _ _ 803 _ _ 2108 _ 473 _,invalid
_ 1447 _ 689 _ _ 2681 _ _ 2121 _ _ 2527 _ 3310 _,invalid
_ _ _ _ 1688 _ 191 1443 1779 1232 _ 2565 _ _ _ _,valid
1329 575 _ _ 3753 _ _ _ _ _ _ 772 _ _ 2879 3238,invalid
1804 2301 _ _ 1043 _ _ _ _ _ _ 4080 _ _ 3221 1468,invalid
_ _ _ _ 2166 _ 1405 _ _ 1136 _ 2058 _ _ _ _,valid
_ _ _ _ 1669 1367 _ _ _ _ 761 1934 _ _ _ _,valid
_ _ _ _ _ 509 3144 1252 1989 3728 2873 _ _ _ _ _,valid
_ _ 2481 _ 3764 _ _ _ _ _ _ 3487 _ 1945 _ _,valid
_ _ _ 864 _ 4114 3186 _ _ 1500 4071 _ 3430 _ _ _,invalid
_ 1545 _ 1100 _ _ _ _ _ _ _ _ 1812 _ 1144 _,invalid
2870 55 1878 _ _ _ _ _ _ _ _ _ _ 1473 3243 1348,valid
2775 _ _ _ _ _ _ 1587 3458 _ _ _ _ _ _ 1891,valid
_ 3567 _ 3337 _ _ _ _ _ _ _ _ 3102 _ 1038 _,invalid
_ _ 760 _ _ _ 1928 1518 1175 1043 _ _ _ 1470 _ _,invalid
_ _ _ _ _ 54 _ 1314 1400 _ 3753 _ _ _ _ _,invalid
_ _ _ 1029 426 _ _ _ _ _ _ 1100 2571 _ _ _,invalid
_ _ 4039 1817 _ _ 1932 _ _ 325 _ _ 2029 2049 _ _,invalid
2539 _ 3341 _ _ _ _ _ _ _ _ _ _ 524 _ 497,invalid
_ 541 _ _ 3591 _ _ 2249 1739 _ _ 3884 _ _ 644 _,invalid
_ _ 1292 _ _ 3197 _ _ _ _ 4080 _ _ 2717 _ _,invalid
1524 2705 _ _ _ 346 _ _ _ _ 184 _ _ _ 241 1304,invalid
_ _ 3280 _ 350 _ _ _ _ _ _ 2858 _ 4057 _ _,valid
1445 2683 _ _ _ _ _ _ _ _ _ _ _ _ 678 2087,valid
_ _ _ 8 3405 _ _ 4139 2220 _ _ 1787 31 _ _ _,invalid
918 1855 _ _ _ 283 _ _ _ _ 1979 _ _ _ 2496 3035,invalid
_ _ _ _ 2249 _ 3977 _ _ 3655 _ 2290 _ _ _ _,valid
_ 1847 _ _ _ _ 2172 _ _ 2270 _ _ _ _ 1578 _,invalid
_ _ 3916 3763 _ _ 1378 _ _ 4153 _ _ 531 2383 _ _,valid
_ _ 2741 _ _ 2461 _ _ _ _ 3463 _ _ 982 _ _,valid
_ _ 3356 _ _ 123 _ _ _ _ 2228 _ _ 3528 _ _,invalid
2722 _ _ _ _ _ _ 4079 1875 _ _ _ _ _ _ 1874,invalid
_ 2297 1249 _ 1888 _ _ _ _ _ _ 3169 _ 1693 424 _,valid
1699 _ _ 1143 _ 3995 _ _ _ _ 2411 _ 1840 _ _ 205,valid
3255 _ _ _ _ _ 1543 _ _ 2374 _ _ _ _ _ 1792,valid
748 _ _ 1849 _ 1179 _ _ _ _ 2225 _ 1980 _ _ 2670,invalid
_ _ 1551 3992 _ _ 3270 _ _ 1922 _ _ 2715 2853 _ _,invalid
_ _ _ _ _ 2724 _ 2055 2852 _ 4039 _ _ _ _ _,valid
_ 2178 2063 _ _ _ 58 _ _ 1603 _ _ _ 2782 2963 _,invalid
_ _ 3330 _ 1018 _ _ 3702 2876 _ _ 3987 _ 3863 _ _,invalid
_ 3526 _ _ _ _ _ 609 2831 _ _ _ _ _ 2663 _,valid
_ 495 2318 _ 617 _ _ _ _ _ _ 3720 _ 2221 2723 _,invalid
_ 485 _ 4125 3899 _ _ _ _ _ _ 3477 1979 _ 3910 _,invalid
_ _ _ _ _ 90 2159 3391 3550 3546 1816 _ _ _ _ _,invalid
_ 575 3196 _ _ _ _ 3061 2047 _ _ _ _ 1008 3480 _,invalid
_ 1021 _ _ 1726 _ 394 _ _ 2985 _ 4107 _ _ 685 _,valid
