puzzle,label
_ 1911 _ _ _ 912 _ _ _ _ 442 _ _ _ 3564 _,valid
_ 196 _ _ _ _ 2007 _ _ 4047 _ _ _ _ 3802 _,valid
_ 2298 2971 _ 2486 _ _ _ _ _ _ 3538 _ 1478 1748 _,invalid
_ 755 _ _ _ _ 1720 _ _ 2790 _ _ _ _ 2317 _,invalid
3023 1368 _ _ 2533 _ _ _ _ _ _ 3433 _ _ 704 190,valid
2989 _ _ _ _ _ _ 2999 726 _ _ _ _ _ _ 838,invalid
771 _ _ _ 1849 1956 _ _ _ _ 2352 844 _ _ _ 3996,valid
2440 790 _ _ 628 _ _ _ _ _ _ 527 _ _ 3051 706,valid
_ 2538 _ 2239 _ _ _ _ _ _ _ _ 3989 _ 2132 _,valid
_ 3282 _ _ 1588 _ _ 3423 482 _ _ 1261 _ _ 88 _,invalid
_ _ 3430 _ _ 2775 3498 _ _ 3087 2699 _ _ 3326 _ _,invalid
_ _ 2264 _ _ 1535 _ _ _ _ 3092 _ _ 691 _ _,invalid
_ _ 3022 2543 _ _ _ 2656 2546 _ _ _ 1977 3248 _ _,invalid
_ _ _ _ _ _ 2271 2348 2341 1679 _ _ _ _ _ _,valid
_ _ 3842 464 _ _ _ _ _ _ _ _ 729 1638 _ _,valid
_ _ 338 _ _ 2067 _ _ _ _ 18 _ _ 2792 _ _,invalid
2476 _ _ _ 2971 100 _ _ _ _ 116 1526 _ _ _ 846,invalid
_ 360 2858 _ _ 1552 _ _ _ _ 2913 _ _ 2074 2799 _,valid
1240 _ _ 2877 _ 1825 _ _ _ _ 1054 _ 2286 _ _ 120,invalid
_ _ _ _ _ 1391 _ 1877 2913 _ 749 _ _ _ _ _,invalid
_ 2637 _ _ _ _ _ 3775 1823 _ _ _ _ _ 3331 _,valid
_ _ 3554 392 _ _ 2875 _ _ 3305 _ _ 416 69 _ _,invalid
1980 232 _ _ _ 719 _ _ _ _ 3944 _ _ _ 578 2241,invalid
3073 _ _ _ _ 4002 _ 1013 3380 _ 1321 _ _ _ _ 564,valid
_ 543 _ _ _ _ 1137 _ _ 2984 _ _ _ _ 1630 _,valid
2132 _ _ _ _ _ _ 2657 3316 _ _ _ _ _ _ 4142,valid
_ 1945 916 _ _ 742 _ _ _ _ 3970 _ _ 3461 3590 _,valid
