puzzle,label
_ _ 1837 _ _ 2897 _ 2229 1215 _ 2656 _ _ 1038 _ _,valid
_ 117 _ _ 3648 _ _ 3728 1204 _ _ 1559 _ _ 1681 _,valid
_ _ _ _ 3663 _ 2764 _ _ 1910 _ 2541 _ _ _ _,invalid
_ 2316 _ _ _ _ 1717 _ _ 3239 _ _ _ _ 3947 _,invalid
_ 395 _ _ 3144 _ _ 3308 2475 _ _ 3035 _ _ 163 _,valid
2642 _ _ _ _ _ _ 2630 49 _ _ _ _ _ _ 3130,invalid
_ 47 704 _ _ _ _ 3962 1715 _ _ _ _ 1807 3072 _,valid
_ 689 _ _ _ _ _ 1511 3171 _ _ _ _ _ 2494 _,valid
_ _ _ 2200 3175 _ _ _ _ _ _ 2209 2364 _ _ _,valid
3291 _ _ _ 2278 248 _ _ _ _ 2224 2841 _ _ _ 763,invalid
1044 _ _ _ _ 1130 4015 _ _ 1572 4028 _ _ _ _ 1286,invalid
_ 3862 2917 _ _ _ 710 _ _ 3460 _ _ _ 2950 3125 _,invalid
_ _ _ 2179 _ _ 1381 3797 979 2103 _ _ 1352 _ _ _,invalid
1881 _ _ 1512 _ _ 3745 _ _ 85 _ _ 3072 _ _ 1096,valid
_ _ 395 4070 _ _ _ _ _ _ _ _ 131 1804 _ _,valid
_ _ _ 1329 26 _ _ 2396 3733 _ _ 3060 2035 _ _ _,invalid
_ _ _ 217 _ _ 702 2151 851 1551 _ _ 919 _ _ _,invalid
_ _ _ _ 3311 _ 3910 _ _ 3996 _ 815 _ _ _ _,valid
_ 3804 _ _ _ _ 1697 _ _ 3588 _ _ _ _ 690 _,invalid
_ _ _ _ _ 1894 _ 988 1024 _ 3965 _ _ _ _ _,invalid
_ _ _ _ _ 3448 _ 3522 1763 _ 1789 _ _ _ _ _,valid
2322 1699 _ _ _ 1761 _ _ _ _ 424 _ _ _ 1448 2122,invalid
_ 2144 _ _ 3846 1425 _ _ _ _ 1962 607 _ _ 1804 _,invalid
_ _ _ 824 _ 491 _ _ _ _ 3424 _ 486 _ _ _,valid
539 _ _ _ _ 3463 3561 _ _ 3600 1444 _ _ _ _ 1074,valid
_ _ _ 647 4085 _ _ _ _ _ _ 2442 652 _ _ _,valid
_ _ 108 861 _ _ 1844 _ _ 42 _ _ 1452 2497 _ _,valid
800 _ 2330 _ _ _ _ _ _ _ _ _ _ 1721 _ 1180,invalid
_ 471 _ 3519 _ _ _ _ _ _ _ _ 1753 _ 2639 _,invalid
3361 _ _ _ _ _ 1956 _ _ 1429 _ _ _ _ _ 2764,valid
_ _ 758 4037 _ _ 2452 _ _ 2509 _ _ 189 1157 _ _,valid
3544 _ 2364 _ _ _ _ _ _ _ _ _ _ 3276 _ 3194,invalid
_ _ 1721 _ _ _ 1422 3427 4074 99 _ _ _ 305 _ _,invalid
_ _ _ _ 887 754 3114 _ _ 3409 383 1804 _ _ _ _,invalid
_ 1331 3222 _ 1854 _ _ _ _ _ _ 295 _ 3966 2226 _,invalid
_ _ _ 950 _ 615 1356 _ _ 3086 3313 _ 1147 _ _ _,invalid
1066 _ _ 1503 _ _ 2565 _ _ 1927 _ _ 3448 _ _ 1832,invalid
_ _ 1395 1512 _ _ 3541 _ _ 2898 _ _ 4139 3833 _ _,invalid
_ 3740 3687 _ _ _ 2728 _ _ 2295 _ _ _ 335 2956 _,invalid
_ _ _ 301 _ _ 3191 4025 2974 972 _ _ 3394 _ _ _,invalid
227 _ _ 2557 _ 1490 _ _ _ _ 966 _ 703 _ _ 2192,valid
_ _ 114 _ _ 2079 _ _ _ _ 2235 _ _ 1315 _ _,valid
_ _ _ 3149 691 _ _ _ _ _ _ 1231 1472 _ _ _,invalid
888 1281 _ _ _ 822 _ _ _ _ 2489 _ _ _ 3314 3553,invalid
_ _ 3062 _ _ _ 168 1789 3069 2964 _ _ _ 472 _ _,valid
_ 2561 _ _ 3620 _ _ 2558 539 _ _ 1932 _ _ 3276 _,invalid
_ _ _ _ 2336 _ 2171 3995 2333 37 _ 2546 _ _ _ _,valid
_ _ _ 2068 _ _ _ 1114 3933 _ _ _ 438 _ _ _,valid
_ _ _ 2236 3935 _ _ _ _ _ _ 1491 3599 _ _ _,invalid
_ 129 _ _ _ _ 845 _ _ 3942 _ _ _ _ 4052 _,invalid
_ _ 375 _ 146 _ _ _ _ _ _ 4135 _ 633 _ _,valid
_ 2217 1270 _ _ _ _ 2920 1640 _ _ _ _ 314 2032 _,valid
1152 _ _ _ 1588 4139 _ _ _ _ 2146 3966 _ _ _ 3013,valid
_ 3284 _ _ 219 _ _ 2686 3843 _ _ 789 _ _ 2153 _,invalid
_ _ 1176 3428 _ _ _ 3787 3384 _ _ _ 3481 1652 _ _,invalid
_ 1366 896 _ _ _ _ 655 1227 _ _ _ _ 755 1282 _,valid
_ 1459 _ _ _ _ 1729 _ _ 1666 _ _ _ _ 2964 _,invalid
_ _ _ 567 2394 _ _ _ _ _ _ 3238 1804 _ _ _,invalid
