puzzle,label
235 _ _ 1785 _ _ _ 3162 852 _ _ _ 1604 _ _ 4147,valid
3455 _ _ _ _ 3925 3382 _ _ 3713 616 _ _ _ _ 3583,valid
_ _ _ _ _ 876 _ 3735 2347 _ 537 _ _ _ _ _,invalid
3063 _ _ _ _ _ _ 4026 2716 _ _ _ _ _ _ 3777,invalid
_ _ _ _ 1785 _ 222 1101 243 2128 _ 2485 _ _ _ _,valid
_ _ 524 _ _ 479 _ _ _ _ 3281 _ _ 3948 _ _,invalid
599 _ 813 _ _ _ _ _ _ _ _ _ _ 3242 _ 3819,valid
_ _ 3912 _ _ _ 188 656 3877 2331 _ _ _ 4122 _ _,valid
_ _ _ _ _ _ 2787 932 2545 3121 _ _ _ _ _ _,valid
_ _ _ 3564 _ _ 4130 579 2954 2510 _ _ 243 _ _ _,invalid
_ _ _ 3530 _ 1274 494 _ _ 989 4026 _ 898 _ _ _,invalid
1451 _ _ _ _ _ _ 3334 3338 _ _ _ _ _ _ 2832,invalid
3773 2935 _ _ 686 _ _ _ _ _ _ 3463 _ _ 1087 2444,invalid
3306 _ _ _ _ _ _ 557 32 _ _ _ _ _ _ 3505,valid
184 _ _ 720 _ 84 _ _ _ _ 4065 _ 2580 _ _ 3589,valid
439 _ _ 2935 _ _ _ 3742 3819 _ _ _ 1166 _ _ 1729,invalid
_ 2897 _ _ 3318 3126 _ _ _ _ 582 3653 _ _ 1591 _,invalid
_ _ 1219 4122 _ _ _ _ _ _ _ _ 3543 1078 _ _,valid
_ 3636 _ _ _ _ 497 _ _ 145 _ _ _ _ 1232 _,invalid
_ 488 _ 4076 _ _ _ _ _ _ _ _ 3203 _ 623 _,invalid
_ _ _ _ 997 _ 2273 _ _ 1637 _ 1745 _ _ _ _,valid
3000 _ _ _ 842 2153 _ _ _ _ 2787 1005 _ _ _ 2339,invalid
_ 1849 4017 _ 2393 _ _ _ _ _ _ 1399 _ 4065 2209 _,invalid
700 2618 _ _ _ 2708 _ _ _ _ 3463 _ _ _ 3241 4125,valid
3167 _ _ 3696 _ _ 876 _ _ 2482 _ _ 1390 _ _ 793,valid
_ _ _ _ 374 2010 _ _ _ _ 3891 239 _ _ _ _,valid
_ _ _ _ _ 1390 _ 894 1049 _ 2172 _ _ _ _ _,valid
_ _ _ _ 4076 _ 3173 _ _ 1721 _ 1444 _ _ _ _,invalid
_ _ _ _ 1358 _ 1664 2374 2788 2017 _ 404 _ _ _ _,invalid
2127 _ _ _ _ _ 2720 _ _ 3690 _ _ _ _ _ 3241,valid
4143 656 _ _ _ 1727 _ _ _ _ 2138 _ _ _ 1256 3670,valid
_ _ _ _ 1444 _ 3609 _ _ 1653 _ 3984 _ _ _ _,invalid
_ 1802 _ _ 963 _ _ 1281 1325 _ _ 3241 _ _ 2877 _,invalid
_ _ _ _ _ 2020 _ 3310 2726 _ 304 _ _ _ _ _,invalid
_ _ 835 _ 1373 _ _ 3058 2378 _ _ 2455 _ 1215 _ _,invalid
2309 _ _ 2762 _ 1188 _ _ _ _ 1473 _ 3270 _ _ 2808,invalid
_ _ _ _ _ 3784 _ 1007 1383 _ 50 _ _ _ _ _,invalid
2284 2692 _ _ _ 3112 _ _ _ _ 3407 _ _ _ 3065 2341,invalid
2232 _ _ 2292 3744 _ _ _ _ _ _ 2612 628 _ _ 3167,invalid
1898 3758 _ _ _ 1130 _ _ _ _ 106 _ _ _ 2175 790,invalid
_ _ 2434 _ 3463 _ _ 535 2104 _ _ 1203 _ 1866 _ _,valid
1873 _ _ 3198 _ _ _ 1257 146 _ _ _ 4058 _ _ 3993,valid
3348 _ _ _ _ _ _ 964 3992 _ _ _ _ _ _ 2847,invalid
763 _ _ 1796 _ _ 3587 _ _ 1238 _ _ 2454 _ _ 2978,invalid
2068 _ 3981 _ _ _ _ _ _ _ _ _ _ 507 _ 2123,valid
_ _ 2280 _ _ 3724 _ _ _ _ 2161 _ _ 2004 _ _,invalid
516 _ 3636 _ _ _ _ _ _ _ _ _ _ 2991 _ 462,valid
461 _ _ _ _ _ 4009 _ _ 878 _ _ _ _ _ 1390,valid
1122 _ _ _ _ _ _ 3440 4028 _ _ _ _ _ _ 3806,invalid
_ _ 3948 _ 1751 _ _ 455 3372 _ _ 2921 _ 3415 _ _,invalid
_ _ 3505 1707 _ _ _ _ _ _ _ _ 499 2048 _ _,valid
_ _ _ 1889 _ 3728 1389 _ _ 2326 3302 _ 3893 _ _ _,valid
1693 _ _ _ 1906 _ _ _ _ _ _ 937 _ _ _ 1040,valid
_ 2716 809 _ 1346 _ _ _ _ _ _ 1583 _ 1079 2628 _,invalid
_ 1147 _ _ 128 2383 _ _ _ _ 1874 3884 _ _ 814 _,invalid
_ 434 _ _ _ 3202 _ _ _ _ 301 _ _ _ 3150 _,valid
2361 _ _ 249 _ _ 1631 _ _ 3056 _ _ 1461 _ _ 3386,invalid
_ 75 3310 _ _ 1485 _ _ _ _ 2766 _ _ 1829 239 _,invalid
_ _ 3395 _ _ 1292 _ _ _ _ 437 _ _ 2815 _ _,valid
1578 _ _ _ _ 489 2511 _ _ 3428 2610 _ _ _ _ 3799,invalid
_ _ 2970 _ 2252 _ _ 1014 3985 _ _ 3575 _ 167 _ _,invalid
2531 _ _ 934 _ _ 3007 _ _ 3355 _ _ 2615 _ _ 3631,invalid
944 _ _ _ _ 3310 3697 _ _ 2264 1873 _ _ _ _ 189,invalid
_ _ 1634 _ _ 3441 _ _ _ _ 4137 _ _ 2032 _ _,valid
_ _ 2180 _ _ _ 2004 2323 775 3067 _ _ _ 2053 _ _,valid
1236 _ _ _ 3973 965 _ _ _ _ 3087 808 _ _ _ 692,invalid
482 _ _ 2068 _ _ 390 _ _ 2709 _ _ 3388 _ _ 732,valid
_ _ _ 597 3226 _ _ _ _ _ _ 65 2444 _ _ _,valid
_ 3600 _ 507 _ _ _ _ _ _ _ _ 77 _ 316 _,invalid
696 _ _ 3864 _ 1658 _ _ _ _ 702 _ 109 _ _ 2976,invalid
_ _ 3361 1254 _ _ _ 254 3268 _ _ _ 1718 2248 _ _,valid
1322 _ 3719 _ _ _ _ _ _ _ _ _ _ 3050 _ 4082,invalid
_ _ _ 428 _ 344 _ _ _ _ 3209 _ 3032 _ _ _,valid
1328 _ _ _ _ _ 1148 _ _ 1917 _ _ _ _ _ 2515,valid
_ _ _ _ _ _ 2678 177 3374 3609 _ _ _ _ _ _,valid
3543 _ _ _ 3793 1891 _ _ _ _ 306 3278 _ _ _ 2504,invalid
3310 _ _ _ _ 746 2111 _ _ 2018 2222 _ _ _ _ 1219,invalid
282 _ _ 3947 _ _ 2962 _ _ 481 _ _ 3185 _ _ 2566,invalid
1876 _ _ _ 571 _ _ _ _ _ _ 3933 _ _ _ 4002,valid
4155 _ _ _ 726 49 _ _ _ _ 1728 3638 _ _ _ 3784,invalid
1906 _ _ _ _ _ 427 _ _ 331 _ _ _ _ _ 1400,valid
_ 3570 _ _ _ 284 _ _ _ _ 2226 _ _ _ 2363 _,valid
_ 3410 _ _ 37 1685 _ _ _ _ 1038 743 _ _ 3657 _,valid
_ 1811 _ _ _ _ 2270 _ _ 2855 _ _ _ _ 2254 _,valid
_ _ 2865 _ _ _ 128 1971 2770 2021 _ _ _ 476 _ _,invalid
_ _ _ 2804 _ 1515 _ _ _ _ 541 _ 988 _ _ _,valid
_ _ _ 1462 _ 1127 1134 _ _ 2444 1250 _ 2459 _ _ _,invalid
_ 4028 _ _ _ _ 1111 _ _ 1297 _ _ _ _ 1877 _,invalid
_ _ 663 61 _ _ _ _ _ _ _ _ 3470 376 _ _,valid
2994 _ _ 3790 _ _ 1852 _ _ 1887 _ _ 4049 _ _ 319,valid
_ 3050 _ _ 2405 _ _ 2646 1246 _ _ 1895 _ _ 1289 _,invalid
1350 _ _ _ _ _ _ 2240 1802 _ _ _ _ _ _ 1356,valid
2006 _ _ 2125 _ _ 1502 _ _ 1449 _ _ 627 _ _ 3418,invalid
3253 _ _ 740 _ _ 363 _ _ 2597 _ _ 3938 _ _ 3862,invalid
2027 _ 3266 3537 _ _ _ _ _ _ _ _ 1170 1736 _ 1783,invalid
_ 3050 _ 3299 _ _ _ _ _ _ _ _ 452 _ 2632 _,invalid
_ 3805 _ _ 3472 _ _ 1969 4063 _ _ 556 _ _ 1308 _,valid
3727 _ _ 689 _ _ 1783 _ _ 3996 _ _ 1866 _ _ 1489,valid
_ _ 3113 _ 572 _ _ 3952 3672 _ _ 1890 _ 2186 _ _,valid
236 _ _ 1912 _ _ 2211 _ _ 3333 _ _ 3434 _ _ 3841,invalid
_ _ 128 _ 406 _ _ _ _ _ _ 1892 _ 2006 _ _,valid
_ 825 _ 1899 _ _ _ _ _ _ _ _ 2664 _ 1491 _,invalid
_ _ 726 10 _ _ _ 849 1811 _ _ _ 2480 2591 _ _,valid
_ _ 2589 _ _ 3551 1561 _ _ 242 703 _ _ 2460 _ _,valid
4149 _ _ 2374 _ _ 2406 _ _ 2319 _ _ 3721 _ _ 3423,invalid
_ 1697 3678 _ _ _ 1602 _ _ 973 _ _ _ 2921 1300 _,invalid
964 301 _ _ _ _ _ _ _ _ _ _ _ _ 12 3752,valid
3423 588 _ _ 1457 _ _ _ _ _ _ 12 _ _ 56 3945,valid
_ _ 1684 1898 _ _ _ 4065 2555 _ _ _ 2211 2248 _ _,invalid
_ _ 3123 _ _ _ 1537 2148 887 1685 _ _ _ 2496 _ _,invalid
1277 _ _ 3701 _ _ 2540 _ _ 1526 _ _ 1849 _ _ 4116,valid
_ 434 _ _ 1868 _ _ 644 1461 _ _ 2573 _ _ 2754 _,valid
_ 2873 _ 2807 _ _ _ _ _ _ _ _ 3721 _ 1004 _,valid
1799 _ _ _ _ _ 216 _ _ 269 _ _ _ _ _ 1971,valid
_ _ 1682 2185 _ _ 3745 _ _ 18 _ _ 3602 1189 _ _,invalid
_ 3176 3369 _ _ 3671 _ _ _ _ 2574 _ _ 1234 652 _,valid
3882 _ _ 682 _ _ 3621 _ _ 1236 _ _ 3532 _ _ 1622,invalid
889 _ _ _ _ 396 2298 _ _ 861 623 _ _ _ _ 3925,invalid
3214 _ _ 3527 _ 3719 _ _ _ _ 2452 _ 2314 _ _ 2878,invalid
_ _ _ 236 _ 3223 3993 _ _ 2482 3448 _ 2619 _ _ _,invalid
488 2741 _ _ _ 976 _ _ _ _ 291 _ _ _ 3228 4014,valid
_ 2085 _ _ _ 3349 _ _ _ _ 1165 _ _ _ 2012 _,valid
1176 _ _ 3152 _ 2799 _ _ _ _ 1799 _ 3295 _ _ 2141,valid
_ 3877 _ _ _ 3113 _ _ _ _ 4002 _ _ _ 2481 _,valid
_ _ 3631 _ 825 _ _ 3911 1109 _ _ 1837 _ 3456 _ _,valid
_ _ 640 176 _ _ 1076 _ _ 4078 _ _ 3729 3337 _ _,valid
_ _ _ _ 3369 _ 3612 _ _ 418 _ 650 _ _ _ _,valid
_ 3313 _ 1992 _ _ _ _ _ _ _ _ 405 _ 743 _,invalid
338 _ _ 1241 _ 1970 _ _ _ _ 3187 _ 158 _ _ 261,invalid
_ _ 1807 2115 _ _ _ 1889 2927 _ _ _ 2479 174 _ _,invalid
_ _ _ 2254 _ _ 2193 1258 765 2893 _ _ 3153 _ _ _,valid
2458 _ _ _ 176 2434 _ _ _ _ 4063 1463 _ _ _ 69,invalid
_ _ _ _ _ 2858 _ 1758 3404 _ 1554 _ _ _ _ _,valid
_ _ 2991 2823 _ _ _ 3504 1204 _ _ _ 958 1094 _ _,valid
_ _ 763 _ _ 722 _ 1279 226 _ 1698 _ _ 512 _ _,invalid
_ _ 3853 _ _ 3232 _ _ _ _ 1107 _ _ 299 _ _,valid
_ 3724 _ _ _ _ 91 _ _ 1569 _ _ _ _ 905 _,invalid
_ _ 858 _ _ 2741 _ _ _ _ 389 _ _ 91 _ _,invalid
_ _ _ _ 1108 1808 _ _ _ _ 1473 786 _ _ _ _,valid
2834 2053 _ _ _ 3687 _ _ _ _ 1921 _ _ _ 773 1451,valid
_ 49 _ _ 285 3659 _ _ _ _ 3422 99 _ _ 1322 _,valid
_ 1485 120 _ _ _ _ 412 882 _ _ _ _ 2454 3212 _,invalid
_ 2716 2120 _ 1868 _ _ _ _ _ _ 2985 _ 4106 683 _,valid
_ _ _ 1302 305 _ _ _ _ _ _ 2137 3317 _ _ _,invalid
_ _ 601 4034 _ _ 3341 _ _ 1306 _ _ 2929 3862 _ _,valid
_ _ 3991 3224 _ _ _ 446 2848 _ _ _ 2434 3719 _ _,invalid
_ 1270 _ _ 1026 _ 740 _ _ 3502 _ 100 _ _ 268 _,invalid
_ _ 707 _ 298 _ _ _ _ _ _ 436 _ 2565 _ _,valid
_ _ _ 2270 _ _ 1531 2198 1197 1259 _ _ 1620 _ _ _,invalid
401 _ _ _ 1752 _ _ _ _ _ _ 1985 _ _ _ 1931,valid
3587 _ _ _ _ 2864 _ 1138 3853 _ 2545 _ _ _ _ 3660,invalid
_ _ 3535 _ _ 3197 3405 _ _ 2600 2286 _ _ 3419 _ _,invalid
_ _ 4078 3924 _ _ 964 _ _ 978 _ _ 3084 2458 _ _,invalid
_ _ 3664 _ _ _ 3004 1970 3067 748 _ _ _ 2812 _ _,valid
1268 _ _ _ _ _ 3094 _ _ 750 _ _ _ _ _ 2375,valid
_ 3591 642 _ 399 _ _ _ _ _ _ 2609 _ 667 3443 _,invalid
1134 _ 482 _ _ _ _ _ _ _ _ _ _ 3266 _ 3862,invalid
_ 513 _ _ _ _ 3161 _ _ 2214 _ _ _ _ 1389 _,invalid
_ _ _ 2493 3448 _ _ _ _ _ _ 1358 3916 _ _ _,valid
_ 3337 1289 _ 2980 _ _ _ _ _ _ 2546 _ 1040 1631 _,invalid
_ 2153 _ _ _ _ 3728 _ _ 629 _ _ _ _ 4041 _,invalid
_ _ 979 _ _ _ 1275 579 437 3667 _ _ _ 3323 _ _,invalid
_ _ 3889 _ 2086 _ _ _ _ _ _ 3152 _ 1448 _ _,valid
2354 _ _ _ 1951 2840 _ _ _ _ 1715 3557 _ _ _ 393,valid
4076 _ 3738 _ _ 2191 _ _ _ _ 2519 _ _ 854 _ 3697,valid
_ _ _ _ 2949 _ 1568 _ _ 317 _ 2008 _ _ _ _,valid
_ 2164 _ _ 2503 _ 1531 _ _ 3579 _ 106 _ _ 1686 _,invalid
4143 1017 _ _ _ 3205 _ _ _ _ 1908 _ _ _ 432 2277,valid
3648 _ 3959 _ _ _ _ _ _ _ _ _ _ 3052 _ 3670,invalid
_ _ 148 2191 _ _ 2834 _ _ 3596 _ _ 4017 1245 _ _,invalid
_ _ 2612 840 _ _ 2086 _ _ 277 _ _ 944 994 _ _,valid
_ _ _ _ 774 _ 2303 _ _ 1810 _ 2503 _ _ _ _,invalid
2687 825 _ _ _ 4020 _ _ _ _ 3220 _ _ _ 3436 2049,valid
3129 _ _ 1650 _ 3732 _ _ _ _ 99 _ 958 _ _ 1657,invalid
1948 1178 _ 3436 _ _ _ _ _ _ _ _ 3549 _ 253 1794,invalid
_ 2235 _ _ 2094 _ _ 2307 3612 _ _ 3666 _ _ 3586 _,invalid
3215 _ _ _ _ 2728 _ 3300 2696 _ 1835 _ _ _ _ 2737,invalid
_ _ 2492 4080 _ _ _ 4023 2428 _ _ _ 771 1464 _ _,valid
_ _ _ 4115 _ 3888 1608 _ _ 2877 733 _ 1544 _ _ _,valid
_ 782 _ _ _ _ _ 497 625 _ _ _ _ _ 2688 _,valid
944 _ _ 1657 _ 3176 _ _ _ _ 1544 _ 1421 _ _ 297,invalid
_ _ 3669 _ _ _ 2663 3286 3280 3976 _ _ _ 3727 _ _,valid
_ 279 347 _ _ _ 1628 _ _ 3690 _ _ _ 123 3271 _,valid
_ _ _ _ 229 _ 1091 _ _ 583 _ 2289 _ _ _ _,valid
1380 1130 _ _ _ 1283 _ _ _ _ 2621 _ _ _ 452 404,valid
_ _ 2472 _ _ 3415 _ _ _ _ 998 _ _ 1502 _ _,invalid
_ 3125 4124 _ 129 _ _ _ _ _ _ 1786 _ 2300 2981 _,invalid
_ 3312 2631 _ 2602 _ _ _ _ _ _ 2959 _ 2090 1993 _,invalid
_ 625 _ 3374 _ _ 1275 _ _ 3372 _ _ 1638 _ 1318 _,invalid
_ 2202 _ _ 2111 _ _ 3143 796 _ _ 3993 _ _ 3567 _,invalid
_ _ 175 _ _ _ 588 _ _ 3944 _ _ _ 1947 _ _,valid
1001 _ _ 1359 _ _ _ 3140 3984 _ _ _ 2244 _ _ 1675,invalid
_ _ _ 926 _ 2510 4095 _ _ 1250 483 _ 3643 _ _ _,invalid
_ 3147 2893 _ 1189 _ _ _ _ _ _ 191 _ 3313 3072 _,valid
_ _ 1005 _ 3941 _ _ 1084 3533 _ _ 742 _ 855 _ _,valid
_ 1463 1095 _ _ _ _ 347 3638 _ _ _ _ 3455 2053 _,invalid
_ _ _ _ _ 1855 _ 2321 2605 _ 3977 _ _ _ _ _,invalid
_ 3812 _ 3062 _ _ _ _ _ _ _ _ 767 _ 2967 _,invalid
_ _ 448 247 _ _ _ 1764 2422 _ _ _ 2709 1062 _ _,invalid
2830 _ 2153 _ _ _ _ _ _ _ _ _ _ 390 _ 927,invalid
_ _ _ 536 _ _ _ 2236 2741 _ _ _ 1828 _ _ _,valid
_ 3088 _ _ _ _ _ 2933 3717 _ _ _ _ _ 4080 _,valid
_ _ _ 2486 _ _ _ 132 3113 _ _ _ 1774 _ _ _,valid
_ 1306 1247 _ 2737 _ _ _ _ _ _ 3053 _ 1253 865 _,valid
_ _ 2895 1725 _ _ _ 268 1607 _ _ _ 244 1277 _ _,invalid
_ _ 3638 550 _ _ _ _ _ _ _ _ 695 766 _ _,valid
_ 1121 2727 _ _ _ _ 3455 3425 _ _ _ _ 949 3409 _,invalid
_ 50 1919 _ _ _ _ 1253 3967 _ _ _ _ 3069 1321 _,valid
2280 _ _ _ _ _ 2855 _ _ 1362 _ _ _ _ _ 488,valid
3072 3289 _ _ 3154 _ _ _ _ _ _ 629 _ _ 3947 582,invalid
_ _ _ 1334 _ _ _ 768 1783 _ _ _ 3099 _ _ _,valid
_ _ 2531 1195 _ _ _ 3736 356 _ _ _ 2174 2658 _ _,valid
_ _ _ _ _ 411 _ 1088 417 _ 1238 _ _ _ _ _,valid
_ 3701 _ 3541 _ _ 669 _ _ 1107 _ _ 543 _ 2614 _,valid
_ _ _ _ 426 1874 1625 _ _ 145 1389 1978 _ _ _ _,invalid
1252 2359 _ _ 1413 _ _ _ _ _ _ 2574 _ _ 2245 329,invalid
2770 _ _ _ 3909 4000 _ _ _ _ 4094 2820 _ _ _ 1294,invalid
_ 699 _ _ 1176 _ _ 1861 346 _ _ 939 _ _ 537 _,valid
_ 221 444 _ 2517 _ _ _ _ _ _ 1491 _ 239 3135 _,valid
_ _ _ _ _ 3517 _ 601 1996 _ 1611 _ _ _ _ _,valid
1786 _ _ 87 _ 2782 _ _ _ _ 1294 _ 1005 _ _ 2913,invalid
_ _ 188 3103 _ _ 1448 _ _ 1528 _ _ 2018 3885 _ _,invalid
_ _ _ 2939 _ 964 _ _ _ _ 3392 _ 1137 _ _ _,valid
3791 _ _ 3024 _ 1898 _ _ _ _ 437 _ 2739 _ _ 2543,valid
_ 3836 3215 _ _ _ _ 2530 856 _ _ _ _ 958 617 _,invalid
_ _ _ 2419 _ 1102 708 _ _ 2566 3103 _ 133 _ _ _,valid
965 _ _ _ _ 980 2288 _ _ 2853 347 _ _ _ _ 970,invalid
2873 _ 3470 _ _ 851 _ _ _ _ 1764 _ _ 970 _ 433,valid
