puzzle,label
_ _ 629 _ _ 3704 _ _ _ _ 1160 _ _ 2507 _ _,valid
_ _ _ 2034 933 _ _ _ _ _ _ 1716 248 _ _ _,valid
_ _ _ _ 2937 520 1813 _ _ 2023 3430 2081 _ _ _ _,invalid
_ _ 2581 _ _ 1414 _ _ _ _ 1231 _ _ 1268 _ _,invalid
1651 _ _ _ 396 _ _ _ _ _ _ 2159 _ _ _ 2416,valid
_ _ 687 _ 2664 _ _ 1922 1364 _ _ 3659 _ 468 _ _,invalid
2605 _ _ _ 1506 2017 _ _ _ _ 202 2575 _ _ _ 1177,valid
_ 1495 186 _ 394 _ _ _ _ _ _ 504 _ 3753 698 _,valid
3085 _ _ _ _ _ 3346 _ _ 3935 _ _ _ _ _ 681,valid
_ _ 1955 3103 _ _ 2008 _ _ 2008 _ _ 39 3470 _ _,invalid
1488 _ _ _ _ _ _ 90 1759 _ _ _ _ _ _ 1285,invalid
_ 1802 1893 _ 2050 _ _ _ _ _ _ 123 _ 400 2423 _,invalid
2503 _ _ _ 713 703 _ _ _ _ 84 3797 _ _ _ 766,invalid
892 _ _ 453 _ _ 95 _ _ 3940 _ _ 2122 _ _ 3002,valid
_ _ _ _ _ 2585 _ 2511 1734 _ 1536 _ _ _ _ _,valid
_ _ 927 _ 959 _ _ 3492 1429 _ _ 2955 _ 3201 _ _,invalid
_ _ 3570 _ _ _ 467 949 938 2256 _ _ _ 3603 _ _,invalid
1882 _ _ 3852 _ _ 1198 _ _ 2145 _ _ 468 _ _ 2159,valid
_ _ _ 1815 2522 _ _ _ _ _ _ 2233 1932 _ _ _,invalid
_ 3843 1448 1129 _ _ _ _ _ _ _ _ 3946 3510 2776 _,invalid
_ 1796 _ 1244 485 _ _ _ _ _ _ 1477 2014 _ 0 _,valid
_ 1381 _ _ 824 _ _ 146 2542 _ _ 841 _ _ 2673 _,invalid
_ 3676 _ _ 647 3086 _ _ _ _ 1750 2169 _ _ 2366 _,invalid
2866 1149 _ _ _ _ _ _ _ _ _ _ _ _ 3904 3483,valid
_ 1267 1634 _ _ _ _ 478 750 _ _ _ _ 3861 1223 _,valid
_ 1303 _ _ 714 1779 _ _ _ _ 3308 316 _ _ 2981 _,valid
2649 724 _ _ 3862 _ _ _ _ _ _ 1678 _ _ 3044 1190,valid
_ _ _ _ 453 760 3978 _ _ 1574 39 3633 _ _ _ _,invalid
_ 3557 365 _ _ _ _ 1331 2672 _ _ _ _ 3674 3391 _,invalid
_ _ 1620 _ 3852 _ _ 1546 3870 _ _ 1552 _ 1076 _ _,valid
_ _ _ _ 3388 4066 4041 _ _ 3662 421 4114 _ _ _ _,valid
2704 3625 1706 _ _ _ _ _ _ _ _ _ _ 4095 1658 383,invalid
1468 _ _ _ 1787 3466 _ _ _ _ 3943 1734 _ _ _ 1681,invalid
_ _ 1229 _ _ 1440 _ 1185 3836 _ 501 _ _ 216 _ _,invalid
_ 2852 _ _ _ _ 761 _ _ 3780 _ _ _ _ 2972 _,invalid
2092 _ _ 3923 _ 2941 _ _ _ _ 1582 _ 3346 _ _ 1178,invalid
_ _ _ 4102 _ 2285 2062 _ _ 3887 1420 _ 712 _ _ _,invalid
_ _ 1192 _ _ _ 437 1545 2463 1197 _ _ _ 3082 _ _,invalid
856 _ _ _ _ _ _ 2687 846 _ _ _ _ _ _ 1498,invalid
_ _ 3612 891 _ _ 676 _ _ 2842 _ _ 3086 3168 _ _,invalid
_ 441 _ 3667 _ _ _ _ _ _ _ _ 1809 _ 225 _,valid
792 _ _ _ _ _ 2032 _ _ 2807 _ _ _ _ _ 1595,valid
_ _ 535 _ 189 _ _ 1281 2119 _ _ 948 _ 1177 _ _,invalid
2031 _ _ _ _ 1330 3378 _ _ 1669 1258 _ _ _ _ 4000,invalid
_ _ 2064 _ _ 3288 _ _ _ _ 1578 _ _ 2173 _ _,valid
3511 _ _ _ _ _ _ 3097 3994 _ _ _ _ _ _ 2526,invalid
3969 _ _ _ 2184 _ _ _ _ _ _ 652 _ _ _ 2984,valid
_ _ _ _ 3930 _ 2858 _ _ 1459 _ 2696 _ _ _ _,valid
_ 2416 _ _ _ _ 3393 _ _ 1300 _ _ _ _ 1387 _,invalid
_ _ 41 _ _ 3928 _ _ _ _ 1412 _ _ 2394 _ _,invalid
_ _ 3000 _ 3363 _ _ 1898 3847 _ _ 2322 _ 3855 _ _,valid
1311 _ _ 1565 _ 4153 _ _ _ _ 3054 _ 1417 _ _ 2797,valid
2322 _ 225 _ _ _ _ _ _ _ _ _ _ 4157 _ 2689,valid
_ _ _ _ _ 123 _ 2719 1921 _ 2949 _ _ _ _ _,invalid
3218 959 _ _ 3485 _ _ _ _ _ _ 2437 _ _ 241 1062,invalid
_ _ _ 2387 1339 _ _ _ _ _ _ 3797 292 _ _ _,valid
_ _ _ 246 882 _ _ _ _ _ _ 263 1728 _ _ _,invalid
_ _ _ 2430 _ 4140 1611 _ _ 1314 1708 _ 2979 _ _ _,invalid
4104 _ _ _ _ 1743 _ 4067 322 _ 656 _ _ _ _ 3685,valid
2445 _ _ _ _ 1134 _ 1323 297 _ 739 _ _ _ _ 2573,invalid
3633 _ 449 _ _ _ _ 132 221 _ _ _ _ 2910 _ 2949,invalid
3019 _ _ _ _ 2458 395 _ _ 2276 2162 _ _ _ _ 2095,invalid
2974 2064 _ _ _ 1510 _ _ _ _ 2460 _ _ _ 3535 2181,invalid
_ _ _ 1144 _ 998 4137 _ _ 3676 1956 _ 1388 _ _ _,valid
1674 _ _ _ _ _ _ 3243 432 _ _ _ _ _ _ 2566,valid
_ _ _ 1610 _ 799 2931 _ _ 34 1820 _ 1217 _ _ _,invalid
_ 1272 _ _ 643 _ _ 3435 2147 _ _ 3693 _ _ 2558 _,valid
_ _ _ 123 _ _ 2562 3899 2596 1388 _ _ 4132 _ _ _,valid
_ 2495 _ _ 1909 _ _ 3930 2720 _ _ 1636 _ _ 3463 _,invalid
_ _ 1091 _ _ 2143 _ 2693 1023 _ 2099 _ _ 3066 _ _,invalid
4133 _ _ _ 2297 536 _ _ _ _ 2581 290 _ _ _ 1363,valid
_ 2033 _ 609 _ _ _ _ _ _ _ _ 2299 _ 1654 _,invalid
_ 1782 _ _ _ _ 1862 _ _ 1837 _ _ _ _ 2838 _,valid
924 _ _ _ 2222 272 _ _ _ _ 3339 213 _ _ _ 3643,valid
2968 3437 135 _ _ _ _ _ _ _ _ _ _ 2452 3687 2840,valid
223 _ _ _ 83 3038 _ _ _ _ 2531 2573 _ _ _ 162,invalid
_ 1787 2479 _ 620 _ _ _ _ _ _ 2365 _ 4081 3543 _,invalid
_ _ _ 3184 1141 _ _ 854 2986 _ _ 3751 4033 _ _ _,invalid
2430 3773 _ _ _ 2616 _ _ _ _ 2759 _ _ _ 2771 3230,valid
_ _ _ 88 _ _ 2059 1 2745 4150 _ _ 3431 _ _ _,invalid
_ _ 3692 _ 3171 _ _ 3421 1597 _ _ 3775 _ 980 _ _,valid
_ _ 949 _ _ 2979 _ _ _ _ 3452 _ _ 3887 _ _,valid
_ _ 3094 _ _ _ 4040 _ _ 1637 _ _ _ 2375 _ _,valid
_ _ _ 3746 _ 160 2270 _ _ 1835 2277 _ 213 _ _ _,valid
4125 227 _ _ 2736 _ _ _ _ _ _ 2322 _ _ 540 4067,invalid
_ _ 1107 1136 _ _ _ 3654 3061 _ _ _ 2180 1653 _ _,valid
_ 827 _ _ 1551 _ _ 3821 2875 _ _ 3079 _ _ 723 _,invalid
_ _ _ 3813 1663 _ _ _ _ _ _ 3065 400 _ _ _,invalid
_ 3430 _ 2321 1167 _ _ _ _ _ _ 2267 1326 _ 3770 _,valid
_ _ _ _ _ 3090 2237 1242 1871 520 2172 _ _ _ _ _,valid
_ _ 3008 2751 _ _ 3368 _ _ 2178 _ _ 341 4059 _ _,invalid
_ 2447 3339 _ 3900 _ _ _ _ _ _ 3709 _ 3987 1639 _,valid
_ _ 350 _ 3584 _ _ 1144 3768 _ _ 2211 _ 3467 _ _,invalid
_ _ 53 _ _ 180 _ _ _ _ 883 _ _ 2656 _ _,invalid
254 _ 63 _ _ _ _ _ _ _ _ _ _ 1045 _ 2117,invalid
2196 _ _ _ _ 2836 1335 _ _ 385 2847 _ _ _ _ 2565,invalid
3540 _ _ _ _ 3418 3463 _ _ 3818 1198 _ _ _ _ 4119,valid
_ _ _ 2170 _ _ 2955 1599 2900 1387 _ _ 1029 _ _ _,valid
_ _ _ _ 3045 1469 _ _ _ _ 3758 2412 _ _ _ _,valid
1452 _ _ _ _ _ _ 1804 2433 _ _ _ _ _ _ 2189,invalid
_ _ 1860 _ 4062 _ _ _ _ _ _ 2759 _ 769 _ _,valid
2105 _ _ _ _ 1612 1030 _ _ 1272 1848 _ _ _ _ 1343,invalid
2636 _ _ 2441 _ _ 216 _ _ 998 _ _ 4063 _ _ 2885,valid
_ _ 2116 _ 2252 _ _ _ _ _ _ 1272 _ 753 _ _,valid
1982 _ _ _ _ 1072 2222 _ _ 2067 2494 _ _ _ _ 495,invalid
1587 _ _ _ _ _ _ 128 2844 _ _ _ _ _ _ 3258,invalid
2585 _ _ 1796 _ _ 4064 _ _ 824 _ _ 3197 _ _ 2111,valid
3084 3930 _ _ 3788 _ _ _ _ _ _ 1645 _ _ 1307 462,valid
_ _ 1678 1511 _ _ 1684 _ _ 2330 _ _ 827 1927 _ _,invalid
_ _ 4133 1560 _ _ 2711 _ _ 2540 _ _ 3402 2786 _ _,invalid
3061 3760 _ _ 2720 _ _ _ _ _ _ 3965 _ _ 1414 341,valid
2768 2092 _ _ 3054 _ _ _ _ _ _ 2893 _ _ 316 1150,valid
_ _ 2858 _ _ _ 1923 2284 2377 1504 _ _ _ 1535 _ _,valid
3962 _ 1806 _ _ _ _ _ _ _ _ _ _ 724 _ 3446,valid
3102 _ _ _ 28 3544 _ _ _ _ 3382 2369 _ _ _ 3239,invalid
41 _ 3661 _ _ _ _ 3960 2390 _ _ _ _ 902 _ 2254,valid
_ 3432 _ 3998 _ _ 2392 _ _ 1739 _ _ 4100 _ 3402 _,invalid
1346 _ _ _ _ _ _ 2518 1560 _ _ _ _ _ _ 1509,invalid
1189 _ _ _ _ _ _ 246 1759 _ _ _ _ _ _ 3292,invalid
_ _ 1945 _ _ _ 1521 1244 1598 2575 _ _ _ 1573 _ _,invalid
_ _ _ 1844 _ 724 _ _ _ _ 3214 _ 1121 _ _ _,valid
_ _ _ 3402 2236 _ _ _ _ _ _ 483 515 _ _ _,valid
_ _ _ 79 _ 3970 425 _ _ 1180 354 _ 3741 _ _ _,valid
