player_1,player_2,player_3,player_4,winner
5189,11817,638,34374,1
9705,22395,11195,17867,1
14071,38995,29776,32846,1
26945,20900,15663,14870,1
17134,8246,24734,37447,1
12664,26098,19350,4298,4
18598,5877,3587,30677,1
2791,6571,35960,21709,3
28347,38100,23928,1279,3
7376,29203,35202,8989,1
25379,2117,31356,36529,1
20139,16285,23101,13373,4
27669,32104,10432,33651,1
4318,26168,13330,33612,1
14099,5204,11823,32847,2
26827,17026,7458,29978,1
10289,35972,23131,6714,2
21588,23972,38172,28346,2
12635,32051,16365,27591,3
2811,2087,15725,8041,1
30697,18613,17962,9613,4
31393,20794,11083,22286,4
37409,8841,20203,14864,2
29187,1477,35214,19489,2
24590,38806,5845,3697,1
25448,34371,670,36595,2
17806,22498,9628,36629,3
26240,4427,12746,13406,2
2871,10353,23938,35865,4
30627,18735,11027,15587,3
33573,16344,32040,1386,2
3563,31275,20070,14841,1
8839,24707,38793,37393,1
5864,35063,2212,29175,1
29842,5032,14184,26943,2
8074,21630,28478,23189,2
19404,20804,7440,38181,1
25300,612,17146,34392,3
27604,6558,11877,32841,1
5088,32918,17246,14137,1
23861,6665,35855,10299,3
22478,30740,17905,9648,4
26806,25330,11963,34279,1
21690,38060,23138,27730,1
18569,36571,20833,11200,4
2848,8184,28312,37479,1
33714,13460,4499,26197,3
7390,19379,29954,598,1
38861,35165,14838,5864,1
24693,8827,12664,16347,4
20212,31321,29105,32093,4
15605,3655,2133,1498,3
35873,23943,23126,2174,1
26948,14134,38894,5040,4
26218,12569,13403,4464,4
21552,10307,2855,15668,2
17148,11831,29795,34332,1
33749,32198,16318,8993,3
30534,17885,22344,9543,4
6554,38094,28316,19445,1
3744,18536,5859,11247,4
24643,20909,37354,1414,4
14843,8248,25450,35214,2
20093,32881,29112,706,3
27707,36716,31400,7458,2
9568,5935,11041,3685,1
23963,35921,21542,23084,2
17842,35216,31386,15564,1
26972,14226,5104,11842,3
26197,13375,12726,4297,4
10425,6667,8074,2984,1
22433,25448,19313,20805,1
18625,38842,27691,29932,1
30563,2057,29224,37414,1
36595,7394,677,1488,1
24558,16339,32164,38233,2
14851,33610,8995,28366,4
20045,17163,32857,34374,1
35877,10385,28363,21559,1
13432,4296,16349,26189,2
23857,2776,8207,23182,1
22452,30741,9602,36554,3
11986,26901,5130,17174,3
18635,5901,17829,35226,3
6640,38218,15604,14859,1
3574,20242,11162,19307,3
7330,34407,14221,25313,3
1374,12566,33670,8794,2
31490,29877,24533,27638,1
37403,32202,545,29226,2
38816,2245,32817,20935,3
5227,14223,34440,26973,1
17103,593,32836,11872,1
16391,4460,13417,37481,2
18738,9652,35215,11082,2
32236,26035,8909,29112,2
7405,38887,20852,25390,1
5817,17964,27580,30747,2
1447,12692,28425,20103,2
38209,2116,23795,35834,4
29967,24619,6649,8149,1
19320,22431,2855,36709,2
14833,31317,10283,21743,3
15612,33731,23121,3632,3
14071,26989,11834,5123,4
22432,9628,11136,17962,2
21559,23942,23110,35831,4
34431,613,25323,17229,4
2950,38166,28470,10411,4
32793,29941,27695,7311,1
6723,20901,2170,14980,1
8992,13390,4465,26114,3
3672,18580,30548,19465,2
5823,35112,36740,15698,3
38974,29244,31436,20070,1
8240,37391,32176,1425,1
24608,12726,33669,16479,4
9625,11069,17899,22291,1
5191,14067,690,26807,1
35902,28283,10478,23788,1
13499,33587,4475,24740,3
12568,32229,26237,20185,3
23094,8189,21633,6626,3
2965,29798,15595,38173,1
34436,7338,25317,17056,4
3539,30563,18676,14957,3
31456,5959,36697,38958,3
35229,37486,19483,2094,1
29038,8834,16476,32829,3
20968,1369,27603,11855,4
9703,17913,22480,11119,1
13379,8870,26164,4419,4
16490,20214,12599,33561,1
21534,2956,10437,35928,4
23147,28411,38026,23914,4
34280,5166,32801,26804,2
36736,30587,18744,35127,3
6708,27540,15655,8032,1
7415,14163,661,11888,2
1458,25308,32241,29105,3
31493,5942,3636,14973,3
2171,38988,20918,24626,1
19406,17245,37462,29979,1
5159,11907,26880,29912,1
35819,10425,6618,21630,1
13440,12582,4291,32170,3
14123,543,17046,20080,1
23852,2246,38046,23128,1
16415,25304,26054,8955,3
33646,19320,24585,1454,1
3591,17971,22429,9562,4
28325,14790,20863,2868,4
29067,31383,5878,37314,4
35055,18590,7484,11136,4
27629,36731,32930,30577,4
15567,38884,34420,8026,4
9667,17922,3637,22326,1
35983,2841,28411,10396,1
