player_1,player_2,player_3,player_4,winner
14222,5107,17093,11793,2
11093,17920,9525,25315,3
7441,26963,15542,34399,2
8867,29199,13345,4288,4
38215,10299,35896,23841,3
1304,20115,16463,26136,4
2230,21705,6632,23125,2
29782,32784,24598,600,2
8215,20890,28471,2991,4
35208,18644,22326,38952,3
19307,30545,5931,32193,2
14913,3710,31359,33729,1
27611,36583,37282,12552,2
22461,36680,9725,17939,3
26857,5159,34474,747,2
26100,4334,16319,13308,2
11072,5921,30659,15697,1
21733,8028,10425,35983,4
12690,32033,1420,33668,1
18619,35244,3684,25374,1
7309,14025,32836,24674,2
28485,29782,23036,23970,4
8798,37447,20808,29072,1
31295,38890,19348,2171,1
27647,11894,14903,38065,1
20047,17186,2854,6554,1
4423,26058,33576,13303,1
9701,18607,17906,22471,1
16303,8888,32120,12653,1
23143,23911,35834,2943,3
30612,31362,11202,20103,3
3672,35197,36654,25278,3
1357,29074,38807,37383,1
680,14213,34470,5066,4
19290,15718,5993,29956,3
24535,8092,38207,28420,1
14896,10453,21587,6566,2
20782,17087,32885,26968,4
27620,2228,7385,11794,1
35933,10478,2843,2073,1
23839,21566,6584,20123,1
26812,14214,11792,5103,4
16455,1366,13390,4313,4
23044,14889,8224,35166,1
32047,24671,26130,12570,3
28294,15582,27732,7446,1
8837,19303,20958,33561,4
38159,25420,723,36539,1
5798,11200,9716,22299,3
38834,17237,3680,34440,2
37314,29846,30712,32810,1
29224,31348,17905,18556,1
4342,12587,26171,13305,1
35839,23819,6716,23055,1
9674,11127,35230,17865,1
16457,32098,8953,33599,1
18693,3526,19280,22367,4
30680,5825,2037,25365,1
2781,10340,37320,38131,2
36737,15612,536,14920,1
31479,24538,32882,29054,1
29897,7393,5179,14104,3
20882,8116,17169,26853,4
27613,28480,34332,38878,1
20093,21668,11908,1408,4
26878,5130,640,14228,2
11056,31385,17791,9600,4
11869,32870,35100,17244,4
6557,8159,23959,35874,4
28387,14859,10369,2940,3
3740,27716,22325,18595,3
1372,26233,13341,4452,4
38113,20944,21669,19440,3
38957,7332,2159,34369,4
24580,16327,12651,8997,2
25299,29836,36583,29213,2
15555,37307,23031,5949,3
20248,32058,33729,30543,3
35893,10293,23886,21541,1
14065,17030,5227,26825,3
26094,37306,13484,4376,4
12653,15583,33746,16339,4
2901,23057,8132,28467,2
32191,38915,8952,29202,1
1380,3720,20051,24588,1
35221,22280,11030,9553,4
19300,18728,36531,17943,4
25421,11887,34373,29847,2
14842,6719,5947,38123,2
20797,32939,7356,31458,2
27609,30600,667,2025,2
9536,11050,17896,22378,1
35813,6537,21645,23109,1
23784,28432,2990,15711,1
10409,31299,38068,20981,1
26035,4369,16359,37360,2
36639,1364,30652,18699,4
8964,13465,29127,25366,2
532,14041,32816,5046,4
38825,26904,7476,17030,2
8096,32084,2166,29966,3
35208,33627,19416,3632,4
24645,12741,27620,5870,2
20113,11932,14841,34484,1
9674,17987,11230,30677,1
13481,4427,26139,33614,2
22404,36732,18632,5823,1
34492,5238,686,14211,2
2991,35924,10320,23834,2
7313,11830,29878,26803,4
3631,20234,19285,15592,1
38138,29122,23201,21563,4
31396,38841,24742,25290,1
35231,1318,28405,14938,1
8070,8824,6672,2209,3
20962,32871,32087,17081,4
27591,12691,16409,37457,1
9746,11217,17991,30699,1
10385,28436,21551,35800,4
2933,15635,23065,23776,4
32181,4351,13373,20805,2
36703,19405,22471,3603,3
8924,26235,27686,25368,2
38095,24538,2230,6698,4
1363,16353,14813,35223,2
37353,12658,38977,31295,2
29172,33685,7275,5847,2
8167,594,18653,34359,1
29818,26981,5179,14162,3
20040,32961,17169,11844,1
4436,13328,33602,8821,1
17899,11074,9638,22407,3
26035,32179,20834,37401,1
16282,1385,19416,24650,1
17153,26932,5111,11866,3
12614,29170,29984,35223,1
2798,35784,21745,6672,2
641,20180,14026,34364,3
38829,27574,7455,32963,4
8100,23980,28405,2092,2
25347,3675,5869,31311,1
14788,10415,38116,36713,2
15562,23025,30640,18589,2
5106,14193,26860,38993,1
35991,21559,2794,23890,1
17190,11823,20815,27643,1
16347,26190,4446,13417,3
23122,28476,38168,10378,4
18650,3731,9621,30687,3
34384,7281,5778,15714,1
32834,29821,32027,29221,1
604,25338,36589,2143,1
8030,19302,12679,6586,4
14801,35099,11053,37386,1
24582,8970,22336,33740,4
20199,1342,17880,31296,2
13440,33651,26199,4400,4
26938,5192,11944,14213,2
11034,17801,9689,30665,3
18586,36674,22445,35157,3
32175,8982,16295,1356,3
28393,6605,21528,35783,4
38785,34303,598,17247,4
19343,3667,25290,29025,2
24704,37429,12614,38115,3
15599,2130,2851,23953,4
20959,32985,29814,7417,2
20132,31412,14963,23162,1
27586,5985,8221,10348,2
23808,10425,6745,35793,4
17148,5052,14064,26977,2
11076,9535,18737,36566,2
23210,28410,8133,21629,4
2948,38091,15626,2102,1
30729,17879,31436,5827,2
32891,34362,11997,38926,3
3656,22492,20944,24525,2
701,29966,7485,29190,3
35206,25459,20190,37327,1
14902,8886,1380,16379,1
19364,32199,12679,26086,1
27638,33557,4458,13368,1
5036,17193,20788,19470,1
