player_1,player_2,player_3,player_4,winner
4479,20194,12561,13299,1
16471,25488,8980,26032,4
18719,22492,11082,9648,4
23148,23863,10411,35907,4
2823,21735,6716,38221,2
33720,35169,1342,29099,1
32199,38929,37463,24569,1
32835,14193,5123,17174,3
28428,5906,2170,27667,1
29813,26980,15724,34492,2
19497,743,30611,17990,4
14780,7359,8039,31415,3
20812,11949,3748,36724,2
23896,35948,23097,10435,2
26135,13294,4378,12731,3
22462,11119,35082,9749,4
18705,30596,19282,17895,4
32176,27629,16408,33594,3
28470,2780,6595,21563,4
1438,25290,8902,37399,3
2192,38208,29115,14984,2
31446,36530,38792,3595,2
8175,5921,662,20221,1
29799,5167,11955,14071,2
20885,26794,34368,17074,2
15734,7315,32971,24620,1
35995,2866,6687,23944,1
4422,16343,20083,32239,1
13303,8984,19291,37429,1
17806,11155,9672,18630,3
26194,29065,35058,24670,1
21684,38151,28313,10365,4
12563,15618,5893,20846,1
33618,25301,658,14870,1
30676,31351,22414,8077,3
36646,29804,3658,7357,1
32939,34492,5174,14096,3
1433,38923,17150,11959,1
27695,2208,26950,23030,1
4372,32195,16493,12638,1
35796,23996,10467,2936,1
13376,1408,8971,33625,1
14126,7482,11896,5198,4
26057,37334,24723,29126,1
26859,38972,550,29863,1
17204,25363,14848,20847,1
23125,6613,21596,38205,3
30654,9631,18582,11177,2
34395,27577,19422,35062,1
32985,20228,2042,8111,1
3564,17951,36669,5897,2
15672,22289,28413,31285,3
4445,16285,33680,26086,1
13456,37452,29068,12686,1
14203,5169,34396,32833,2
17090,26988,19499,7353,2
11883,25335,38246,642,1
6651,2037,35885,21605,3
32174,20155,3721,14779,1
8875,35198,2844,8108,1
1485,31498,23215,29807,1
24597,36528,11143,38788,1
20925,30635,10330,5919,1
15564,22280,23861,28421,3
27732,9572,17920,18535,2
4355,13446,33570,32038,1
14201,26920,5111,25301,3
16358,26037,29925,20140,2
11966,34392,17055,19423,3
12648,8851,565,8213,1
2981,10439,23028,35976,4
1438,37405,3697,5915,1
31295,9672,18664,17853,2
38812,20787,32821,38181,3
2119,6627,28282,23897,4
29152,24612,7299,21653,1
14992,27665,36595,11092,1
15583,35227,30699,22287,1
14113,34437,5121,17108,3
21714,2976,35929,23101,3
11823,529,26967,32811,3
12686,4357,13434,26069,2
32033,33651,1486,16403,4
8884,24527,37371,15540,1
28345,6662,23926,8183,3
38104,25342,10368,29957,3
31479,17859,22445,9563,4
29249,19447,20138,35033,1
14969,38812,2101,3629,3
20834,36715,5943,7312,4
27604,30550,11039,18631,3
9638,22309,35126,18743,1
17901,20973,19350,36749,1
26953,14032,5066,17141,3
11235,25350,20027,5795,1
23183,35977,23825,10290,2
11966,7461,587,34462,1
30603,1276,24567,31310,1
32807,38228,29940,38853,1
3609,12614,29236,27580,1
37442,4493,32236,13380,2
2033,21620,6570,2942,2
14980,16297,28461,8794,3
15690,26051,8037,33569,3
35983,14902,38106,10299,1
23875,35226,15549,21724,1
13432,4324,16361,8979,2
17146,11877,5198,14074,3
18695,9648,11072,22361,2
2829,31439,25444,23192,4
28319,1446,24726,6595,4
561,32836,26820,7406,3
5833,17885,30580,19368,2
38786,3710,34467,20841,3
2157,36705,29988,8138,1
29107,26161,12526,37365,2
20181,32077,33619,27607,3
14111,556,17134,5081,4
23945,2834,35977,6601,3
26810,38920,11982,34291,1
21639,2245,10366,38172,3
23081,14928,28409,8239,1
12568,4427,26095,13462,2
18683,22332,9546,3671,3
30546,35122,17831,31295,3
32902,29783,7276,20185,1
36653,19301,11082,15552,3
5811,27617,20824,24749,1
1279,37433,33540,16496,4
25347,29055,32164,8902,1
4435,1371,16342,26236,1
13303,37295,12713,33672,1
23945,35960,2839,21565,2
11077,36624,9649,17905,3
18598,31441,22404,20925,3
30526,25288,35164,15598,1
32833,5098,11918,17131,2
3667,8130,19355,38792,1
28319,10391,2181,6566,2
8871,29906,24671,32036,4
5887,23159,20242,38162,1
29191,26965,14920,7284,1
27577,14157,529,34375,1
4393,8944,12718,1400,1
13440,37438,33537,15580,1
26134,20905,32159,14891,1
10292,2782,8120,35844,4
21545,28347,20212,23946,4
16280,27659,24611,29941,1
23038,2167,19412,6675,1
11823,17207,5179,26796,3
34460,541,14130,38812,3
5796,17861,9527,18583,3
31437,22476,25487,30579,2
29056,3678,7286,38077,1
35225,11057,32782,36686,2
35978,23870,23206,10292,1
17919,3577,9672,30715,3
26109,13316,4457,16303,3
22332,31464,5919,36731,1
11245,20218,20975,35069,1
18538,15605,14901,19285,1
6525,21709,28392,29134,2
38805,26850,11966,5030,4
2241,2981,29991,37353,2
8040,38080,1439,531,2
25488,17166,32835,14050,4
24619,7341,12700,33721,3
27679,34324,32176,8979,1
4393,32142,26141,13315,1
17873,30663,11189,9634,4
21745,10418,35996,23857,3
12538,8867,16331,29166,3
33744,24609,1474,20862,1
36737,5868,19375,22407,4
6574,23139,2818,8113,2
32849,14028,5206,11951,3
28440,20054,38166,25408,1
2169,27745,14798,31291,1
35121,38980,37370,18685,4
29972,26871,34324,718,2
15570,17184,7331,3612,1
4309,32046,33731,16412,1
13303,8848,37377,12714,1
26048,29186,15529,1436,1
23192,23980,38113,35867,4
18725,22409,9597,17967,3
7346,26798,14132,5168,4
3575,35225,11234,19438,3
603,38884,11803,17063,4
5845,27631,30545,20861,3
29875,2085,34314,25439,3
8045,10400,31411,2872,2
14937,21688,32880,6687,2
20125,28421,36533,24534,4
23968,28398,23163,35803,4
14178,26907,5104,15616,3
16294,8906,4354,13463,3
2955,8089,2043,10311,4
36584,17784,18686,9703,4
6525,14882,20151,21533,4
7469,17168,34316,29088,2
3581,22428,19461,11092,2
687,11939,27614,35238,2
38911,32782,1362,5860,2
31299,20877,33642,30580,4
29792,25422,12736,38064,1
24610,37360,26113,32178,3
4295,33568,13443,12691,1
26054,29067,16367,15707,1
11079,17986,30650,9694,4
21545,35975,23798,10493,2
36663,18726,19495,22445,4
32121,20803,8820,35075,1
535,14036,5066,26796,3
1354,8118,24732,31415,1
38853,17187,14927,32841,2
37298,29842,38225,5779,1
25305,11916,28306,7323,2
20120,2155,6579,3661,1
27669,34494,2934,23027,1
13318,4434,33727,16483,2
26236,1409,8933,32108,1
17201,5185,26972,14098,2
11239,9647,22449,18733,2
12590,15647,29055,35029,1
34344,7405,11813,32995,3
36686,17877,3560,30730,2
6559,23807,35831,10276,3
37405,14776,20238,8166,1
24728,38992,19432,2231,1
25392,31433,609,5782,3
20916,38028,29916,28485,3
27640,2802,21541,23170,1
4393,26159,16427,33594,1
13305,12587,32103,8908,1
23044,21555,10452,35857,4
11951,17028,5092,26960,3
34386,7483,14081,14809,3
6613,2085,28449,23930,4
1333,24591,29184,8232,1
37456,20223,15529,38166,1
31482,18706,9633,17836,3
35126,27540,22342,36527,3
25452,581,32873,5972,3
19343,29814,11167,3634,3
20956,38852,30674,2876,2
5040,11927,14068,34446,1
35972,2855,23134,23807,1
9567,22336,17913,11191,1
10277,6740,15587,2080,1
21714,28472,38907,20132,1
17231,7419,26982,20933,3
32812,27723,540,19440,1
5904,30548,36584,18692,4
29778,35142,31318,29108,1
8060,38195,16411,37439,2
14833,1474,26233,3551,1
25323,8888,13421,32155,1
24571,33744,4405,12622,3
4481,1422,13349,8900,1
17995,18640,9736,36592,3
22445,35113,11060,31479,1
12658,29087,26236,37435,3
33649,25441,16379,20997,3
2843,6610,23160,35796,4
28425,38067,27598,23928,4
3660,8201,30715,2033,3
5802,34425,19491,675,1
38791,5066,7317,11866,2
14856,17060,24651,10320,4
20223,26897,32169,32851,3
15665,14143,29948,21581,4
4454,13365,26160,32150,1
14065,17185,15526,5150,4
10341,23093,21613,35988,4
16337,12691,1372,37484,1
11791,32833,20037,26873,4
33584,29077,27537,20839,1
3581,17861,9547,11050,3
8820,24604,8200,2082,1
38226,28497,2913,23970,4
38903,7416,31314,34486,4
35068,36538,22342,18723,3
29978,25476,5957,565,4
19278,14908,30745,6715,3
9670,17853,18528,36707,1
5046,26823,14224,38808,1
23957,35923,8165,23143,2
21575,10399,14833,6654,2
11206,22292,30722,35130,2
33652,16309,4306,13374,3
3563,15703,27739,20197,1
1469,12574,29218,26074,4
5935,38071,20870,25290,1
31490,32105,610,24548,1
37476,34451,7414,8847,4
29938,17026,11778,2098,2
19394,2948,32861,28362,1
4471,13342,26223,12735,1
5187,19496,14083,17180,1
23837,10409,20925,35852,4
11839,37414,26897,32906,3
30539,9566,5830,11155,2
3591,17882,31387,27593,2
1477,16464,8798,32215,2
585,36565,34394,15623,3
2242,23049,25384,21566,4
38830,6586,7468,8227,3
14953,33699,29896,2976,4
24630,18619,29109,38201,3
20233,22375,35105,28427,1
9686,22412,17791,18725,1
5177,26942,34432,14243,1
17063,32840,554,11905,1
23109,6711,10403,35868,4
36537,27711,11199,19368,3
7311,29893,8144,14812,1
5858,20849,30702,8940,3
38893,25417,35053,33721,1
37423,4407,13350,16421,2
29249,26194,32239,12714,2
24580,1438,31403,2985,2
20030,2066,28319,21653,1
15631,38123,3559,23847,4
4407,26078,16459,33746,1
35898,23085,2921,23898,1
13308,12649,32169,29166,1
21591,28379,38233,10486,4
11119,9539,35105,17853,2
18561,22451,20196,30580,2
34397,5205,641,26892,2
36542,19387,20928,31285,1
3636,27577,24671,8189,1
5920,38816,25362,7376,1
2043,1282,14895,6664,4
29817,14123,37409,11804,2
15725,17177,8846,32811,1
9553,18745,22322,11048,1
5220,19422,14065,26819,1
17958,3674,36707,30730,1
10350,6708,23837,35998,4
12595,4495,32107,8899,2
33728,13413,25459,37277,2
34469,35236,17195,11835,3
2799,38029,21646,23185,3
24589,26078,29788,29236,2
14818,2227,31458,28369,4
15597,5932,38846,8040,4
27746,1425,7292,20890,1
20220,16400,32951,685,2
23798,10366,35934,28276,3
26782,5210,14211,11966,2
16289,12747,4392,26245,3
6719,21622,2946,38834,2
3532,22486,30677,9714,4
5921,19437,31470,17842,4
2156,23206,8103,711,2
35147,15534,14923,11247,4
24643,33540,13453,32189,3
25341,34388,17056,32927,3
27570,29086,29821,18716,4
20141,1339,8873,7389,3
20780,38096,37301,36536,1
5183,11956,14069,26996,1
17776,3675,18694,9547,4
23069,35977,21573,10373,2
2815,23999,28470,6727,2
36628,27646,30692,22329,4
7315,20932,32967,17084,4
2114,38158,8226,38911,2
31291,15618,35248,11074,4
29955,24601,700,34389,4
29236,26059,4495,13434,3
14852,1474,19428,5851,1
25359,32197,37444,8945,1
20221,12646,33596,16430,4
4427,26201,13288,16355,1
5136,14218,34374,26795,1
17878,11038,22432,9547,4
33642,12691,24734,37494,2
36740,30721,27612,18583,4
32245,8908,20036,15631,1
3591,20843,25487,5867,1
38033,10322,35832,23139,3
38902,17063,32870,11971,2
31410,29792,742,19423,1
29202,1322,28279,8094,2
35187,2231,21555,6717,1
14840,7307,23944,2785,3
14047,17094,5137,34348,3
11918,20992,26800,7441,3
30612,9747,11104,17953,2
6591,10391,35834,21602,3
32871,14942,38878,525,1
8820,4327,13480,32164,2
38203,23095,23898,28413,3
2106,24733,2907,15684,3
8245,35041,31364,27537,1
29787,37427,1369,29124,1
25326,5987,33691,3634,1
19494,36566,12615,22490,4
20067,16380,26127,18574,3
17904,22299,11144,9723,4
13297,4384,26169,32129,2
26892,17084,5208,612,3
11922,32783,14116,38850,3
23210,23867,35850,21533,3
2826,10384,20209,6732,2
33649,8820,16357,37330,3
34330,15531,7340,29966,1
3583,18747,36648,5942,2
31347,30618,19290,20795,2
8074,38026,25353,28437,4
35201,27573,1430,24682,1
14973,2073,12648,29181,2
26146,4319,12676,32039,2
22334,30573,17931,9648,4
10281,35918,23982,21688,2
17112,14169,34368,5200,4
16278,13343,37484,8854,2
18555,5942,3671,11235,4
33748,1411,20208,8028,1
36729,35102,27572,7286,1
6740,14988,23189,2938,3
31355,24555,15528,28439,1
29211,25380,29889,32787,1
19283,38831,2103,11912,1
20796,538,38037,26786,4
35821,23824,6565,21583,1
14057,26906,38932,5194,4
17182,32852,20787,25349,1
11885,7403,35031,27588,1
34302,666,38070,14776,1
32214,13452,4367,33618,3
8986,26180,16400,37399,2
3631,22449,9678,11127,3
1368,15697,12692,24529,3
8174,10324,5914,2981,2
29947,28465,30659,19312,1
29244,36590,18713,2194,1
20248,23220,17918,31283,1
4466,37454,26113,1402,1
17989,9547,18732,11043,2
13441,8060,12670,19424,1
22364,5985,3673,36532,1
16495,38173,32104,14984,1
30561,7299,35232,29978,1
33708,32838,20159,2204,1
8941,2987,15677,741,1
31351,34466,20919,28319,1
29070,23242,38900,6577,1
24617,11871,21538,17247,1
25278,14132,10461,5071,4
27615,23910,35998,26900,1
14214,5058,7346,32973,2
10294,2884,35972,23980,3
21538,27536,6690,23072,1
11951,26951,19492,567,2
34437,17141,35196,29796,2
33576,16276,4282,26128,3
