player_1,player_2,player_3,player_4,winner
35841,21622,8197,10306,1
5038,14176,17204,26979,1
23808,23169,14879,2963,1
11079,22281,17967,9732,4
11910,554,32868,34492,1
33703,13335,4425,24653,3
3530,18664,36531,5872,2
8821,16494,26177,15531,3
1306,20054,12658,25303,3
2066,6714,29141,28344,2
38819,27728,37353,7428,4
29880,19403,31380,35223,1
20969,30626,32062,38171,1
9528,18597,17880,36578,1
14249,5118,34393,17231,2
23799,35790,10313,21560,2
13369,26188,4309,16294,3
11226,3536,22485,19432,3
33584,24532,12546,32050,3
30707,5995,31460,15674,1
7450,26948,25481,32902,2
8962,14830,37314,29897,1
38066,2802,8135,23162,4
1282,2048,27570,38861,1
29063,6708,20865,590,1
20113,11777,35139,28347,1
9641,30727,22346,17788,1
10382,23899,35807,6662,3
18538,31337,3637,11245,4
11784,7282,5056,17108,3
34373,38942,14142,15582,3
32212,16328,13315,4414,4
32942,29880,26904,20093,3
567,25384,27625,2103,1
38058,28490,21669,5817,3
8150,29168,23122,36584,3
24593,8932,1414,26161,4
19344,35067,14963,33656,2
20966,37411,2946,12638,1
5140,32814,14048,26821,1
4442,16301,32151,13333,1
23995,35879,27695,2818,2
21677,10279,24687,6610,2
11030,9654,30666,17867,2
23174,28289,19493,38151,1
18541,22348,36625,15722,2
34393,7477,17202,8171,3
31493,5869,3652,37284,3
29137,12563,1353,26075,4
35153,20048,29893,2219,1
14935,25286,714,8943,1
20780,38861,11916,33701,3
9588,17914,11038,22287,1
10339,23812,35890,21545,3
30707,5878,36711,18669,4
34328,26950,14222,5241,4
32936,11871,38910,17134,4
8841,13375,16394,4406,4
38066,2794,23201,28485,3
528,7444,29965,20864,2
29212,26130,20050,12729,2
24571,32124,8078,33642,4
14966,35202,6578,15668,3
25348,31315,2236,19280,1
27585,1393,3748,37376,3
9584,30711,3532,17967,1
35972,23866,21551,6702,1
11117,5878,15536,22423,4
17117,5106,26828,32858,2
18567,27525,20154,36648,1
23080,10456,2040,19499,2
12723,13403,4323,26106,3
2848,28460,8183,25332,1
8991,38884,16344,32191,3
677,14049,11928,29235,2
35151,38117,20959,31277,4
29824,34494,14802,37447,2
24619,7396,33565,1321,3
5206,26874,17180,34376,1
14218,11870,7372,696,1
23931,21714,35972,10477,3
26143,13387,16402,4363,4
11162,9645,18633,17964,2
32816,29804,38880,25491,1
32189,37330,33732,12637,4
28464,6535,23066,20076,3
38176,8179,2879,20995,3
29048,24707,1495,8989,4
14960,15615,2081,31368,3
19417,22480,36611,30640,2
27596,3672,35066,5901,2
35857,2045,23949,10450,1
14112,26940,5185,32849,3
11049,9569,3596,18574,2
17128,38909,11978,7481,1
23123,29863,21649,2853,3
30668,17976,20791,5963,2
731,29059,34428,15571,3
37483,4436,26104,16353,2
31344,22464,8226,19404,2
35109,36575,38169,27535,2
24633,13437,32065,33655,2
25453,1414,28416,14885,1
20045,12658,6653,8995,2
4457,26059,32229,16316,1
5098,14121,17245,34448,1
13291,33586,1367,24551,1
23860,35854,10478,8097,2
26911,7452,714,32975,1
21705,2083,23232,14992,1
12600,8779,27670,15691,1
11873,38823,25308,29929,1
6538,20136,2870,20923,3
36648,17810,11131,9628,4
5820,3566,18676,22362,4
31320,29209,38131,30654,4
35119,37404,28277,19282,1
26972,7317,5204,707,3
17139,25365,14222,8198,3
11989,15548,29866,31380,1
2909,10278,35800,23793,3
34411,27541,14823,2218,1
33569,13290,4308,26184,3
6566,28390,21604,37389,3
36647,22278,11087,9671,4
