puzzle,label
354 _ _ _ _ 1392 _ _ 4901 _ 4761 _ _ 2659 _ _ _ _ 2521 _ _ _ _ 149 1048 _ _ 703 _ _ 6555 _ _ _ _ 5572 _ 8003 _ _ _ _ _ 5395 _ 250 7312 _ _ _ 3343 _ 2695 8956 _ _ 904 _ _ 3219 _ _ 7524 _ _ _ _ 5342 _ _ 3177 _ 6518 _ _ _ _ 2438 _ _ 373,valid
6796 _ 6593 8958 _ _ _ 5101 4530 _ _ _ _ 5081 _ 4486 _ _ _ _ 6785 _ _ 1488 8654 _ _ 4548 _ 7937 _ _ 8206 _ _ 659 _ _ 6524 _ _ _ 6507 _ _ 1761 6358 _ _ _ _ _ _ _ _ 8557 6372 _ _ _ _ _ 1000 _ _ _ _ 8495 _ _ _ 5623 _ _ _ _ 3505 _ 4074 _ _,valid
_ _ 6017 6174 5845 6916 3326 _ _ 254 _ _ 7273 _ 3931 _ _ 3537 _ _ _ _ 3096 _ _ _ _ 4522 7465 _ _ _ _ _ 3962 1407 7680 _ 6067 _ _ _ 667 _ 2882 5768 1881 _ _ _ _ _ 8840 4027 _ _ _ _ 7934 _ _ _ _ 7431 _ _ 6823 _ 6296 _ _ 3502 _ _ 5158 8078 7694 2680 8204 _ _,invalid
1053 _ _ 6962 3419 _ _ _ 4066 _ 8014 _ _ _ _ _ 7644 _ _ _ 7268 3569 2913 _ 1572 _ _ _ _ _ _ _ 6263 3585 _ 7372 554 _ 7588 _ _ _ 2057 _ 152 2500 _ 2044 2403 _ _ _ _ _ _ _ 1826 _ 7178 3162 8530 _ _ _ 1935 _ _ _ _ _ 5240 _ 4797 _ _ _ 6676 2572 _ _ 6263,invalid
2670 7826 _ 1164 _ _ _ 5193 4080 _ _ 7517 8805 _ _ 983 _ _ _ 3177 _ _ 2933 2424 _ 7760 _ _ 8518 _ _ _ _ _ 5423 _ _ _ _ _ _ _ _ _ _ 7038 _ 4193 _ _ _ 1750 _ 5903 _ 2161 _ 5604 782 _ _ 7451 _ _ _ 7855 _ _ 8899 2448 _ _ 3607 7866 _ _ _ 5394 _ 6959 7394,valid
_ _ 1688 1835 _ _ 3619 _ _ _ _ _ _ 2008 _ _ _ _ _ 6744 _ 3537 _ _ _ 8486 _ _ _ 2910 380 2035 _ _ _ 2421 _ 2269 _ _ _ _ _ 796 _ 8958 _ _ _ 3705 1850 2230 _ _ _ 4750 _ _ _ 5874 _ 5499 _ _ _ _ _ 6000 _ _ _ _ _ _ 5885 _ _ 3779 6931 _ _,invalid
1012 _ _ _ 7048 _ _ _ 2150 _ _ 2570 330 _ _ 9009 _ _ _ 2396 _ 7382 _ _ _ 1437 _ _ _ _ 4552 _ 3826 6008 6540 _ 8570 _ _ _ _ _ _ _ 4338 _ 6430 3225 3690 _ 604 _ _ _ _ 4753 _ _ _ 552 _ 627 _ _ _ 5667 _ _ 7186 3792 _ _ 1437 _ _ _ 234 _ _ _ 43,valid
2033 _ _ _ 2251 _ _ _ _ 2495 _ 3485 7730 _ 8133 _ _ _ _ 6217 _ _ 2938 _ _ _ _ _ _ 5677 _ _ _ _ 3635 3510 _ _ _ 8738 _ _ _ _ 1825 _ _ _ _ 2420 _ _ _ 4360 _ _ 1842 3697 5080 6771 7955 1561 _ _ _ _ _ 4348 _ _ _ 5032 405 _ _ 1835 _ _ _ _ 6015,valid
_ 6216 _ _ 7619 389 _ 5377 _ 4718 _ _ _ _ _ _ _ 2065 _ 4370 _ _ _ 6324 _ 6445 _ _ _ 8894 8372 _ 4815 _ 2256 _ _ _ _ _ _ _ _ _ _ _ 3897 _ 5052 _ 5020 1936 _ _ _ 6182 _ 4800 _ _ _ 3298 _ 7018 _ _ _ _ _ _ _ 6728 _ 537 _ 6008 5246 _ _ 3216 _,valid
_ 4023 _ _ _ _ 1687 307 _ _ _ _ _ _ _ _ _ 7571 1128 _ 9012 _ _ _ _ _ _ _ _ _ 3191 _ 5877 _ _ _ _ 3457 1545 _ 6756 _ 125 _ _ _ _ 4723 7874 5812 _ _ _ _ _ _ _ _ _ _ _ _ _ 3225 _ 1040 5159 3297 _ _ _ 761 9012 _ 8452 _ _ 7675 377 8915 _,invalid
