puzzle,label
_ _ 431 _ _ _ _ 2626 3050 _ _ _ 897 _ _ 2650 _ _ 1826 _ _ 6704 _ _ _ _ _ _ _ 8514 _ 3118 2580 5520 7674 _ _ _ _ _ _ _ _ _ _ _ 2557 _ 7621 541 5577 8124 7050 _ 2579 _ _ _ _ 5360 5452 8059 _ 8780 _ _ 5492 _ 4159 _ _ _ _ _ _ _ 8274 _ _ 1273 _,valid
_ _ 1635 _ _ 3224 5219 _ _ 2058 _ _ _ _ _ _ _ 2774 2464 _ 1604 4773 5573 _ 8215 _ 5964 _ _ _ 4033 1698 _ _ _ _ 1889 _ 167 _ _ _ 3414 _ 7213 6520 _ _ _ 5972 1986 _ _ 588 1146 _ 4838 2704 5068 _ 488 _ 4571 231 _ _ _ _ _ _ _ 8721 _ _ 7989 _ _ 7500 1278 _ _,valid
_ _ _ 7443 _ _ 5929 5009 _ _ _ _ _ 4583 _ _ _ _ 8581 _ 4843 _ _ _ _ _ 5150 8516 _ 943 6162 4484 6895 379 _ _ _ 116 _ 3691 _ 2626 _ 932 _ _ _ 2718 7916 1327 6573 2244 _ 5682 5315 _ _ _ _ _ 2335 _ _ _ _ _ _ 2630 _ _ _ _ _ 7914 4901 1967 _ _ 541 _ _,invalid
_ _ 2495 _ 1058 6089 9019 _ _ _ _ _ 8954 628 5025 _ _ _ _ _ _ _ _ _ _ _ 2096 53 4236 _ _ 7156 _ _ 316 _ 6921 8237 _ 5074 _ 447 _ 8312 4280 _ 4039 _ _ 4932 _ _ 4248 7369 6881 _ _ _ _ _ _ _ _ _ _ _ 4430 559 8529 _ _ _ _ _ 2100 3503 7126 _ 8433 _ _,invalid
_ 7375 _ _ 1880 _ _ 2624 _ _ _ 5030 _ _ 4744 1185 _ _ _ _ 7514 2291 _ _ 1636 _ _ _ _ _ _ 6987 _ _ _ _ _ _ _ 3176 _ 3899 _ _ _ 6419 _ 4064 _ 6556 _ 1842 _ 3357 _ _ 1443 8045 _ _ 8567 _ _ _ _ 1495 _ _ 7382 6397 _ _ _ 4145 _ _ 1544 _ _ 3091 _,valid
2762 _ _ 6212 _ _ _ _ _ 5621 _ _ _ 1881 _ _ _ _ _ 6280 _ _ _ _ 1933 _ 571 2383 _ 4430 _ 1413 _ 2116 _ 2516 _ _ _ 8852 _ 2750 _ _ _ _ 4684 _ _ 6449 _ _ 7121 _ 1451 _ 6253 _ _ _ _ _ _ _ _ _ _ 6832 _ 2296 _ _ _ _ _ _ _ 480 _ 7666 3239,invalid
_ _ _ _ 2301 5369 _ _ _ 2045 4351 _ _ _ 2036 8111 _ _ 2290 _ _ _ _ _ 5950 _ 5145 _ _ 2322 2763 6025 _ _ 2666 _ _ _ 5561 338 _ 167 2897 _ _ _ 738 _ _ 6264 7281 4379 _ _ 7127 _ 1955 _ _ _ _ _ 6072 _ _ 8003 _ _ 282 _ 5650 3737 _ _ _ _ 4937 8797 _ _ _,valid
_ 5932 859 _ _ 1043 713 5787 _ 5239 _ _ _ 5459 _ _ _ 2916 _ 3162 _ 3184 _ 7670 _ 5388 _ _ _ _ 7024 _ 5470 272 6697 _ _ _ _ _ _ _ _ _ _ _ 3113 8785 2254 _ 205 _ _ _ _ 7194 _ 1654 _ 6122 _ 8494 _ 3657 _ _ _ 3767 _ _ _ 7460 _ 3122 8404 6700 _ _ 2586 7045 _,valid
_ _ 3777 8636 _ _ 3256 _ _ 1514 4226 _ _ 7025 1353 _ _ _ _ _ 7176 _ _ 4547 _ 4996 _ _ 8245 _ _ 3982 _ _ 8712 _ 4066 _ 6569 2950 _ 2829 4889 _ 6738 _ _ _ _ 1640 _ _ _ _ _ 548 _ 5863 _ _ 4708 _ _ _ _ _ 3238 5646 _ _ 7728 2562 _ _ 5401 _ _ 2309 6587 _ _,valid
5275 6589 7199 _ _ _ 2863 2026 3603 _ _ _ _ _ 8682 _ _ _ _ 488 8499 1393 _ _ 6648 2182 _ _ _ _ _ 6673 _ _ _ 367 _ _ 2226 5126 _ 6187 2446 _ _ 4756 _ _ _ 5925 _ _ _ _ _ 4662 5042 2186 _ _ 5869 4366 _ _ _ _ _ _ 7154 _ _ _ 3851 7070 7709 _ _ _ 299 6715 6311,invalid
