puzzle,label
_ 7769 _ _ _ 645 _ 2688 _ _ _ 6423 5433 _ 5019 2933 _ _ 3918 _ _ _ 5607 _ _ _ 3922 _ _ 3281 _ _ _ 1050 _ _ 6474 222 _ _ _ _ _ 8931 5714 _ _ _ _ _ _ _ _ _ 4000 _ _ _ 4123 _ _ _ 3390 _ _ 4139 6627 _ 4560 8553 _ _ _ 238 _ 6102 _ _ _ 3116 _,valid
_ _ 7425 _ _ 7255 _ 8826 _ _ 490 _ _ _ 5155 8026 _ _ _ _ 6341 _ _ 8847 _ 8402 6556 _ _ _ _ _ _ 6077 7533 _ 1965 4663 _ _ 1662 _ _ 8661 8359 _ 2515 5 _ _ _ _ _ _ 7873 8045 _ 5719 _ _ 2850 _ _ _ _ 6781 8132 _ _ _ 4761 _ _ 1483 _ 6181 _ _ 4571 _ _,valid
6613 _ 1400 8155 _ _ _ _ 6436 _ 7692 _ _ _ 1144 _ _ _ 8177 _ _ 6658 _ _ 3355 5462 _ _ 2434 _ 2353 6644 _ 8622 _ 4319 _ _ _ 7955 _ 6774 _ _ _ 7379 _ 8190 _ 8654 590 _ 1920 _ _ _ 2320 _ _ 7981 _ _ 270 _ _ 8408 555 _ _ _ 5828 _ 1219 _ _ _ _ 4769 1058 _ 4550,invalid
_ 4860 6768 5232 1093 _ 6977 2318 _ _ _ 8292 _ _ 3046 1583 _ _ _ 6481 _ 4662 _ _ _ 4056 _ _ 8547 _ _ _ _ 2891 _ 6212 3855 _ _ _ _ _ _ _ 5497 8732 _ 8673 _ _ _ _ 4040 _ _ 6861 _ _ _ 1909 _ 3909 _ _ _ 196 8620 _ _ 7163 _ _ _ 6617 3072 _ 1341 7168 5168 7268 _,invalid
_ 1832 53 2670 1974 _ 8452 2382 _ 3342 _ _ _ _ 5956 _ _ 6029 _ _ _ _ 2701 _ _ _ _ _ _ _ _ _ 8937 _ _ _ 80 _ 6036 4339 _ 5490 8161 _ 3583 _ _ _ 8362 _ _ _ _ _ _ _ _ _ 6604 _ _ _ _ 2231 _ _ _ _ 6504 _ _ 5310 _ 1568 5207 8639 6399 _ 7558 1465 _,valid
_ 717 _ 4619 413 _ _ 5001 _ _ 7934 5851 _ 5670 _ 1284 6611 _ _ _ 1168 _ _ 8808 8392 _ _ _ _ 4823 _ _ _ _ _ _ 404 9014 _ _ _ _ _ 438 3311 _ _ _ _ _ _ 5497 _ _ _ _ 8812 _ _ 3063 3732 _ _ _ 4042 5291 _ 6356 _ 9009 265 _ _ 6403 _ 5729 5049 _ _ 2481 _,invalid
_ _ 3896 _ _ _ _ _ _ _ 5454 8966 _ 6624 _ _ _ 2281 _ _ _ 538 3524 2175 _ _ _ _ _ 7407 897 _ 1413 1990 _ _ _ 1266 1012 _ _ _ 1773 327 _ _ _ 6581 2613 _ 5773 2138 _ _ _ _ _ 8411 7769 7867 _ 7991 5825 1081 _ _ _ 5531 _ _ 7422 _ _ _ _ _ _ _ _ _ _,valid
_ _ _ 8990 8582 4380 _ 230 _ _ _ _ 2789 _ _ 6575 _ _ _ 8417 720 774 _ 4271 _ _ _ 3813 _ 6953 _ _ _ 7017 5704 2057 2467 _ _ _ _ _ _ _ 7195 3393 1505 7596 _ _ _ 6669 _ 8066 _ _ _ 6851 _ 338 4220 5274 _ _ _ 2393 _ _ 3940 _ _ _ _ 5003 _ 960 4195 7162 _ _ _,valid
3340 _ 3411 _ _ _ 723 _ 5854 _ 3304 _ _ _ _ _ 8483 _ 6175 _ 7085 3743 _ _ 3245 _ 7431 _ _ _ 7833 1544 1176 6534 _ _ _ _ _ 1056 _ 5343 _ _ _ _ _ 3992 1757 1361 7882 _ _ _ 8499 _ 2757 _ _ 5924 5628 _ 2429 _ 2296 _ _ _ _ _ 5424 _ 8345 _ 2322 _ _ _ 693 _ 6652,valid
_ _ _ _ 7658 _ 7286 5821 _ _ _ _ _ _ 3771 _ 8548 4445 _ _ _ _ _ _ _ _ _ _ _ 4796 _ 3661 _ 2630 _ _ 4018 8458 _ _ _ _ 5423 _ 563 7364 _ _ _ _ 4214 _ _ _ 2612 _ _ _ _ _ _ _ _ _ 2746 _ 4651 4436 _ 8229 _ _ _ _ 357 1403 _ 8828 1203 8620 _,invalid
6133 _ _ 6293 _ 8667 _ _ 4005 _ _ _ _ _ _ _ _ _ _ 3096 _ 7906 7221 1954 _ 3648 _ 9003 _ 8394 1761 _ 7156 5929 _ 4253 _ _ 5459 _ _ _ 4150 _ _ 102 _ 1094 1269 _ 8167 1539 _ 326 _ 7764 _ 988 2731 5118 _ 2566 _ _ _ _ _ _ _ _ _ _ 8354 _ _ 7805 _ 8537 _ _ 2254,invalid
_ 3465 7883 2990 438 7741 _ _ _ _ 7063 _ _ _ _ _ _ _ 22 _ _ 4951 5460 _ _ _ _ 1307 _ _ 3376 3629 _ 6604 _ 4149 7268 _ 5152 _ _ _ 2459 _ 7233 361 _ 8570 _ 7766 721 _ _ 377 _ _ _ _ 4878 1315 _ _ 1257 _ _ _ _ _ _ _ 4237 _ _ _ _ 2290 6431 7658 4745 4584 _,invalid
7344 _ _ _ _ 894 1516 _ _ 2491 _ 7008 _ 8253 _ _ _ _ 788 2533 _ 909 7969 _ 2360 _ 4719 7962 _ 3920 _ _ _ _ _ 3503 _ _ _ _ _ _ _ _ _ 8091 _ _ _ _ _ 6163 _ 3855 500 _ 273 66 959 _ _ 3298 _ _ _ _ _ 367 _ 228 _ _ _ _ 6749 _ _ 1162 8949 1219 300,invalid
478 5585 4941 _ 313 _ 4937 8652 876 _ _ 7062 _ 4594 _ 5184 _ _ 2674 _ _ _ _ 920 _ _ 5219 _ _ 7367 4906 _ 6016 _ _ _ 3596 583 _ _ _ _ _ 2380 5377 _ _ _ 4098 _ 791 6573 _ _ 644 _ _ 6052 _ _ _ _ 8958 _ _ 1428 _ 7811 _ 6803 _ _ 8041 6149 1517 _ 56 _ 4370 655 5515,valid
_ _ 6658 _ _ _ _ _ _ _ _ 7597 _ 8016 _ _ _ _ _ 3049 _ _ 2328 1650 _ 187 3085 _ _ _ _ 8233 3024 5219 _ _ 4858 _ _ 209 _ 1077 _ _ 8827 _ 2937 695 _ 3564 _ _ _ 5355 _ _ _ _ _ _ _ 2762 _ _ _ _ _ _ _ 4379 _ 4320 3785 1263 _ _ _ _ _ 4996 2285,valid
_ _ _ _ 713 _ 8186 _ _ _ _ _ 3154 1052 901 _ 4944 7519 _ _ _ 2253 _ 2867 4801 _ _ _ 5838 7962 _ _ _ 6240 4202 _ 3464 6966 _ _ _ _ _ 8859 943 _ 4682 4860 _ _ _ 1185 3294 _ _ _ 5315 8383 _ 3674 _ _ _ 5980 63 _ 6422 2773 7713 _ _ _ _ _ 8857 _ 7761 _ _ _ _,invalid
