puzzle,label
6916 4877 _ 2413 _ 1606 _ _ _ 2050 _ _ _ 2270 _ 6347 _ _ _ _ _ 999 _ 2234 _ _ _ 3818 _ 854 _ _ _ 6062 _ 1049 _ 5506 _ _ _ _ _ 8053 _ 2270 _ 293 _ _ _ 7127 _ 5056 _ _ _ 250 _ 7594 _ _ _ _ _ 661 _ 7506 _ _ _ 3812 _ _ _ 1988 _ 2356 _ 8854 4572,valid
_ _ 8647 _ _ _ 2424 _ _ _ 1410 _ 2187 _ 7418 _ 2157 _ 3043 _ _ _ 985 _ _ _ 0 _ 3864 _ 261 _ 1093 _ 4557 _ _ _ 6261 _ _ _ 199 _ _ _ 7891 _ 5706 _ 4536 _ 2765 _ 505 _ _ _ 1305 _ _ _ 8050 _ 1973 _ 3348 _ 4753 _ 988 _ _ _ 416 _ _ _ 6048 _ _,valid
_ 2101 325 _ _ 3494 1616 2544 _ _ _ _ 4115 _ 8745 _ _ _ 4440 _ 663 _ _ 7795 8989 _ 6617 4070 4768 2059 _ 5069 _ _ 2481 _ _ _ _ 935 _ 3198 _ _ _ _ 5925 _ _ 1577 _ 7061 5451 1029 5441 _ 4310 4971 _ _ 8314 _ 217 _ _ _ 4640 _ 8582 _ _ _ _ 4023 3350 6805 _ _ 6896 5013 _,invalid
818 _ _ _ 7176 _ 3133 253 _ _ _ _ 3841 _ 468 _ _ _ _ _ 6599 _ _ _ _ 1293 _ _ _ 2165 4815 _ _ _ _ _ 8450 _ _ 6113 _ _ 7709 _ _ _ 5623 _ _ _ _ _ _ 8189 _ _ _ _ 7425 2872 _ 6155 5504 _ _ _ _ _ _ 387 _ _ _ 1139 8516 _ _ 2603 _ 3531 2691,invalid
2128 _ 6389 _ 8695 _ 8283 _ 993 _ 6436 _ _ _ _ _ 6660 _ 8059 _ _ _ _ 7664 _ _ 440 _ 1919 1744 _ 5491 5646 4592 3182 _ _ _ _ _ _ _ _ _ _ _ _ _ 3159 7801 _ _ _ _ 5666 _ _ 664 _ _ _ _ 7865 _ 4755 _ _ _ _ _ 1189 _ 1830 _ 7745 _ 3097 _ 3953 _ 8419,valid
3041 1619 _ _ 3739 _ _ _ _ _ _ 919 349 _ 4489 _ _ _ 6455 _ _ _ _ 4003 _ _ _ _ 4937 1302 _ 6284 _ _ 4439 _ 3333 _ _ 36 _ 1042 _ _ 4688 _ 555 _ _ 8893 _ 141 1303 _ _ _ _ 5462 _ _ _ _ 4674 _ _ _ 4239 _ 4771 6083 _ _ _ _ _ _ 1522 _ _ 5281 1705,invalid
5599 _ 3435 _ _ 4650 _ _ _ _ _ 8550 _ 5326 2827 _ 4522 8676 _ _ _ _ _ _ 940 _ _ 3001 5436 _ _ _ _ _ _ 8011 _ 7935 _ _ 2036 _ _ 3249 _ 5654 _ _ _ _ _ _ 1358 5816 _ _ 1551 _ _ _ _ _ _ _ 4254 _ 7463 5730 _ 2197 _ _ _ 5617 _ 1281 _ _ 8651 _ 7562,valid
4761 5081 _ _ _ _ _ _ _ _ _ 7526 6176 _ 6735 _ 8899 _ _ _ 8049 _ 4839 _ _ _ 6499 _ 5244 _ _ 2380 5015 _ 7742 _ _ _ 4253 456 _ 3615 4870 _ _ _ 2124 _ 870 1802 _ _ 1659 _ _ _ _ _ 4088 _ 1421 _ _ _ 6767 _ 3211 _ 3262 6604 _ _ _ _ 2119 _ _ _ _ 8553 8015,valid
5214 3156 _ _ _ 7771 _ 2040 5646 _ 8077 _ _ 3893 _ _ 1172 _ 8010 _ _ 1490 3031 _ _ _ 308 7461 2290 8292 _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 7160 4722 6703 6111 _ _ _ 6404 8580 _ _ 1853 _ 4311 _ _ 4477 _ _ 1595 _ 7468 351 _ 43 _ _ _ 4828 1213,valid
_ _ _ _ 1534 _ _ _ _ 4506 _ 5829 _ _ 6033 3294 _ 4332 5635 8262 _ 1121 _ 5105 _ 8688 1799 _ 7543 683 _ _ _ _ 1255 _ 344 _ _ _ _ _ _ _ 2950 _ 4235 _ _ _ _ 2140 7745 _ 8605 1016 _ 1783 _ 7068 _ 3384 6919 6704 _ 5816 2235 _ _ 6110 _ 5277 _ _ _ _ 3378 _ _ _ _,invalid
