puzzle,label
_ _ _ 662 _ _ _ _ _ 2154 4414 _ _ _ 7387 _ 879 2902 3775 2286 _ _ 2976 _ _ 4467 1896 2006 _ _ _ 179 3381 _ _ 3864 _ 1757 _ 1210 _ 818 _ 2889 _ 7679 _ _ 7631 387 _ _ _ 2979 281 8578 _ _ 2589 _ _ 1761 8534 796 6803 _ 3532 _ _ _ 4604 7571 _ _ _ _ _ 8051 _ _ _,valid
5617 _ 8744 _ _ _ 736 _ 6359 _ 4286 _ _ 6811 _ _ 5971 _ _ 2214 _ 8907 _ 2403 _ 6477 _ _ _ 3529 _ 8849 8924 4788 _ _ _ 5566 _ _ 440 _ _ 3419 _ _ _ 4025 4159 8571 _ 8051 _ _ _ 4974 _ 6231 _ 8253 _ 5951 _ _ 443 _ _ 7624 _ _ 5189 _ 7233 _ 1329 _ _ _ 1053 _ 4411,valid
_ 1877 _ _ 6850 _ _ 1394 _ 3952 8154 _ _ 7084 4918 1199 _ _ _ _ _ _ _ 7063 _ _ 5435 _ _ 3461 _ _ _ _ _ _ _ 770 7582 _ _ _ 8206 _ _ _ _ _ _ _ _ 1675 2560 _ _ 711 _ _ 5404 751 2309 _ 457 _ _ _ _ 6263 7492 _ _ 4451 _ _ _ _ 2554 _ _ _ _,invalid
_ 664 _ _ 4047 8014 _ 5696 _ _ _ 6162 _ _ _ 6873 _ _ _ 5166 _ 2197 2217 _ _ 5521 _ 8724 _ _ 2061 _ _ 6110 _ _ 1546 _ 5951 _ _ _ 6206 _ 3707 _ _ 3780 _ _ 5839 _ _ 604 _ 5343 _ _ 564 5172 _ 8658 _ _ _ 7719 _ _ _ 5625 _ _ _ 1106 _ 8269 3169 _ _ 7241 _,invalid
_ _ 215 _ _ _ 8858 _ 714 _ _ _ 8200 _ _ 4289 _ _ 7803 7227 _ _ _ _ _ 4345 _ _ _ _ _ _ 8513 _ _ _ _ 275 8856 _ 1293 4376 7821 _ _ 8577 3529 _ 4089 _ _ _ 6114 _ _ _ _ 2112 _ _ _ _ _ 1621 5933 _ _ _ _ _ _ 121 2327 _ 2935 _ _ 3849 _ 2458 _,valid
1059 _ _ _ _ 7357 843 _ _ _ _ 8492 _ _ _ _ _ 4384 2721 _ _ _ 3739 7534 7971 _ _ 3235 _ _ _ _ _ _ 916 _ _ _ _ 7027 _ 3756 _ _ _ _ _ 3157 6704 8008 _ _ _ _ _ 6111 _ _ _ 1256 _ _ _ _ 4227 _ _ 876 _ _ 3187 _ 7212 _ _ _ _ _ 8787 _ _,invalid
_ _ 8912 _ _ 7273 4299 _ _ 8969 299 _ _ _ 6297 _ 4948 7511 _ _ _ 4243 _ _ _ _ _ _ 8181 _ 8311 _ 3333 _ _ _ 1830 _ 1676 _ _ _ 8347 _ 4509 _ _ _ 7366 _ 1 _ 8937 _ _ _ _ _ _ 4304 _ _ _ 2116 2440 _ 8188 _ _ _ 2830 789 _ _ 5182 7933 _ _ 481 _ _,valid
_ _ 9008 4197 _ 6347 1529 _ _ 6245 4411 _ _ _ _ _ 7383 5208 _ _ 7639 4561 _ _ 4456 _ _ 8223 _ _ _ _ 8163 _ _ 8675 _ 536 _ _ _ _ _ 2356 _ _ _ _ 8333 _ _ _ _ _ _ _ 5343 _ _ 3697 7185 _ _ 8336 3990 _ _ _ _ _ 7335 4565 _ _ 2632 6365 _ 3804 1673 _ _,valid
_ _ 5672 _ 3052 _ _ _ 8559 4977 1622 _ _ _ _ _ 3740 _ 7772 8164 _ 3933 _ _ 8298 _ _ _ _ _ 6886 6987 7527 _ _ _ _ _ _ 510 _ 6305 _ _ _ 5471 _ _ 162 2886 98 _ _ 2372 _ _ 6902 741 _ _ _ _ 4248 _ 7303 _ _ _ _ 2753 4864 _ 1881 _ _ _ 7085 _ 3475 5687 _,valid
_ 785 _ _ _ _ 6031 _ 7195 2586 _ _ _ 7028 _ _ _ 38 6257 _ _ _ _ 2579 6459 _ _ _ _ _ 3244 _ 6881 _ _ _ _ 4660 _ _ _ _ _ 8375 _ _ _ _ 2710 _ 624 _ _ _ _ _ 4951 _ _ 4229 _ _ 7571 8987 _ _ _ 7803 _ _ _ 2694 5970 _ 5219 _ _ _ _ 6917 _,invalid
_ _ _ 7758 _ _ _ _ _ 2259 6117 _ _ _ 6423 _ 1517 6688 _ _ 5087 _ 1495 4823 3361 _ _ _ 2327 7373 2788 _ 7801 7739 6885 _ _ 4848 _ _ _ _ _ 1424 _ _ _ _ 5235 _ 4808 _ _ _ _ _ 7222 _ 6544 4379 4655 _ _ 2352 359 _ _ _ 1842 _ 1028 3230 _ _ _ 5093 _ _ _ _ _,invalid
5074 _ 7451 _ _ _ _ _ _ _ 2291 _ _ 735 _ _ _ _ _ 6218 _ 5462 _ 5151 _ _ 2603 _ _ 3804 _ 2092 _ 3910 _ _ _ 5361 _ 8199 _ 5867 _ 5611 _ _ _ 2666 _ 1417 _ 2802 _ _ 270 _ _ 3131 _ 2238 _ _ 2989 _ _ _ _ 5363 _ 8093 6258 _ _ _ _ _ _ _ _ _ 725,invalid
_ _ _ 4720 _ _ _ _ _ _ 6609 _ _ 2702 _ _ _ _ 8987 _ _ 4087 _ _ 8661 _ 2582 _ _ _ _ 2458 7960 _ _ 1521 125 256 _ _ 1699 _ _ _ 8433 _ _ _ _ _ _ _ 5805 _ _ 3027 3744 _ _ 7604 _ 7612 539 _ 8224 _ 6874 _ _ 3789 2611 _ _ _ _ _ _ _ _ 3 _,invalid
_ _ _ 6674 _ _ _ 66 _ _ _ _ 1519 5660 _ _ _ 4270 _ _ 5340 _ _ 1810 1603 _ _ 3746 _ 2323 _ _ _ _ _ _ _ 8641 2517 _ 8811 _ _ _ 6683 3638 _ _ _ 7714 _ _ 778 _ _ 553 _ _ 4667 _ _ _ _ _ _ _ 7597 _ 754 _ 8564 3848 _ _ _ 1335 _ 6698 _ _ _,valid
5624 _ _ _ _ _ 8181 132 _ _ _ _ 3450 _ 5061 _ 1789 _ _ 7756 1340 3663 _ _ _ _ _ _ 7242 _ 7629 _ _ 692 1538 _ _ _ _ _ _ _ _ _ _ _ 8180 3620 _ _ 1246 _ 994 _ 3858 _ _ _ _ 5353 6036 4058 _ 3099 795 _ 5411 _ 7281 _ _ _ _ _ _ _ _ _ _ _ 7971,valid
_ _ 4125 _ 5213 _ 54 _ _ 5596 8016 _ 4932 _ 3324 _ 1641 6783 _ 8955 _ _ _ _ _ 7115 _ _ 8681 _ _ 7658 3350 _ 8680 _ _ _ _ 4534 8610 4663 _ _ _ _ _ _ 5040 2673 _ _ _ _ _ 6258 _ _ _ _ _ 3014 _ 1323 308 _ 1971 _ 2611 _ 250 112 _ _ 913 _ 8378 _ 7022 _ _,invalid
_ 8651 8370 _ _ _ 3333 7758 _ _ _ 5218 _ _ 6796 2429 _ _ 8814 _ _ _ 6599 _ _ _ 4662 _ 1905 _ 658 1294 4113 _ _ _ _ _ 8372 1683 _ 6556 3548 _ _ _ _ _ 2284 3212 1679 _ 2840 _ 3732 _ _ _ 7192 _ _ _ 8508 _ _ 8487 2578 _ _ 1780 _ _ _ 7742 4384 _ _ _ 3462 3609 _,invalid
_ 794 _ _ 5238 _ _ 8468 1183 _ _ _ _ _ _ _ 8546 _ 6729 6520 _ _ 5729 _ _ _ 7519 6767 4217 _ _ _ _ 2842 _ _ _ _ _ 7529 _ _ _ _ _ 5204 _ _ _ 5565 _ 2230 126 _ _ _ 472 _ _ 134 _ _ _ _ _ _ _ _ _ _ 5957 _ _ _ 4178 8346 8937 _ 7787 _ _,valid
500 _ 3975 _ _ 8474 2315 _ _ _ 1559 609 _ _ _ _ _ _ 4804 _ _ 2112 _ 6442 _ _ _ 6920 _ 7046 _ 868 _ 283 _ 1028 _ _ 2154 1442 _ 269 5496 _ _ _ 3520 _ _ 7097 _ _ 8973 _ 7262 _ _ 7229 _ 6839 _ 3449 336 _ _ _ _ _ _ _ 7881 _ _ _ _ _ _ 8616 6504 _ 690,invalid
_ _ _ _ 4095 678 _ _ _ _ _ 3773 8291 5456 _ 8780 7661 _ _ _ _ _ _ 2420 _ 4858 _ 7334 _ _ _ _ _ _ _ 2316 _ _ 468 _ _ _ 2298 _ _ 4270 _ 5935 _ _ _ 3817 _ 7558 _ 4113 _ _ _ 177 _ 4342 _ _ 2384 1460 9006 5905 _ _ _ _ _ _ _ _ 7890 1847 _ _ _,invalid
_ _ 8736 _ _ _ 5753 _ _ 5026 _ _ _ 5760 _ _ _ 3811 _ _ _ _ 6268 4967 7923 _ 5304 _ _ _ 8510 _ _ _ 2201 _ _ _ _ _ _ 5574 6063 2775 _ 7859 _ _ _ 7087 _ _ _ _ 2604 _ 255 _ _ _ _ _ _ _ _ 5406 4733 _ 293 _ _ 585 _ _ 1461 _ _ _ 2212 _ _,valid
_ _ 147 _ _ _ _ 2272 _ _ _ 4288 6764 _ _ _ 7 _ _ _ _ 8313 _ 829 _ _ 1224 _ _ _ _ 7936 _ 1573 _ 8202 _ _ _ 5340 _ _ _ _ _ _ _ _ 1826 _ 442 _ 7527 _ 6034 2613 _ _ _ _ _ _ _ 5393 _ _ _ 2241 _ 645 _ _ _ 8697 _ _ _ _ 6232 1947 _,invalid
_ 8337 8269 _ _ _ _ _ 4287 _ _ _ _ _ _ _ 792 _ _ _ _ 4171 45 _ _ _ 7049 _ _ 1470 _ 3998 _ _ 1348 2742 _ 230 _ _ _ _ 6091 _ _ _ _ _ 631 _ _ 2438 _ _ 3931 _ _ _ 3225 7409 _ _ _ 2596 _ _ 7548 7179 _ _ _ _ _ _ 1335 _ _ _ _ 1778 _,invalid
8295 _ _ _ 4752 _ _ _ 854 9017 1953 _ _ _ _ _ 8972 1718 _ _ _ 2626 _ 2472 _ _ _ _ _ 2297 _ 8580 7601 8349 _ _ 7904 _ _ _ 8152 _ _ _ 1886 _ _ 6965 2269 6966 _ 4579 _ _ _ _ _ 4446 _ 8806 _ _ _ 7035 966 _ _ _ _ _ 1747 4402 626 _ _ _ 1611 _ _ _ 5690,valid
6900 _ _ _ _ _ _ _ 3501 _ 6581 _ 6922 6512 _ _ 7357 _ _ _ 2358 2890 _ 1155 5476 _ _ _ _ 5341 _ _ 2420 _ _ _ 3020 7571 _ _ 4274 _ _ 1621 618 _ _ _ 7826 _ _ 8728 _ _ _ _ 7101 7104 _ 5855 7330 _ _ _ 3241 _ _ 7480 574 _ 2602 _ 8664 _ _ _ _ _ _ _ 4075,valid
_ _ 1350 7983 _ 6842 _ _ _ 7489 _ _ _ _ 7627 _ _ _ _ 8214 7693 _ _ _ 2767 _ _ 8423 _ _ _ _ 4508 _ 6999 _ _ 8335 8426 _ 964 _ 36 8336 _ _ 3489 _ 5538 _ _ _ _ 8712 _ _ 51 _ _ _ 3155 _ 3803 _ _ _ 1519 _ _ 6832 _ _ _ _ _ 5859 _ 653 _ 793 _,valid
_ _ _ _ _ 5346 _ 2146 _ _ 7330 _ _ _ _ 1572 _ 6987 _ _ _ 7579 8824 _ _ 376 _ 5517 _ _ _ _ 8489 _ _ 7756 _ _ _ _ _ _ _ _ _ 1596 6862 3064 925 _ _ 3811 3468 8117 _ 5362 _ 1542 6344 _ _ _ _ 4427 _ 7875 _ _ _ _ 3031 _ _ 5081 _ _ _ 6961 _ _ _,valid
_ _ 3596 _ _ 8776 258 _ _ 942 _ _ 7869 _ _ _ _ 1534 _ _ _ 5425 5650 101 _ _ _ 7869 _ 1342 _ 7739 _ 4007 3129 _ _ _ 3599 5396 _ 6012 5066 _ _ _ 8534 6501 _ 1824 _ 3703 _ 7374 _ _ _ 7398 6267 1676 _ _ _ 6110 _ _ _ _ 6912 _ _ 4066 _ _ 1409 4514 _ _ 321 _ _,invalid
_ _ _ _ 5542 _ _ _ _ _ _ _ 5470 _ 7869 _ _ 735 _ _ 7528 _ 1324 7390 _ 7227 _ _ 320 8807 _ _ _ _ 7245 _ 3589 _ 433 _ _ _ 6895 _ 5315 _ 6332 _ _ _ _ 7936 2783 _ _ 4486 _ 8780 3127 _ 2669 _ _ 7095 _ _ 4430 _ 2191 _ _ _ _ _ _ _ 1302 _ _ _ _,invalid
1818 4021 _ 620 _ 4430 _ _ _ _ _ 4193 _ _ _ 4101 _ 3381 4804 _ _ _ _ 2470 _ _ _ _ _ _ _ _ _ _ _ 8531 3826 _ _ 6456 4406 _ _ _ _ _ 82 _ _ 4439 5638 _ _ _ _ _ 2470 1587 5182 _ _ _ _ _ _ 8727 _ _ _ _ 1363 _ _ _ _ _ _ _ 416 7516 _,valid
6486 1465 _ 2460 _ _ _ 601 _ 3116 4594 _ _ _ _ 350 _ _ 5170 _ _ _ _ 6497 _ _ 6265 _ _ _ 453 _ 3562 _ _ _ 6519 _ _ _ 4273 _ _ _ 2578 _ _ _ 4839 _ 7243 _ _ _ _ 220 _ 4767 _ _ _ _ 2913 5195 _ _ _ _ _ _ 2934 8471 _ _ 3451 _ _ 5299 _ 6448 3812,valid
_ _ 7818 _ 1603 _ 4791 _ 4458 255 _ _ 2767 _ _ _ 2825 _ _ _ _ _ 2240 _ _ _ _ _ _ _ 1172 4458 _ _ 5256 _ 8921 _ 2846 6052 _ 2769 858 _ 8824 _ 5338 _ _ 8782 4905 _ _ _ _ _ _ _ 4827 _ _ _ _ _ 4544 _ _ _ 7927 _ _ 3577 6811 _ 6676 _ 1293 _ 7492 _ _,invalid
2683 _ _ _ _ 5023 3246 _ _ _ 7469 _ _ _ _ _ 5387 _ _ _ _ 5446 _ _ _ 8445 6853 _ 5923 _ 6257 6539 319 _ _ 3638 _ _ _ 2 _ 4742 _ _ _ 5360 _ _ 2577 8324 8139 _ 5307 _ 4329 7800 _ _ _ 4274 _ _ _ _ 6184 _ _ _ _ _ 2303 _ _ _ 1106 3594 _ _ _ _ 5831,invalid
5873 _ 2764 _ _ _ 5791 _ _ 7048 _ _ _ _ _ 2723 _ _ _ 8152 _ _ 5506 _ 2406 _ 6481 _ _ _ _ 1954 5258 _ _ _ _ _ 5289 7935 1281 993 5903 _ _ _ _ _ 8546 1746 _ _ _ _ 868 1550 3995 _ 149 _ _ 6557 _ _ _ _ _ _ _ _ _ 2872 _ _ 5935 _ _ _ 1504 _ 118,invalid
_ _ 2634 6301 _ _ 3199 _ _ _ 5251 _ _ _ _ _ 267 _ _ 4071 6670 _ _ 7810 404 8330 _ 2790 147 _ 8797 _ 4714 _ 3285 671 _ _ 6692 _ 5672 _ 8698 _ _ _ _ _ 5470 _ 8042 _ _ _ _ 4085 628 _ _ 4305 197 7080 _ _ 8585 _ _ _ _ _ 7625 _ _ _ 1146 3886 _ _ 1040 _ _,invalid
6758 _ _ _ _ _ _ 7247 _ _ 6340 _ _ 5272 _ _ _ 8101 _ 5080 _ _ 7223 6056 6601 _ _ _ _ 8439 _ 3823 910 _ _ _ _ 280 1357 3142 _ 6159 2120 3824 _ _ _ _ 3685 7838 _ 8727 _ _ _ _ 7307 1548 1939 _ _ _ _ 7818 _ _ _ 3584 _ 4225 255 _ _ 8976 _ _ _ _ _ _ 8647,invalid
