puzzle,label
_ _ _ 853 8605 _ _ _ 4610 _ 2917 _ _ _ _ 1271 321 _ _ 2656 _ _ _ _ _ 7083 _ 8636 _ _ 1485 7599 _ _ _ 4873 _ _ 5883 6131 _ 8421 8694 _ _ _ _ _ _ 729 1460 _ _ _ _ 7978 _ _ _ _ _ _ _ _ 1593 5988 _ _ _ 4403 1631 _ 8069 _ _ 6150 1377 _ _ _ _,valid
_ 372 _ 2775 _ _ 4237 _ _ _ _ 899 _ 6072 1162 _ _ _ _ _ _ _ _ 7065 _ 8327 _ 6428 _ _ _ _ 1421 _ _ 5183 _ 2085 7896 _ _ _ 4108 6679 _ 6533 _ 6332 2528 _ _ 4734 _ 8334 2059 _ _ 7529 _ _ _ 1781 _ _ _ 4283 903 7324 _ _ _ 4779 _ _ _ _ _ 5022 _ _ _,valid
4195 3506 _ _ _ 4836 _ _ 4289 _ _ 6235 _ _ _ _ 1636 _ _ _ 4405 _ _ _ 6226 _ 1378 _ 691 _ 1334 _ 1802 _ 522 _ _ 2772 _ _ 6362 _ _ 4169 _ _ _ _ 5607 _ 4973 _ _ _ _ _ 8838 _ _ _ 222 4252 _ _ 7881 _ _ _ _ _ _ 7672 2532 _ 278 _ _ 4283 _ _ 8891,invalid
6512 _ _ _ _ 6865 _ 717 _ _ _ _ _ _ 5725 _ 6648 3854 _ _ _ _ 3709 _ _ 5562 _ 1334 _ _ _ _ 766 _ _ 5734 _ _ _ _ 7234 _ _ _ _ 8549 3920 _ 7045 _ _ _ 7678 5911 _ 2119 _ _ 4122 _ _ _ _ 3877 5573 _ _ _ 5942 _ _ _ _ 3458 _ _ _ 6374 _ _ 4643,invalid
_ _ _ _ 3809 6533 _ _ 8852 190 _ _ _ 5450 _ 6293 _ _ _ _ 2196 2957 _ _ 5499 _ 6513 1857 _ _ _ _ _ 3288 _ _ 4689 3845 _ _ _ _ _ 5419 3229 _ _ 3094 _ _ _ _ _ 3769 2014 _ 4273 _ _ 1150 2678 _ _ _ _ 629 _ 6896 _ _ _ _ 4799 _ _ 7530 8943 _ _ 7451 _,valid
2457 _ _ 8833 5364 _ _ 1300 _ _ _ _ _ _ 4630 5924 _ 3765 _ _ _ _ 7946 6245 _ _ _ _ 1669 822 _ _ _ _ _ 2538 3895 _ 5796 _ _ _ 5880 _ 6125 2597 _ _ _ _ _ 5094 5422 _ _ 3189 _ 2454 4118 _ _ _ _ 3050 _ _ 7897 _ _ _ _ _ _ 2433 _ _ 7531 7085 _ _ 3256,invalid
2973 8349 _ 4533 _ _ _ _ 7988 _ _ _ 5371 _ _ _ 3879 7273 4771 _ _ _ _ 3515 _ 4340 _ _ _ 2295 _ 7946 _ _ 6574 1588 _ _ _ 2488 _ 3795 _ _ _ 3424 5498 _ _ 8772 _ 2995 _ _ _ _ _ 4295 _ _ _ _ 1149 _ 7756 7145 _ _ 6963 _ _ _ 4591 5566 _ _ _ 4110 _ 4563 6522,valid
_ 7993 6389 7320 _ 1797 593 11 _ 7826 _ _ 1446 _ _ _ _ 6176 _ 1164 _ _ _ _ _ 8639 _ 8802 _ _ 7437 _ _ _ 8390 942 _ _ _ _ _ _ _ _ _ 1931 2151 _ _ _ 5011 _ _ 3117 _ 2580 _ _ _ _ _ 8135 _ 4851 _ _ _ _ 7818 _ _ 7755 _ 1365 3610 8181 _ 9014 208 1515 _,valid
_ _ _ _ _ 5345 _ 5410 _ _ _ _ 8776 _ _ _ _ _ 5348 _ 7362 _ 9001 _ 1916 _ _ _ _ 3599 _ _ _ _ _ _ _ _ 1009 3549 _ 4828 6224 _ _ _ _ _ 7332 8677 _ _ _ 8830 4267 _ _ _ _ _ _ _ _ 2798 _ _ 5434 _ 4054 _ _ 4078 5942 6429 5902 6109 3590 _ _ _ 8645,valid
_ _ 3664 7910 _ _ 8940 _ _ _ _ _ 8646 3238 _ _ 3236 4454 _ _ 5201 _ 2500 _ _ _ _ _ _ _ _ _ 179 _ 3442 5877 _ 298 8055 3231 _ 1453 3136 3340 _ 8649 689 _ 2590 _ _ _ _ _ 2134 _ _ _ 1022 _ 4876 _ 6048 _ 4781 _ _ 2066 6675 _ _ _ _ 8357 _ _ _ 3712 _ _ _,invalid
