puzzle,label
_ 159 _ _ 4400 _ _ _ 1074 3108 _ 4026 _ _ _ 1913 _ _ _ _ _ _ 7394 1053 _ _ 8895 5824 _ _ _ _ 6568 3232 _ 3722 _ _ _ 8333 _ 424 _ _ _ 4163 _ 3918 3834 _ _ _ _ 7756 _ 647 _ 7144 3582 _ _ 5701 _ _ _ _ _ _ _ _ _ 8794 7222 _ 3793 _ 1948 _ _ 5255 _,valid
8782 4980 _ _ 416 _ _ 8968 7241 _ _ 2569 _ 7493 7473 8750 _ _ _ _ _ _ _ 6413 _ _ _ 6453 _ _ _ 7818 _ 625 _ _ _ _ 7543 6008 _ 1327 8119 _ _ _ _ 1165 _ 717 _ _ _ 6956 _ _ _ 2624 _ _ _ _ _ _ _ 7825 503 8612 _ 3954 _ _ 5974 7859 _ _ 3320 _ _ 6879 7576,valid
_ 1592 _ 1599 _ _ _ 6022 _ _ _ 3601 _ _ 7463 5068 _ _ _ 3507 5624 _ 2298 _ 619 5931 _ 8298 _ _ 7576 8513 _ _ _ 4693 264 _ _ _ _ _ _ _ 5706 _ _ _ _ 1767 1410 _ _ _ _ 3103 8822 _ 6961 _ 909 3352 _ _ _ 1799 1494 _ _ 6360 _ _ _ 4125 _ _ _ 4269 _ 1029 _,invalid
_ _ _ _ 7102 5338 _ _ 6895 _ _ _ 3667 _ _ _ _ _ 6441 _ _ 5111 4572 4303 _ 5807 _ 5009 _ 934 _ 2122 _ 6436 6365 _ 955 _ 3779 8824 _ 1901 307 _ 7506 _ 4550 196 _ 7896 _ 7818 _ 8473 _ 4152 _ 6074 725 7346 _ _ _ _ _ _ _ _ 2774 _ _ _ 6530 _ _ 7505 5581 _ 1059 _ _,invalid
_ _ _ _ _ 6676 104 641 _ _ _ _ _ 1160 3712 2696 _ _ _ _ _ 4431 _ 5631 _ _ 1660 7670 6276 1431 _ _ _ 952 _ _ _ 7743 _ _ _ _ _ 5640 _ _ _ 1561 _ _ _ 8221 5538 630 3298 6060 _ 19 _ 350 _ _ _ 401 _ _ 5489 1835 _ _ _ _ _ _ 268 5411 _ _ _ _ _,valid
1460 _ _ 6381 _ 483 _ _ 5932 _ 7756 _ 7463 1400 6801 _ 4313 _ _ _ _ _ _ _ _ _ _ 1310 8812 _ _ 774 _ _ 247 7795 _ 114 _ 7601 _ 4285 _ 108 _ 2902 8193 _ _ 6492 _ _ 2037 3803 _ _ _ _ _ _ _ _ _ _ 3399 _ 5195 8343 2531 _ 5025 _ 5199 _ _ 887 _ 5825 _ _ 6243,invalid
256 _ 3018 _ _ 4663 8135 _ 5586 _ 404 6243 _ _ 3150 1087 3738 _ _ _ _ _ 3063 _ _ _ _ 3611 7783 _ _ _ 7861 _ _ _ _ _ 1072 _ _ _ 2370 _ _ _ _ _ 173 _ _ _ 2288 4754 _ _ _ _ 3589 _ _ _ _ _ 6131 4855 967 _ _ 1742 5897 _ 649 _ 1091 7862 _ _ 1579 _ 7335,valid
_ 6599 _ 369 _ 6324 _ _ 3345 _ 2228 _ 1879 _ 2421 _ _ _ _ _ 2278 _ _ _ 5388 8429 _ 421 4658 _ _ _ _ _ 261 7491 _ _ _ 1596 _ 939 _ _ _ 95 1373 _ _ _ _ _ 8465 174 _ _ 8301 _ _ _ 2692 _ _ _ _ 5987 7316 _ 6711 _ 4592 5129 795 _ _ 4405 _ 6720 _ _ _,valid
_ _ _ 212 6842 _ 7810 _ 8364 _ _ _ _ _ 4594 _ 6542 _ _ 8632 7749 _ _ _ _ 8782 _ _ 6399 _ 1439 8874 530 8240 _ _ _ 714 _ 6441 _ 8852 _ 4424 _ _ _ 6422 3753 3603 4793 _ 985 _ 1222 _ _ _ _ _ 5195 _ _ _ 828 7300 5613 _ _ 3774 _ _ 5781 _ _ _ 8059 7317 _ _ _,valid
_ 407 3753 _ 2049 _ 2825 673 _ _ _ _ _ _ _ _ _ _ _ 7739 _ _ 3958 3537 _ 2845 _ _ _ _ _ _ 7409 _ _ _ 7847 6009 _ _ _ _ _ 755 6347 5919 _ 4255 8711 _ _ 7790 _ 7787 _ 5644 _ _ 5824 4492 _ 5823 _ _ _ _ _ _ _ _ _ _ _ 998 6236 _ 4575 _ 2843 7381 _,invalid
