puzzle,label
_ 4742 _ 2822 _ _ _ 7743 _ _ 5802 4806 _ _ _ 7713 650 _ _ _ _ _ 8154 8121 _ _ _ _ _ _ 3881 _ _ _ _ _ 6842 3810 _ _ _ _ _ 764 6726 2664 _ _ _ _ 4640 _ _ 8206 _ _ _ _ 474 5718 _ _ _ _ 1672 3664 _ _ _ 7891 801 _ _ 8165 _ 6107 _ _ _ 833 _,valid
8454 _ 2981 _ 6150 _ 2508 _ 5874 _ _ _ 5896 _ 335 _ _ _ _ 7329 _ _ _ _ _ 5456 _ _ 3596 480 _ _ 7940 _ 8027 295 _ _ _ _ _ _ _ _ _ 5235 344 _ 8121 _ _ 5925 8167 _ _ 4448 _ _ _ _ _ 3677 _ _ _ _ 7812 _ 3888 _ _ _ 4441 _ 4056 _ 2354 _ 5800 _ 2590,valid
5307 _ _ _ _ 4650 _ _ _ _ _ 6126 4207 _ 5492 _ _ 2770 _ 8049 _ _ 7902 _ 863 _ _ 7681 _ _ 3384 _ 7664 _ 7425 _ _ _ _ _ _ _ _ _ _ _ 6014 _ 5322 _ 5255 _ _ 5439 _ _ 538 _ 6487 _ _ 3194 _ _ _ _ 8200 _ 4794 5451 _ _ _ 8112 _ 3637 _ _ _ _ 5948,invalid
1263 3899 _ _ _ _ _ 7466 2940 _ 6729 _ 823 _ 1555 _ 3357 _ _ 915 _ _ _ 6853 _ 3198 _ 3845 2656 _ _ _ _ _ 251 5798 _ _ _ 1614 _ 8865 _ _ _ 6841 _ _ _ _ _ _ _ 4468 _ 8473 _ _ _ 3872 _ 7013 _ _ 8931 _ 3928 _ 2426 _ 7523 _ 3168 7115 _ _ _ _ _ 7922 7390,invalid
501 0 1002 _ _ _ 4967 3505 5172 _ _ 3948 227 _ _ 5472 _ _ _ _ _ _ _ 8222 _ _ _ 8490 672 _ _ 5323 _ _ 741 3083 _ _ _ 7724 _ 1877 _ _ _ _ 2168 _ _ 678 _ _ 4733 _ _ _ _ 504 _ _ _ _ _ _ _ 6368 _ _ 2654 5199 _ _ 1088 4960 5040 _ _ _ 5128 1193 5028,valid
_ 6459 4195 _ _ _ 9005 5434 _ _ 1365 5292 2304 _ 963 3079 2942 _ _ _ 7785 _ _ _ 3881 _ _ _ _ _ _ 7645 _ _ _ _ _ _ _ 4221 _ 1638 _ _ _ _ _ 8079 _ 8667 _ 8291 _ _ _ _ 7331 _ _ _ 6512 _ _ _ 5384 1968 5203 _ 5028 991 8945 _ _ 2365 80 _ _ _ 1761 2399 _,invalid
6881 _ 1942 1308 _ _ 4282 _ 3626 _ _ _ _ _ _ _ _ _ _ 5283 6581 _ _ 7581 4052 5118 _ _ _ _ 6121 _ 8384 _ 1064 _ _ _ 3235 _ 4504 _ 2251 _ _ _ 8066 _ 8990 _ 5691 _ _ _ _ 2839 4517 6722 _ _ 5519 1990 _ _ _ _ _ _ _ _ _ _ 530 _ 5750 _ _ 439 2889 _ 8702,valid
4058 _ _ _ _ _ _ _ 4885 6140 8450 _ _ 1699 _ _ 1726 5656 _ _ 8139 _ 940 _ 6738 _ _ _ _ _ _ 2383 4413 _ _ _ _ 226 971 2408 _ 6668 6172 8199 _ _ _ _ 4065 2573 _ _ _ _ _ _ 7551 _ 5561 _ 1054 _ _ 5059 3873 _ _ 4361 _ _ 3645 1092 2636 _ _ _ _ _ _ _ 5265,valid
_ 8855 _ 3737 _ 3250 _ 3624 _ 6832 _ 1270 _ 565 _ 4562 _ 2968 _ _ _ _ 8560 _ _ _ _ 6266 _ _ 4337 _ _ _ _ 8921 _ 4083 3122 _ _ _ 3691 5801 _ 4032 _ _ _ _ 802 _ _ 8644 _ _ _ _ 6510 _ _ _ _ 7762 _ 5284 _ 4674 _ 4164 _ 7860 _ 3994 _ 5754 _ 2313 _ 5844 _,valid
5477 _ _ 8277 _ _ _ 1795 _ _ _ 7895 _ 4576 _ _ 848 _ _ _ _ 1488 2239 _ 1201 _ _ 8795 _ _ _ _ _ _ _ 1048 _ _ 3716 _ 3584 _ 3910 _ _ _ 7290 802 _ _ _ 1333 267 _ _ _ 4522 7159 1325 _ _ 2580 _ 2343 1251 _ _ 7333 _ _ _ _ _ _ _ 5521 _ _ _ _ 2281,invalid
