puzzle,label
_ 8295 _ 5426 _ 5298 _ 7543 _ _ _ _ _ 7981 _ _ _ _ 2132 _ 4179 _ _ _ 3901 _ 6082 7959 _ _ _ 8920 _ _ _ 8805 _ 1795 _ 636 _ 7074 _ 6055 _ 4430 _ _ _ 3331 _ _ _ 1617 2616 _ 1270 _ _ _ 6107 _ 6931 _ _ _ _ 3 _ _ _ _ _ 2531 _ 8231 _ 6638 _ 1244 _,valid
_ _ _ _ 4220 _ 6994 5666 8810 _ _ 4974 _ _ 4971 _ _ _ _ _ _ _ _ _ _ 2992 1019 _ _ 1210 _ _ _ 1913 _ _ 7811 _ _ 5550 2902 _ _ 8657 3925 7883 _ _ 1164 _ _ _ _ _ 7276 _ 4034 _ _ 7316 _ _ 5497 _ _ _ _ _ _ _ 6397 _ 3229 _ _ _ 6368 _ _ _ _,valid
2268 _ _ 3748 36 _ _ _ 8880 _ _ 2212 _ _ _ 5395 _ _ 8773 173 _ _ 4360 _ _ 5358 6478 _ 3650 4117 _ _ 1739 501 8784 _ _ _ _ _ _ _ _ _ _ 7422 _ _ 6385 _ _ _ _ 3171 1347 6141 _ _ 4719 _ _ 1116 201 _ _ 386 _ _ _ 3032 _ _ 6007 _ _ 350 8713 _ _ _ 3626,invalid
7297 _ _ 7370 4408 _ _ _ 6688 8880 _ 4969 3536 _ _ 3693 _ 1252 _ 536 _ 2636 _ _ _ 648 _ _ _ 5021 _ 8227 _ 3299 _ _ _ 2646 _ _ _ _ _ 3953 _ 8160 7379 _ _ 3970 _ _ 849 5130 _ 4527 _ 5421 _ _ _ 8429 _ 8722 _ 4338 5051 _ _ 1709 _ 5965 6278 _ _ 1945 4965 _ _ _ 128,invalid
_ _ 5551 _ 4670 _ 2142 _ _ 5494 724 _ _ 6698 _ _ 4679 4788 _ _ _ 557 _ 3540 _ _ _ _ _ 3124 _ _ 1453 3584 _ _ 3811 2079 _ _ _ _ _ 8595 2211 _ _ 398 6006 _ _ 7890 _ _ _ _ _ 8207 _ 7284 _ _ _ 2830 5269 _ _ 8134 _ _ 6101 4140 _ _ 2788 _ 3271 _ 2492 _ _,valid
2003 _ _ _ _ _ _ _ 7922 _ 6717 _ _ _ 5862 _ 6299 _ _ _ 5261 _ 3363 1151 5678 _ _ _ 2775 1615 2706 _ 3843 _ _ _ _ _ 6267 _ _ _ 8900 _ _ _ _ _ 2390 _ 1847 4717 8960 _ _ _ 6384 8348 7407 _ 6093 _ _ _ 2356 _ 2552 _ _ _ 2918 _ 6876 _ _ _ _ _ _ _ 3878,invalid
_ 4815 _ _ _ 2573 2005 6245 _ _ _ _ _ _ 8636 _ _ 4650 _ 4309 _ 6954 _ 326 _ _ _ _ 4762 452 _ _ 6075 _ 7093 _ 6383 _ 6542 _ _ _ 7392 _ 6899 _ 4479 _ 4320 _ _ 5919 4569 _ 2900 _ _ 7756 _ 7325 _ _ _ 2005 _ _ _ _ 3143 2319 _ 8019 _ 8633 _ _ _ 8036 _ _ _,valid
7317 _ _ 809 _ _ 8077 _ 3210 _ 1035 971 _ _ _ _ _ _ _ _ 484 _ _ 6420 _ 886 _ _ _ 4934 _ 3557 _ _ _ _ _ _ _ 3620 8491 _ _ _ _ _ 8828 _ _ _ _ _ _ 5390 _ 592 _ 3433 5087 _ _ 2981 8600 _ 8702 _ _ _ _ _ _ 2046 _ _ _ _ 2806 _ 785 _ _,valid
_ _ _ 6232 _ 5324 _ _ _ 2942 _ _ _ 7171 _ _ _ 400 _ 1655 _ _ 8492 _ _ 3595 _ 2678 _ _ 1033 _ _ _ _ 2528 _ 173 7881 _ 8614 _ 4794 5483 _ 4020 _ _ _ _ 3294 _ _ 4498 _ 6840 _ _ 1116 _ _ 8457 _ 8383 _ _ _ 8863 _ _ _ 3147 _ _ _ 20 _ 1234 _ _ _,valid
4018 _ _ _ _ _ _ _ _ _ 666 3220 2280 _ _ _ 6499 _ _ _ 1759 _ 3923 _ _ _ 3961 6717 6923 _ _ 2917 2401 3201 _ _ _ _ 2593 _ _ 1066 _ 2113 _ _ _ _ _ _ _ _ _ _ _ _ _ 380 _ 7753 _ _ 6953 _ _ _ _ _ _ 2624 4992 2231 _ _ 1790 _ 7769 _ _ _ _,invalid
2248 7051 _ _ 180 _ _ 5357 3584 _ 479 _ 7555 _ 5709 _ 713 _ _ 1615 5148 _ _ _ 2171 5908 _ 6870 _ _ _ _ 5617 _ _ 3878 _ _ _ _ 2401 _ _ _ _ _ _ _ 6139 _ _ _ _ _ _ 3709 5686 _ _ _ 8389 8979 _ _ 5296 _ 1091 _ 5860 _ 5012 _ 8042 3112 _ _ 5828 _ _ 647 4617,invalid
_ 1215 1991 _ 443 _ 9 3814 _ _ 4678 _ _ _ _ _ 4483 _ 666 _ 1600 _ _ _ 581 _ 5908 _ _ _ 4874 4945 _ _ _ _ 2821 _ _ 2646 _ 4196 _ _ 6628 _ _ _ _ 5400 174 _ _ _ 3366 _ 8703 _ _ _ 3358 _ 780 _ 3601 _ _ _ _ _ 28 _ _ 4191 6723 _ 1676 _ 7798 5057 _,invalid
_ _ _ _ 8038 _ _ _ _ _ 4943 _ 8139 5056 _ _ 4959 _ _ _ _ _ 2452 5647 7109 _ 6768 6572 _ _ _ _ _ _ 3818 _ _ _ _ 1015 _ 2401 _ 2184 _ 7890 _ 3942 _ 632 _ _ _ _ _ 8020 _ _ _ _ _ _ 5828 _ _ _ 3930 1374 _ _ _ 548 _ 7699 _ _ _ _ _ 6274 _,invalid
_ 4942 _ _ _ _ 5015 _ 3034 _ _ 4961 _ _ _ _ _ _ 6589 _ 4031 _ 49 4014 _ 7631 _ _ _ 4010 6597 4316 107 _ _ _ _ _ 8162 891 _ 5273 5603 _ _ _ _ _ 1966 4582 7845 8346 _ _ 5363 _ _ 3198 1764 _ 4580 6008 _ _ _ 4730 _ _ _ _ _ 2203 1411 _ _ _ _ _ 6556 _ _,valid
