puzzle,label
_ _ _ _ 7946 _ _ _ 4142 _ 4976 _ _ 6202 8720 7614 2083 _ 4467 _ 6468 _ _ _ _ _ _ _ 1468 _ _ _ 6094 _ _ _ 5786 7020 _ _ _ _ _ 4071 8702 _ _ _ 1341 _ _ _ 458 _ _ _ _ _ _ _ 2972 _ 5357 _ 7757 2794 6062 5683 _ _ 6895 _ 3014 _ _ _ 4004 _ _ _ _,valid
_ 8648 166 7946 _ _ _ _ _ _ 4805 _ _ 5229 _ _ _ _ 7410 _ _ _ 813 5857 _ 190 _ _ 7750 _ _ _ 6912 _ 2071 _ 7794 4188 _ _ _ _ _ 5814 1646 _ _ _ 4772 _ _ _ _ _ _ 3386 _ _ 8891 8041 _ _ 3844 _ _ _ _ 8905 _ _ 4531 324 _ _ _ 4975 _ _ 2973 _ _,valid
_ 243 8445 _ _ _ 4824 2404 _ 6559 _ _ _ _ _ _ _ 3842 _ 4472 2877 _ 5978 _ 8133 2363 _ _ _ _ 1794 7911 6909 _ _ _ _ _ 2679 414 _ 7277 4192 _ _ _ _ _ 1949 959 988 _ _ _ _ 5187 529 _ 2658 _ 8497 6821 _ 4433 _ _ _ _ _ _ _ 1325 _ 8980 8374 _ _ _ 2878 2072 _,invalid
5131 _ _ _ 4601 _ _ _ _ _ _ 522 1122 _ _ _ _ 7381 _ _ _ 2244 _ 6693 2067 _ _ _ _ 3783 800 5678 _ 3815 616 _ 106 _ _ 6191 _ 6555 _ _ 7741 _ 6946 7859 _ 6377 8736 6933 _ _ _ _ 394 3161 _ 8647 _ 2010 _ 4258 _ _ _ _ 1160 _ _ _ _ _ _ _ 3766 _ _ _ 457,invalid
7505 2977 1032 _ _ 5834 5300 4189 2753 6857 _ _ _ _ 2673 _ _ 778 _ _ 7045 _ _ _ 2168 _ _ _ _ _ _ 862 _ _ _ _ 7623 _ _ 6053 _ 3448 _ _ 1014 _ _ 1746 _ 1600 _ 2160 _ _ _ _ 7820 _ _ _ 1057 _ _ 4437 _ _ _ _ 2856 _ _ 1464 1513 8357 2654 _ _ 5594 561 3422 4916,valid
5314 _ _ _ _ _ 4909 _ _ _ _ _ 8508 _ _ _ _ _ _ _ _ _ _ _ _ _ 676 _ 1607 74 _ 4832 3864 1373 _ _ 1650 _ _ 5478 _ 1742 _ 4938 _ _ _ _ 8078 _ _ _ _ 4344 5768 2336 _ 8181 8073 _ _ _ _ _ _ _ _ _ 4420 _ 2195 _ 4147 2272 7763 7235 _ _ _ 2122 _,invalid
_ _ _ 3859 _ _ _ _ _ _ 4018 6083 _ _ _ 3129 140 _ 934 _ 148 _ _ _ 146 _ 6523 _ _ _ _ 1971 2798 2848 _ _ 2182 _ _ 5229 _ 7601 _ _ 2307 _ _ 564 7195 4644 _ _ _ _ 7 _ 2567 _ _ _ 6385 _ 717 _ 3934 6906 _ _ _ 5707 517 _ _ _ _ 7310 _ _ _ _ _,valid
5000 _ _ 562 4589 _ _ _ 7522 _ 1163 2876 _ _ _ 4054 4853 _ 2773 _ _ 7649 _ 7886 _ _ 424 _ _ 7848 1426 1450 _ 1086 _ 1034 2704 _ _ _ _ _ _ _ 2066 2616 _ 5363 _ 2171 852 6909 _ _ 1179 _ _ 2219 _ 1432 _ _ 2989 _ 2919 7543 _ _ _ 766 6658 _ 147 _ _ _ 4120 6934 _ _ 8199,valid
2308 _ _ _ _ _ _ _ _ 2788 _ 7206 _ _ 4591 8968 _ _ _ _ 8382 1756 3558 _ _ _ 4531 _ 6551 _ _ _ 7064 _ 7028 _ _ 4558 _ _ _ _ _ 2475 _ 5961 _ _ 2137 _ _ _ _ 2025 3213 _ _ _ 4097 2739 1545 168 _ _ _ 8449 1528 _ _ _ _ _ _ _ _ _ _ _ _ 920 5471,valid
_ 1274 6298 _ 5452 _ 4945 1216 _ 5940 _ _ _ _ _ _ _ 2443 _ _ _ _ _ 8483 _ _ _ _ 7928 _ 3236 _ _ _ _ 2255 7849 _ 3872 _ 2072 _ 1340 _ 5656 4057 _ _ _ _ 5022 _ 7990 _ _ _ _ 6485 _ _ _ _ _ 3505 _ _ _ _ _ _ _ 5787 _ 7663 6976 _ 7537 _ 4740 3982 _,invalid
