puzzle,label
7942 4093 _ _ 9005 _ _ 7081 6633 _ _ _ _ _ _ _ _ _ _ 349 187 _ 624 _ 3740 8135 _ _ _ _ 2346 6034 _ _ _ _ 2272 _ 8148 8757 _ 3650 7709 _ 7263 _ _ _ _ 4888 2448 _ _ _ _ 5008 3868 _ 555 _ 2520 1661 _ _ _ _ _ _ _ _ _ _ 2195 8807 _ _ 601 _ _ 3622 5250,valid
_ 8039 3876 8371 _ _ _ 5349 _ _ _ 6945 _ _ _ _ _ _ _ _ 6030 _ 1651 _ 273 _ 7174 _ _ _ 7980 _ 5320 _ _ _ 4575 _ _ 8712 3113 _ _ _ 3093 _ 6210 _ 5437 _ _ _ _ _ _ _ _ _ _ _ 869 7508 _ 6844 _ 6019 _ _ 8503 8112 _ _ _ _ _ _ _ _ _ 3692 6126,valid
8873 _ 5056 _ 6154 _ 4315 _ 8792 _ _ 6870 _ _ _ 4540 _ _ _ 1733 _ _ _ _ _ 8785 _ _ _ _ _ 2775 4096 _ _ _ 502 _ _ 4205 _ 8031 _ _ 5271 _ _ _ 3122 4087 _ _ _ _ _ 3580 _ _ _ _ _ 5188 _ _ _ 2010 _ _ _ 8260 _ _ 7432 _ 8742 _ 3988 _ 7146 _ 6110,invalid
_ 2850 _ _ _ 1128 _ 1446 _ _ 1010 _ 7741 _ _ _ 8176 _ _ _ 3379 7520 3638 _ 4326 _ _ 3102 _ _ _ 3649 662 8596 6111 _ _ _ 4522 _ _ _ 6358 _ _ _ 4932 7736 22 2978 _ _ _ 1340 _ _ 2456 _ 1990 4819 5186 _ _ _ 4163 _ _ _ 644 _ 6429 _ _ 2487 _ 5228 _ _ _ 1281 _,invalid
_ _ 6836 _ 5897 _ _ _ _ _ 4560 _ 3189 _ _ 2629 _ _ 5903 2428 _ _ _ _ 8039 _ _ 6346 _ _ 2206 3086 _ _ _ 4304 6709 _ _ 6808 _ 3958 _ _ 5014 _ _ 5610 _ 1312 5101 935 _ _ _ 6609 3893 _ _ _ _ 3485 2002 _ _ _ _ _ 2598 _ 8793 _ _ _ _ _ 8059 _ 5040 _ _,valid
_ 8731 _ _ _ _ _ 4197 _ 6074 4828 _ _ _ 2254 _ 3083 7493 _ _ 877 _ 6128 _ 4307 _ _ _ _ 4978 2783 _ 4569 _ 6491 _ _ _ _ _ 6516 _ _ _ _ _ 1211 _ 7891 _ 7512 3785 _ _ _ _ 4616 _ 7683 _ 4763 _ _ 1203 97 _ _ _ 7565 _ 3951 5738 _ 5056 _ _ _ _ _ 4585 _,invalid
879 1995 _ _ _ _ 3033 _ _ 4545 _ 6588 8223 _ 4433 _ _ _ _ 1515 _ _ _ _ _ _ 3408 _ 943 _ _ 2440 _ _ 8650 _ 6341 2191 _ _ _ _ _ 8279 2174 _ _ 7201 _ 6102 _ 1123 _ _ 1428 _ _ _ _ _ _ 8267 _ _ _ _ 4582 _ 3692 6781 _ 8544 _ _ 5706 _ _ _ _ 5684 5264,valid
_ 5315 _ _ 1176 6737 _ _ 7921 7670 _ 3571 _ 4990 _ _ _ _ _ _ _ _ _ _ _ 6396 7586 4120 _ _ _ 5065 _ _ _ _ 528 1062 _ 6129 _ 4468 _ 8004 1532 _ _ _ _ 4794 _ _ _ 3358 _ _ _ _ _ _ _ 3969 _ _ _ 2096 _ 5221 _ _ _ 7883 7767 _ 5598 8761 7454 _ _ 276 _,valid
_ 7211 _ 1184 _ 3140 _ _ _ _ _ 5888 _ _ _ 5323 _ _ _ 2658 _ _ _ 4019 _ 4791 _ _ _ 1949 _ 907 _ 6080 _ _ 920 _ _ _ _ _ _ _ 6179 _ 8721 5420 _ 5607 _ 379 6025 _ _ 5733 _ _ _ 42 _ 2799 _ _ _ 7208 _ _ _ 563 _ 5296 _ _ _ 326 _ 5913 _ _ _,valid
_ _ 5049 _ _ _ _ _ _ 3739 681 5513 _ _ 4294 _ 4222 4527 _ 3237 4110 _ 246 _ _ _ _ _ _ 6708 _ _ 5075 2444 6680 1541 _ _ _ _ 1929 _ 3446 _ _ _ _ _ 3742 _ _ _ _ 8531 _ 2940 8862 _ _ _ _ _ _ 4451 _ _ _ 429 _ _ _ _ _ _ _ 4382 _ 5207 _ _ _,invalid
5961 _ _ _ _ _ 8612 _ _ 6973 _ _ _ 104 1891 7199 _ _ _ 1213 7746 _ _ 4390 _ _ _ _ _ 5415 _ _ _ 7534 _ 6441 6466 _ _ 5082 _ 3617 _ _ 732 7644 _ 2471 _ _ _ 7514 _ _ 1733 4068 _ 8375 _ _ 3970 _ _ _ _ _ 846 4193 _ 1133 _ _ _ _ _ _ _ _ _ 2182 5978,invalid
_ _ 4672 _ _ _ 4180 _ _ 5155 4382 _ 1453 _ 4474 _ 8715 1196 3614 _ _ _ 5738 _ _ _ 8824 _ 8057 _ 4178 _ 5248 _ 3482 _ _ _ 1004 _ _ _ 6598 _ _ _ 3430 _ 3279 _ 7411 _ 7869 _ 8861 _ _ _ 1511 _ _ _ 3989 131 2385 _ 1195 _ 1624 _ 2699 1655 _ _ 3609 _ _ _ 6122 _ _,invalid
2975 _ _ _ 38 _ _ 2728 _ 6573 _ _ 4795 _ 372 5686 _ _ _ _ _ 1842 _ 3554 _ _ _ _ 5524 7954 _ _ _ 3989 7789 _ 6928 _ _ _ _ _ _ _ 1028 _ 4136 2917 _ _ _ 4155 7231 _ _ 8966 _ 8958 _ 897 _ _ _ 1981 _ _ 3546 _ 1850 _ _ 1458 _ _ _ _ 7484 _ _ _ 5736,invalid
_ _ _ _ _ 6305 _ _ _ _ 7208 7720 1566 _ _ 8991 _ 4280 4480 _ _ _ 4414 _ 3004 _ _ 8869 _ _ _ _ _ _ _ 4096 _ _ _ 846 4924 654 _ _ _ 6429 1107 _ _ _ _ _ 5726 6526 _ 2925 2582 _ 3374 _ _ 1184 _ _ _ _ 4878 _ _ _ 2433 _ _ 4629 _ _ _ 1281 4595 _ _,valid
_ _ 4265 _ _ _ _ _ _ 8518 _ _ _ 2623 1591 7002 _ _ _ 529 _ _ 7387 2644 _ 6532 _ _ _ 2837 _ _ _ _ _ _ _ 7549 412 _ _ 4611 6404 168 _ _ 6705 _ _ _ _ 7289 _ 7260 _ _ _ _ 2105 _ 3272 _ _ 7244 _ 2166 _ _ _ _ _ 7418 _ _ _ _ _ 3818 _ 7261 _,valid
2278 _ _ _ _ 4066 _ _ 2903 _ _ _ 2312 _ _ _ _ _ 1150 _ 6377 _ 4762 _ 1407 _ 8759 _ 712 _ _ 6504 _ _ 566 _ 1018 _ _ 4652 _ 5946 _ _ 3937 _ _ _ _ 3898 _ _ _ _ 1341 _ 7565 _ 8552 _ 3179 _ 7570 _ _ _ 922 _ _ _ _ _ 6622 _ _ _ _ 1350 _ _ 1,invalid
