puzzle,label
_ _ 101 _ _ _ _ _ 1348 _ _ 6011 _ _ _ 4730 _ _ 8470 _ 5668 3927 _ _ _ 6581 _ 8592 _ _ _ 5931 _ _ _ 7142 _ 7576 3575 _ _ 8392 _ _ _ _ 3361 _ _ 3820 3599 _ _ _ _ _ _ 7906 7412 _ 7386 _ 7508 _ _ _ _ _ _ _ 2954 _ _ 1805 _ 1539 _ _ 4351 8682 _,valid
_ 8287 6107 _ 8587 _ 6672 _ 4267 5435 _ _ _ 4459 8826 _ _ _ _ _ _ _ _ 5274 _ 5530 _ 1361 _ _ _ _ _ _ _ 6352 _ _ 7794 _ _ _ 3724 _ _ _ 1667 _ _ _ _ _ 3221 _ 2011 _ _ _ _ 376 _ _ 4927 _ _ 3583 _ 1965 3541 _ _ 4088 6217 _ _ _ 1796 _ _ 3767 _,valid
6916 _ 4851 _ 8021 _ 3611 _ 2339 _ 463 _ _ 7992 _ _ 1038 _ _ 3126 4307 _ _ _ 8552 1891 _ _ _ _ 7760 1365 13 _ _ _ 4080 6861 _ 2628 _ 555 _ 6453 3192 _ _ _ 7800 625 3193 _ _ _ _ 5874 5640 _ _ _ 3808 1441 _ _ 2586 _ _ 5098 _ _ 693 _ 5132 _ 6253 _ 1717 _ 5187 _ 5186,invalid
_ 1728 8498 5902 4895 _ 3459 5304 _ _ _ 845 _ _ 2593 4613 _ _ 2431 _ _ 1572 _ _ _ _ 3580 _ 4510 _ _ _ _ _ 3278 _ _ _ 2238 _ _ _ 1373 _ _ 3993 _ _ _ _ _ _ _ 2239 845 _ _ 8697 _ _ _ _ 3196 _ _ 4545 _ _ 2063 8823 _ _ _ 6975 5496 2183 2045 _ 2920 5382 _,invalid
7475 _ _ _ _ _ 8142 4327 _ 8768 _ _ 6921 _ _ 8419 _ _ _ _ 1889 _ 8668 _ _ _ 7400 _ _ _ 7292 _ 7425 _ _ _ 2575 _ _ _ 6434 _ _ _ 7662 _ _ 8729 6344 _ 5531 6791 _ _ 6673 7934 _ _ 3676 _ 792 _ _ 8809 _ _ 1267 _ _ _ _ _ _ _ 6221 _ _ _ _ 3239 5069,valid
7201 _ _ 2851 5904 _ _ _ 7999 _ 516 _ _ _ 1721 _ 6099 _ _ _ 3535 6766 _ _ 518 _ _ _ 1109 _ 4199 _ _ _ 217 _ _ _ _ _ _ _ _ _ _ 8125 _ _ _ _ 2772 _ _ 6501 _ _ 6549 5246 _ _ 6000 _ _ _ 5582 _ _ _ 6089 _ 3669 _ 5139 _ _ 217 3137 _ _ _ 4502,invalid
_ _ _ 6965 _ 3778 _ _ _ _ _ 2268 _ _ 3340 _ 8261 _ 7931 _ _ _ _ _ 2510 _ _ 2429 3510 _ _ _ _ _ _ _ _ 5323 _ _ _ 8556 _ 177 _ _ 2630 3607 _ _ 1266 _ 2269 _ _ 3561 _ _ _ _ 1168 _ _ 5456 _ 3284 _ 7933 _ 7693 _ _ _ _ _ 7451 _ _ _ _ 6508,valid
6413 _ 4990 5141 _ _ _ _ 5258 _ _ 7910 _ _ _ _ _ 615 _ 1799 _ _ _ _ 2183 _ _ _ _ 7848 _ _ _ 5451 6730 _ _ 5829 _ _ _ 1660 1853 _ _ _ _ _ _ 6276 710 _ _ 5956 _ _ 3987 _ 6462 _ _ 5344 _ _ _ 2470 4898 _ _ _ _ _ _ 8955 _ _ _ _ _ _ 1292,valid
_ _ _ _ 5436 _ 7249 _ _ _ _ _ _ _ 2908 _ _ _ 3947 _ _ _ _ _ 4071 _ _ _ 5446 _ 601 _ _ _ _ _ _ _ 380 _ _ _ 4336 _ 3115 _ _ _ _ _ 2973 4960 _ _ _ 954 _ 4974 6404 _ _ 7461 _ _ _ _ _ _ _ _ 1687 _ 5481 _ _ _ 4977 _ _ _ _,valid
_ 5360 _ _ 8861 1551 _ 1995 _ 2108 _ _ _ _ _ _ _ 1532 _ _ 2350 1654 _ _ 7381 _ _ _ _ 1259 _ 5791 _ _ 8865 1894 _ _ _ 4064 _ 6858 _ _ _ 5668 8228 _ _ 6656 _ 7280 _ _ _ _ 3414 1479 _ _ 7335 _ _ 190 _ _ _ _ _ _ _ 6657 _ 8887 _ _ 6668 27 _ 6909 _,invalid
3954 _ 3125 _ _ _ _ _ _ 5796 971 _ _ _ 4364 _ _ 5458 4322 _ 4753 6585 _ _ _ _ _ _ 8418 _ 6318 1014 _ 6338 _ _ _ _ _ 2506 _ 4055 _ _ _ _ _ 8932 _ 5526 8884 _ 6727 _ _ _ _ _ _ 458 7175 _ 8199 _ _ _ 1549 _ _ _ 4135 _ _ 2870 _ _ _ _ 3388 4226 954,invalid
_ _ 5489 5946 _ _ 8051 _ _ _ 4790 _ _ 3272 3470 _ _ _ _ _ _ 3735 6477 _ _ 7904 _ _ 1357 _ _ _ _ 4007 _ 1599 _ 3066 99 _ _ _ 6580 3009 _ 1705 _ 7514 _ _ _ _ 3545 _ _ 5567 _ _ 466 6998 _ _ _ _ _ _ 6301 6334 _ _ 4395 _ _ _ 7890 _ _ 5381 4085 _ _,invalid
_ _ 5080 _ _ 5829 3738 _ _ _ 4992 _ _ 3259 _ _ 6878 _ 8497 _ _ _ 3614 _ _ _ 6667 8235 _ _ 2525 _ 2973 _ _ _ _ 884 3869 _ _ _ 2765 3225 _ _ _ _ 612 _ 1088 _ _ 3820 6443 _ _ _ 6546 _ _ _ 847 _ 7183 _ _ 2853 _ _ 5903 _ _ _ 6189 2239 _ _ 3122 _ _,invalid
_ 3159 _ _ 5047 _ _ 876 _ _ _ _ _ _ 3501 _ _ _ 2763 _ 3243 8313 _ _ 6080 _ 3358 _ 4263 _ _ 2230 _ 5161 _ _ 4027 _ _ 2405 _ 4562 _ _ 1241 _ _ 2850 _ 6978 _ _ 2968 _ 3018 _ 652 _ _ 4955 2386 _ 6740 _ _ _ 1382 _ _ _ _ _ _ 807 _ _ 1450 _ _ 5343 _,valid
_ 1583 _ 4361 _ 3246 _ 1921 _ 723 _ 3766 _ 7216 _ 6340 _ 5962 _ _ _ _ 939 _ _ _ _ 6735 _ _ 154 _ 7873 _ _ 5791 _ 941 2154 _ _ _ 7366 3553 _ 1063 _ _ 8026 _ 8237 _ _ 3815 _ _ _ _ 5530 _ _ _ _ 1735 _ 6692 _ 7064 _ 19 _ 7924 _ 1251 _ 2729 _ 5690 _ 6558 _,valid
