puzzle,label
7186 _ _ _ 282 4777 1336 _ _ _ 6148 7694 _ _ _ _ _ _ _ 4534 _ 4927 4082 _ _ 6491 _ _ _ 6090 _ 5365 8280 _ _ _ _ 2236 _ _ 8700 _ _ 2044 _ _ _ _ 2768 199 _ 4674 _ _ 1614 _ _ 6682 3033 _ _ 3826 _ _ _ 342 _ _ _ 5478 8724 _ _ _ _ _ 3839 6772 _ _ 1058,valid
_ 4967 _ _ _ 3390 _ 1632 _ _ _ 590 _ 5238 _ 795 _ _ 6689 _ _ _ _ 5005 _ _ 1210 901 4117 _ 6524 _ 761 6130 _ _ _ _ _ _ _ _ _ _ _ _ _ 2549 2674 _ 7570 _ 6447 7882 2191 _ _ 7357 _ _ _ _ 2983 _ _ 8616 _ 530 _ 2109 _ _ _ 754 _ 665 _ _ _ 5845 _,valid
8581 _ 3764 1297 _ _ _ _ _ _ 8739 _ _ _ 4044 _ 8479 _ _ _ _ 2972 _ _ _ _ 6696 _ 7319 4475 _ _ _ 4254 3855 _ _ 4731 _ _ 7222 _ _ 4753 _ 6549 _ 1268 _ _ _ 3534 _ 8144 _ _ _ _ _ 4274 _ _ 5280 _ 6813 _ 3384 _ _ _ 6560 _ _ _ 3281 _ _ 3904 _ _ 2159,invalid
_ _ 8365 112 950 _ 6585 _ _ _ 1301 _ _ _ _ _ 934 _ 1005 _ 4453 _ _ 5092 935 _ 5484 _ _ 1718 _ 2175 _ _ _ 5262 4209 _ _ 2451 _ 2275 _ _ 6317 4699 _ _ _ 3221 _ 102 _ _ 4887 _ 2110 8782 _ _ 6708 _ 2822 _ 6168 _ _ _ _ _ 8431 _ _ _ 6807 _ 1940 3281 6206 _ _,invalid
1168 _ _ 4217 3435 8696 _ _ _ _ _ 6796 8245 _ _ 5081 134 _ _ _ _ _ 6772 _ _ _ _ 6167 5729 _ _ _ _ _ _ 7983 _ _ 7507 _ _ _ 7172 _ _ 4592 _ _ _ _ _ _ 5040 5901 _ _ _ _ 1074 _ _ _ _ _ 7133 5542 3434 _ _ 396 _ _ _ _ _ 3492 1739 4115 _ _ 6108,valid
_ 8058 _ 1676 _ _ _ _ _ 2702 _ _ _ 8249 _ 5901 _ _ _ 1320 3799 _ _ 2998 _ 2904 _ 6833 _ _ _ _ 4458 _ _ 1722 3851 _ 5467 _ 2826 _ 2296 _ 1223 _ _ _ 1462 _ _ _ _ _ _ 5691 _ _ _ 6895 5011 _ _ _ _ 7243 _ 8698 _ 8688 _ 1713 _ _ _ 5745 _ _ _ 1718 _,invalid
_ _ 3756 _ _ _ _ _ _ 524 _ 2994 _ _ _ 3430 3059 71 _ 7117 481 _ 3926 _ _ _ _ _ _ _ 5925 _ _ _ _ _ _ _ _ _ 7288 3580 _ 4723 _ _ 2592 _ _ _ 3301 _ _ 4433 6175 _ _ _ _ _ 5155 _ _ _ 1809 _ _ 8682 3223 _ 7036 _ _ 1614 _ _ 3404 _ _ _ 3777,valid
2556 _ _ 5472 _ 4436 _ _ 2649 _ _ 7530 7544 _ 6066 1176 _ _ _ 7130 _ _ _ _ _ 6669 _ 3776 7661 _ _ _ _ _ 981 6622 _ _ _ _ 8596 _ _ _ _ 2125 3685 _ _ _ _ _ 7239 6429 _ 3279 _ _ _ _ _ 2041 _ _ _ 5587 2335 _ 4020 1570 _ _ 7816 _ _ 7502 _ 8347 _ _ 4396,valid
_ 4947 8349 _ _ _ 5726 6430 _ _ _ _ _ 6017 2830 _ _ _ 1965 _ _ 8604 _ _ _ _ 7676 _ 2313 _ 5442 1608 _ 4947 _ _ _ 1965 _ _ _ _ _ 1582 _ _ _ 4808 _ 4287 3357 _ 1103 _ 6084 _ _ _ _ 3980 _ _ 5014 _ _ _ 8661 2844 _ _ _ _ _ 5805 659 _ _ _ 6728 3063 _,valid
_ _ 164 _ _ 3599 _ _ _ _ 2519 5662 _ _ _ _ 7153 _ 1131 2623 _ 3457 _ _ _ 5219 7199 _ 6289 _ 3661 _ _ _ 3915 _ _ 3338 _ _ 1375 8647 _ _ _ _ _ 4658 4289 _ _ _ _ 2590 _ _ _ 6658 8890 _ _ 1285 _ _ _ _ _ _ 2479 _ 843 _ _ _ _ _ 2680 _ _ _ 1480,invalid
