player_1,player_2,player_3,player_4,winner
9573,11026,17978,22332,1
13467,37329,4331,26175,3
26868,32941,14052,5138,4
17035,29792,25310,11839,1
21556,10468,23078,35942,4
34354,15678,20830,577,1
33626,24586,8782,16428,4
7431,14806,20080,38906,1
1452,31374,38046,12665,4
8066,6565,2918,23980,4
29040,5881,3565,32214,4
19462,30669,18676,35131,3
27544,28335,36578,2053,3
14209,17247,34454,5079,4
26850,25371,7412,32890,1
18713,22460,9730,35045,3
11918,27544,719,29859,1
12715,26043,4413,13414,3
30549,36717,17983,20111,3
6561,35865,23876,10306,2
37468,33699,16475,32058,3
2177,8063,38035,21720,4
31445,15559,11206,24711,3
38997,14986,1392,28407,1
19363,29076,3681,2963,3
20926,8876,5943,23229,1
9614,17788,18594,22356,1
35960,23792,10350,21699,1
4474,16430,13425,32237,1
14081,11980,5131,26818,3
17125,553,7292,15717,1
34493,25339,38872,27568,1
32850,29093,20920,20071,1
38089,2975,23044,28377,3
37292,12689,26185,24548,3
2228,31375,6601,8053,3
35209,36634,3559,11072,4
29905,1332,14788,5935,1
19376,33614,8905,30695,4
23803,35914,21603,10460,2
26967,14049,5232,11948,3
26107,4329,12698,33559,2
17241,32885,38903,723,1
16280,13435,32056,37321,2
34407,7422,24737,20186,1
36553,9576,17975,22361,2
3689,30530,18691,11241,4
5812,31325,1468,19296,1
29940,20953,28293,27541,1
29134,8851,6608,14924,2
25386,35055,2857,8191,1
15547,2216,23072,38202,3
4318,16324,13392,26108,1
14175,11776,5245,32778,3
10357,23939,35893,28485,3
18597,22439,27606,9628,4
12538,33632,1312,20889,1
2849,21534,38166,14799,2
32211,37446,24567,19443,1
6606,23077,2075,3715,2
8877,29081,8050,7447,1
532,25397,26900,36577,3
29784,15634,17061,30663,3
35032,5831,38963,17975,4
20187,31347,34428,11214,1
4314,29213,13490,33644,1
26109,15709,12724,37418,1
16397,35165,14835,20815,1
11818,17071,14224,5207,4
36717,17799,9633,11084,3
32162,31301,19322,8032,1
8967,5992,25445,2235,1
1350,32932,624,38219,1
38951,34479,26952,7458,3
29790,23061,28457,3599,1
24747,10336,6678,2855,1
20046,22352,21595,30658,1
27527,35818,23889,18740,4
35799,23051,23795,20235,1
4496,13314,26084,12676,1
10406,2968,21736,25477,1
16448,8893,15731,32044,1
33674,24654,20777,37480,1
6683,27628,28454,19381,1
7424,17028,14171,5211,4
3615,9586,30644,22413,2
38201,38871,2229,29194,1
1461,31358,8043,35235,1
696,32995,26819,11945,3
29994,36547,34310,18559,3
14939,17891,5981,11109,1
14062,17082,5119,11799,3
22317,9719,18576,5901,2
21586,6531,23844,35925,4
12531,4374,16429,13469,2
30562,17851,36656,27619,2
34365,14783,26855,32844,3
38248,19284,23234,10427,4
2100,37384,28370,2930,4
35028,11170,3596,15670,2
8218,31288,20069,20808,1
29051,26042,32189,8836,2
29778,1313,656,7321,4
25275,33664,24660,38923,4
